,lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
456,Internal-Tools,rds-0757370,2026-06,645.4799999999999,717.12,0.0,1505.964,RDS,db.m5.xlarge analytics DB
457,Compliance-Audit,s3-0fec630,2026-06,0.0,3564.0,1781996.4,133.644,S3,Analytics export bucket
458,Customer-Portal,i-0f9b989,2026-06,643.0799999999999,0.0,0.0,46.931999999999995,EC2,t3.micro bastion host
459,Marketing-Platform,rs-0872178,2026-06,663.72,1843.68,0.0,3364.704,Redshift,Data warehouse cluster
460,Internal-Tools,rds-09b5720,2026-06,768.0,533.4,0.0,1973.2199999999998,RDS,db.r5.xlarge PostgreSQL primary
461,Partner-Integration,rs-0ac2999,2026-06,1138.6799999999998,3162.8399999999997,0.0,5772.432,Redshift,Data warehouse cluster
462,Internal-Tools,ebs-02ac590,2026-06,0.0,1672.2,0.0,209.028,EBS,gp3 volumes production
463,Compliance-Audit,rds-0396180,2026-06,892.8,992.04,0.0,2083.296,RDS,db.m5.xlarge analytics DB
464,Security-Ops,s3-0efa390,2026-06,0.0,5826.72,364168.8,145.668,S3,Log archive bucket
465,Compliance-Audit,s3-0b30830,2026-06,0.0,4162.2,2081104.7999999998,156.072,S3,Analytics export bucket
466,QA-Testing,elb-0e25643,2026-06,951.3599999999999,0.0,13213592.4,192.384,ELB,Classic load balancer
467,Security-Ops,s3-06cc595,2026-06,0.0,6514.320000000001,407143.2,162.852,S3,Log archive bucket
468,Production-Secondary,ecs-0598501,2026-06,423.84,0.0,0.0,773.496,ECS,Fargate worker cluster
469,Customer-Portal,elb-111f752,2026-06,668.88,0.0,46446787.199999996,289.824,ELB,Network load balancer
470,Security-Ops,ecs-018c343,2026-06,675.9599999999999,0.0,0.0,1233.54,ECS,Fargate API cluster
471,DevOps-Central,ddb-0681556,2026-06,1190.8799999999999,16.439999999999998,8270294.399999999,144.72,DynamoDB,Config store table
472,Production-Main,s3-0e4d988,2026-06,0.0,2530.56,15183524.399999999,632.652,S3,Production asset storage
473,Compliance-Audit,elb-0e81808,2026-06,679.32,0.0,47178432.0,294.396,ELB,Network load balancer
474,Security-Ops,ec-08b0776,2026-06,752.52,0.0,0.0,270.936,ElastiCache,Redis staging cluster
475,Shared-Services,rds-1103155,2026-06,640.68,177.96,0.0,578.304,RDS,db.t3.large development DB
476,ML-Training,rds-0377190,2026-06,706.32,490.56,0.0,1814.892,RDS,db.r5.xlarge PostgreSQL primary
477,Internal-Tools,ec-1024595,2026-06,723.12,0.0,0.0,520.632,ElastiCache,Redis production cluster
478,Compliance-Audit,i-0779383,2026-06,993.72,0.0,0.0,861.2280000000001,EC2,m5.large monitoring server
479,Security-Ops,ecs-0752257,2026-06,731.7599999999999,0.0,0.0,1335.4560000000001,ECS,Fargate API cluster
480,Production-Main,lam-0ef8919,2026-06,0.0,0.0,36686190.0,256.81199999999995,Lambda,Data transformer
481,Compliance-Audit,rds-0a2d193,2026-06,687.12,477.23999999999995,0.0,1765.728,RDS,db.r5.xlarge PostgreSQL primary
482,QA-Testing,elb-05f6806,2026-06,1055.3999999999999,0.0,43974609.6,320.13599999999997,ELB,Application load balancer
483,Compliance-Audit,elb-0383198,2026-06,784.68,0.0,10898164.799999999,158.676,ELB,Classic load balancer
484,Marketing-Platform,rs-01d1175,2026-06,0.0,0.0,7658024.399999999,382.89599999999996,Redshift,Spectrum queries
485,Compliance-Audit,kin-0f65409,2026-06,809.16,0.0,33712053.6,492.192,Kinesis,Data stream ingestion
486,Compliance-Audit,rds-0c5c625,2026-06,957.9599999999999,665.28,0.0,1895.892,RDS,db.r5.large PostgreSQL replica
487,Shared-Services,ecs-0196614,2026-06,318.47999999999996,0.0,0.0,581.2679999999999,ECS,Fargate worker cluster
488,QA-Testing,ec-03e5292,2026-06,822.12,0.0,0.0,591.888,ElastiCache,Redis production cluster
489,Customer-Portal,ebs-0284870,2026-06,0.0,666.6,0.0,416.59200000000004,EBS,io2 volumes database
490,Partner-Integration,elb-0a1a739,2026-06,512.16,0.0,21341558.4,155.364,ELB,Application load balancer
491,Marketing-Platform,ddb-10b7797,2026-06,719.52,9.96,4996956.0,87.444,DynamoDB,Config store table
492,Edge-Network,sqs-030f172,2026-06,0.0,0.0,41279673.6,20.639999999999997,SQS,Event notification queue
493,Compliance-Audit,i-09bd329,2026-06,781.56,0.0,0.0,677.3280000000001,EC2,m5.large monitoring server
494,Customer-Portal,vpn-0620659,2026-06,1044.48,0.0,0.0,264.74399999999997,VPN Gateway,Client VPN endpoint
495,Data-Science,i-0b26616,2026-06,860.88,0.0,0.0,1492.788,EC2,m5.xlarge web server
496,Security-Ops,ecs-07b7146,2026-06,176.51999999999998,0.0,0.0,322.14,ECS,Fargate batch cluster
497,DevOps-Central,ddb-0c8d504,2026-06,1062.6,14.639999999999999,7379156.399999999,129.144,DynamoDB,Config store table
498,Security-Ops,sqs-100d671,2026-06,0.0,0.0,50009475.6,25.008,SQS,Event notification queue
499,Edge-Network,s3-0e77512,2026-06,0.0,1294.9199999999998,2589904.8,113.304,S3,Artifact storage
500,Security-Ops,vpn-0b04791,2026-06,589.68,0.0,0.0,149.448,VPN Gateway,Client VPN endpoint
501,DevOps-Central,kin-05ca757,2026-06,836.7599999999999,0.0,34865470.8,509.02799999999996,Kinesis,Data stream ingestion
502,QA-Testing,r53-03eb769,2026-06,0.0,0.0,69802736.39999999,104.7,Route 53,DNS hosting
503,DevOps-Central,ec-08c9419,2026-06,934.44,0.0,0.0,672.7919999999999,ElastiCache,Redis production cluster
504,ML-Training,rs-0cb9386,2026-06,0.0,0.0,4843591.2,242.18399999999997,Redshift,Spectrum queries
505,QA-Testing,elb-0fcb895,2026-06,997.1999999999999,0.0,41547982.8,302.46,ELB,Application load balancer
506,Internal-Tools,ses-06ea830,2026-06,0.0,0.0,3302865.6,3.972,SES,Transactional email
507,Customer-Portal,vpn-0c49718,2026-06,1270.2,0.0,0.0,321.972,VPN Gateway,Client VPN endpoint
508,Compliance-Audit,i-0711499,2026-06,850.0799999999999,0.0,0.0,2946.8759999999997,EC2,m5.2xlarge batch processor
509,ML-Training,i-05c0894,2026-06,1068.48,0.0,0.0,925.944,EC2,m5.large monitoring server
510,ML-Training,ebs-0505369,2026-06,0.0,657.84,0.0,411.132,EBS,io2 volumes database
511,Production-Secondary,i-064a426,2026-06,539.88,0.0,0.0,935.94,EC2,r5.xlarge cache server
512,ML-Training,rds-0d21371,2026-06,656.28,729.3599999999999,0.0,1531.548,RDS,db.m5.xlarge analytics DB
513,Edge-Network,i-0326979,2026-06,638.28,0.0,0.0,553.668,EC2,t3.large application server
514,Production-Secondary,elb-07db529,2026-06,660.3599999999999,0.0,45853830.0,286.128,ELB,Network load balancer
515,Marketing-Platform,ddb-0401403,2026-06,714.12,49.68,79348437.6,557.9159999999999,DynamoDB,Session store table
516,Finance-Systems,rds-0f07880,2026-06,1021.1999999999999,709.0799999999999,0.0,2021.04,RDS,db.r5.large PostgreSQL replica
517,Production-Main,i-0011267,2026-06,1045.8,0.0,0.0,76.344,EC2,t3.micro bastion host
518,ML-Training,i-0ea3191,2026-06,974.28,0.0,0.0,844.356,EC2,m5.large monitoring server
519,Data-Science,i-0138182,2026-06,432.84,0.0,0.0,1255.212,EC2,c5.2xlarge HPC node
520,Compliance-Audit,i-0f48232,2026-06,769.44,0.0,0.0,666.9,EC2,m5.large monitoring server
521,Marketing-Platform,rds-0ff5598,2026-06,478.0799999999999,132.84,0.0,564.468,RDS,db.t3.medium MySQL staging
522,Customer-Portal,vpn-0445666,2026-06,1221.72,0.0,0.0,309.67199999999997,VPN Gateway,Client VPN endpoint
523,Production-Main,r53-08e7973,2026-06,0.0,0.0,18324632.4,27.492,Route 53,Health checks
524,Internal-Tools,s3-04d2237,2026-06,0.0,5295.96,8473388.4,386.59200000000004,S3,Media content bucket
525,ML-Training,r53-0977544,2026-06,0.0,0.0,16103096.399999999,24.144000000000002,Route 53,Health checks
526,Marketing-Platform,rds-01e3515,2026-06,1093.08,759.12,0.0,2808.624,RDS,db.r5.xlarge PostgreSQL primary
527,Shared-Services,s3-05c9296,2026-06,0.0,17214.359999999997,3442887.6,602.5079999999999,S3,Data lake raw zone
528,ML-Training,lam-0f1c278,2026-06,0.0,0.0,12388045.2,86.72399999999999,Lambda,Notification dispatcher
529,ML-Training,kin-0462370,2026-06,978.24,0.0,40762395.6,595.1279999999999,Kinesis,Data stream ingestion
530,Edge-Network,i-0494187,2026-06,718.68,0.0,0.0,2491.356,EC2,m5.2xlarge batch processor
531,Compliance-Audit,s3-0dd2695,2026-06,0.0,828.0,1656355.2,72.456,S3,Artifact storage
532,Marketing-Platform,ddb-01da740,2026-06,770.7599999999999,10.68,5352693.6,93.672,DynamoDB,Config store table
533,Compliance-Audit,rds-10cb700,2026-06,930.12,646.0799999999999,0.0,2390.052,RDS,db.r5.xlarge PostgreSQL primary
534,Marketing-Platform,vpn-01d5989,2026-06,866.4,0.0,0.0,219.624,VPN Gateway,Client VPN endpoint
535,Internal-Tools,rds-10b1574,2026-06,962.1599999999999,668.0400000000001,0.0,1904.2199999999998,RDS,db.r5.large PostgreSQL replica
536,Compliance-Audit,r53-037c367,2026-06,0.0,0.0,8568654.0,12.852,Route 53,Health checks
537,Customer-Portal,ebs-0bbe242,2026-06,0.0,701.7599999999999,0.0,438.516,EBS,io2 volumes database
538,Compliance-Audit,i-039f632,2026-06,842.16,0.0,0.0,2919.504,EC2,m5.2xlarge batch processor
539,Finance-Systems,rds-0a10412,2026-06,652.44,906.12,0.0,2899.596,RDS,db.r5.2xlarge Aurora cluster
540,Data-Science,i-1124730,2026-06,471.59999999999997,0.0,0.0,1368.0,EC2,c5.2xlarge HPC node
541,Partner-Integration,elb-0f47182,2026-06,757.92,0.0,10526714.4,153.26399999999998,ELB,Classic load balancer
542,Compliance-Audit,rds-0fa1834,2026-06,614.4,426.72,0.0,1578.984,RDS,db.r5.xlarge PostgreSQL primary
543,Security-Ops,eks-0190684,2026-06,1015.0799999999999,0.0,0.0,3045.12,EKS,Production K8s cluster
544,Customer-Portal,i-043f493,2026-06,767.88,0.0,0.0,2661.756,EC2,r5.2xlarge database server
545,Mobile-Backend,sqs-0528940,2026-06,0.0,0.0,445406.39999999997,0.22799999999999998,SQS,Dead letter queue
546,Security-Ops,s3-06c2985,2026-06,0.0,21299.399999999998,4259875.2,745.476,S3,Data lake raw zone
547,Production-Main,cf-06b3438,2026-06,0.0,0.0,102956950.8,514.788,CloudFront,CDN media distribution
548,Compliance-Audit,s3-0a22154,2026-06,0.0,842.16,1684604.4,73.692,S3,Artifact storage
549,Mobile-Backend,kin-0d78738,2026-06,783.84,0.0,32657313.599999998,476.79599999999994,Kinesis,Data stream ingestion
550,Shared-Services,r53-0b00500,2026-06,0.0,0.0,9894579.6,14.843999999999998,Route 53,Health checks
551,Compliance-Audit,s3-0390870,2026-06,0.0,891.72,1783554.0,78.036,S3,Artifact storage
552,Production-Main,i-06fb209,2026-06,479.28,0.0,0.0,1389.888,EC2,c5.2xlarge HPC node
553,DevOps-Central,ddb-10b3290,2026-06,1177.92,16.32,8180564.399999999,143.16,DynamoDB,Config store table
554,Marketing-Platform,nat-094a230,2026-06,617.28,0.0,0.0,140.82,NAT Gateway,Staging VPC NAT
555,ML-Training,rds-104f691,2026-06,696.24,483.47999999999996,0.0,1788.8999999999999,RDS,db.r5.xlarge PostgreSQL primary
556,Finance-Systems,s3-0843623,2026-06,0.0,1633.0800000000002,3265897.1999999997,142.884,S3,Artifact storage
557,Compliance-Audit,s3-08ab237,2026-06,0.0,823.1999999999999,1646638.8,72.036,S3,Artifact storage
558,Partner-Integration,rds-0d50949,2026-06,1122.84,779.64,0.0,2222.124,RDS,db.r5.large PostgreSQL replica
559,Production-Main,lam-0c7c274,2026-06,0.0,0.0,40798951.199999996,285.59999999999997,Lambda,Data transformer
560,Customer-Portal,s3-0283422,2026-06,0.0,24302.399999999998,4860490.8,850.5840000000001,S3,Data lake raw zone
561,Production-Main,i-07c0191,2026-06,415.56,0.0,0.0,1205.1719999999998,EC2,c5.2xlarge HPC node
562,Compliance-Audit,ses-0f78329,2026-06,0.0,0.0,2011735.2,2.424,SES,Transactional email
563,Compliance-Audit,vpn-0389183,2026-06,990.72,0.0,0.0,251.136,VPN Gateway,Client VPN endpoint
564,Mobile-Backend,sqs-0def195,2026-06,0.0,0.0,405822.0,0.20400000000000001,SQS,Dead letter queue
565,Production-Secondary,ec-040f964,2026-06,890.7599999999999,0.0,0.0,641.364,ElastiCache,Redis production cluster
566,Shared-Services,rds-0643416,2026-06,872.52,242.39999999999998,0.0,787.704,RDS,db.t3.large development DB
567,Production-Main,cf-0a1d761,2026-06,0.0,0.0,78435642.0,392.17199999999997,CloudFront,CDN API distribution
568,Customer-Portal,vpn-0562398,2026-06,1085.64,0.0,0.0,275.17199999999997,VPN Gateway,Client VPN endpoint
569,DevOps-Central,ddb-0ec7667,2026-06,1031.28,14.16,7161105.6,125.32799999999999,DynamoDB,Config store table
570,Customer-Portal,ses-05b1907,2026-06,0.0,0.0,860676.0,1.032,SES,Marketing email
571,Data-Science,rds-0133470,2026-06,875.88,243.36,0.0,790.764,RDS,db.t3.large development DB
572,Production-Secondary,r53-10de681,2026-06,0.0,0.0,8291259.6,12.431999999999999,Route 53,Health checks
573,Edge-Network,ebs-0da6405,2026-06,0.0,157.32,0.0,19.668,EBS,gp3 volumes staging
574,DevOps-Central,vpn-00cd561,2026-06,606.36,0.0,0.0,307.416,VPN Gateway,Site-to-site VPN
575,Internal-Tools,ec-073e687,2026-06,749.64,0.0,0.0,539.736,ElastiCache,Redis production cluster
576,Compliance-Audit,s3-0d2d241,2026-06,0.0,56.879999999999995,28464697.2,185.016,S3,Static website hosting
577,ML-Training,ebs-037b837,2026-06,0.0,750.6,0.0,469.092,EBS,io2 volumes database
578,DevOps-Central,r53-0abf412,2026-06,0.0,0.0,9304430.4,13.968,Route 53,Health checks
579,Marketing-Platform,r53-0873117,2026-06,0.0,0.0,76330645.2,114.49199999999999,Route 53,DNS hosting
580,Finance-Systems,rds-023c556,2026-06,1148.3999999999999,797.52,0.0,2950.872,RDS,db.r5.xlarge PostgreSQL primary
581,Data-Science,rs-116d833,2026-06,830.52,2306.88,0.0,4210.187999999999,Redshift,Data warehouse cluster
582,Edge-Network,vpn-04e0116,2026-06,765.9599999999999,0.0,0.0,194.148,VPN Gateway,Client VPN endpoint
583,Mobile-Backend,sqs-0730520,2026-06,0.0,0.0,479954.39999999997,0.24,SQS,Dead letter queue
584,Mobile-Backend,sqs-0a98298,2026-06,0.0,0.0,394509.6,0.192,SQS,Dead letter queue
585,Edge-Network,ebs-09fb469,2026-06,0.0,224.04,0.0,28.008,EBS,gp3 volumes staging
586,Shared-Services,rds-01a0568,2026-06,1084.92,753.4799999999999,0.0,2787.72,RDS,db.r5.xlarge PostgreSQL primary
587,Edge-Network,cf-0310235,2026-06,0.0,0.0,194939578.79999998,974.6999999999999,CloudFront,CDN media distribution
588,Finance-Systems,rds-04ac243,2026-06,758.28,1053.24,0.0,3370.104,RDS,db.r5.2xlarge Aurora cluster
589,Finance-Systems,eks-0f96669,2026-06,1067.28,0.0,0.0,3201.8639999999996,EKS,Production K8s cluster
590,Marketing-Platform,rds-01e4174,2026-06,784.68,544.92,0.0,1553.028,RDS,db.r5.large PostgreSQL replica
591,Partner-Integration,sqs-0cd1270,2026-06,0.0,0.0,597954.0,0.3,SQS,Dead letter queue
592,Production-Main,r53-0708555,2026-06,0.0,0.0,12996318.0,19.5,Route 53,Health checks
593,Finance-Systems,s3-0246846,2026-06,0.0,1483.32,2966589.6,129.792,S3,Artifact storage
594,Marketing-Platform,sm-1039320,2026-06,0.0,0.0,1264063.2,5.0760000000000005,Secrets Manager,Application secrets
595,Finance-Systems,elb-0c43172,2026-06,683.88,0.0,9497730.0,138.28799999999998,ELB,Classic load balancer
596,Production-Main,s3-0014680,2026-06,0.0,2238.96,13433976.0,559.752,S3,Production asset storage
597,ML-Training,ec-0693709,2026-06,1371.0,0.0,0.0,987.12,ElastiCache,Redis production cluster
598,Shared-Services,ebs-01a3398,2026-06,0.0,721.8,0.0,451.116,EBS,io2 volumes database
599,Marketing-Platform,rds-0b94353,2026-06,397.92,110.52,0.0,469.73999999999995,RDS,db.t3.medium MySQL staging
600,Compliance-Audit,ses-07fa563,2026-06,0.0,0.0,2166640.8,2.6039999999999996,SES,Transactional email
601,Edge-Network,vpn-0f3a733,2026-06,649.44,0.0,0.0,164.616,VPN Gateway,Client VPN endpoint
602,Security-Ops,ebs-10a2954,2026-06,0.0,762.12,0.0,476.36400000000003,EBS,io2 volumes database
603,ML-Training,lam-0f35499,2026-06,0.0,0.0,16016852.399999999,112.116,Lambda,Notification dispatcher
604,Customer-Portal,ses-099c582,2026-06,0.0,0.0,945970.7999999999,1.14,SES,Marketing email
605,Compliance-Audit,rs-037f769,2026-06,0.0,0.0,6011557.2,300.57599999999996,Redshift,Spectrum queries
606,Partner-Integration,cf-03cf862,2026-06,0.0,0.0,45537522.0,227.68800000000002,CloudFront,CDN API distribution
607,Security-Ops,ecs-04c3278,2026-06,647.52,0.0,0.0,1181.628,ECS,Fargate API cluster
608,Marketing-Platform,ddb-0644636,2026-06,836.4,58.08,92936589.6,653.4599999999999,DynamoDB,Session store table
609,Security-Ops,lam-10f3942,2026-06,0.0,0.0,4565631.6,32.196,Lambda,Image resizer
610,Production-Main,cf-090e801,2026-06,0.0,0.0,62492788.8,312.45599999999996,CloudFront,CDN API distribution
611,Finance-Systems,rds-0a4f386,2026-06,1225.92,851.4,0.0,3150.12,RDS,db.r5.xlarge PostgreSQL primary
612,ML-Training,lam-0ec1508,2026-06,0.0,0.0,14581394.4,102.072,Lambda,Notification dispatcher
613,Customer-Portal,i-0ea6657,2026-06,796.92,0.0,0.0,58.163999999999994,EC2,t3.micro bastion host
614,Production-Secondary,ecs-03f5609,2026-06,371.4,0.0,0.0,677.7719999999999,ECS,Fargate batch cluster
615,DevOps-Central,kin-06cf628,2026-06,1040.3999999999999,0.0,28899766.8,421.944,Kinesis,Firehose delivery
616,Data-Science,i-06b7985,2026-06,960.9599999999999,0.0,0.0,416.772,EC2,t3.medium API server
617,Security-Ops,ecs-0989841,2026-06,611.4,0.0,0.0,1115.676,ECS,Fargate API cluster
618,Production-Main,lam-0006400,2026-06,0.0,0.0,54371529.6,380.604,Lambda,Auth token validator
619,Partner-Integration,rds-0f56547,2026-06,447.72,124.32,0.0,528.504,RDS,db.t3.medium MySQL staging
620,Customer-Portal,i-110a445,2026-06,858.6,0.0,0.0,744.6719999999999,EC2,t3.large application server
621,Production-Main,cf-06a8576,2026-06,0.0,0.0,114055873.2,570.288,CloudFront,CDN media distribution
622,Internal-Tools,rds-0dc8281,2026-06,631.56,701.7599999999999,0.0,1473.6119999999999,RDS,db.m5.xlarge analytics DB
623,Internal-Tools,s3-0e8e973,2026-06,0.0,1306.68,2613276.0,114.324,S3,Artifact storage
624,Edge-Network,ebs-0c62549,2026-06,0.0,212.51999999999998,0.0,26.568,EBS,gp3 volumes staging
625,Production-Main,lam-0e1f721,2026-06,0.0,0.0,38261175.6,267.828,Lambda,Data transformer
626,QA-Testing,lam-03df419,2026-06,0.0,0.0,94600050.0,662.196,Lambda,Auth token validator
627,Edge-Network,eks-0322850,2026-06,566.52,0.0,0.0,1699.608,EKS,Staging K8s cluster
628,Production-Main,ebs-117e412,2026-06,0.0,840.24,0.0,525.168,EBS,io2 volumes database
629,Internal-Tools,lam-0e60938,2026-06,0.0,0.0,39406720.8,273.876,Lambda,API gateway handler
630,Data-Science,ddb-0647670,2026-06,750.3599999999999,104.28,156326288.4,1172.4479999999999,DynamoDB,Cache table
631,Production-Main,s3-06ad806,2026-06,0.0,18326.76,3665356.8,641.4359999999999,S3,Data lake raw zone
632,Shared-Services,nat-01a5784,2026-06,718.0799999999999,0.0,0.0,163.81199999999998,NAT Gateway,Staging VPC NAT
633,Data-Science,rds-069c314,2026-06,727.8,505.32,0.0,1869.828,RDS,db.r5.xlarge PostgreSQL primary
634,Internal-Tools,lam-07ca671,2026-06,0.0,0.0,29182618.8,204.27599999999998,Lambda,Data transformer
635,Production-Main,lam-104a539,2026-06,0.0,0.0,45310675.199999996,317.18399999999997,Lambda,Data transformer
636,Finance-Systems,rds-074a363,2026-06,821.64,912.9599999999999,0.0,1917.204,RDS,db.m5.xlarge analytics DB
637,Compliance-Audit,ec-04a7468,2026-06,757.1999999999999,0.0,0.0,545.16,ElastiCache,Redis production cluster
638,Internal-Tools,lam-0abb122,2026-06,0.0,0.0,1441912.8,10.824,Lambda,Cron job runner
639,Mobile-Backend,ebs-086b693,2026-06,0.0,4479.24,0.0,201.576,EBS,st1 volumes archive
640,Edge-Network,rds-0457903,2026-06,605.28,420.36,0.0,1555.104,RDS,db.r5.xlarge PostgreSQL primary
641,Compliance-Audit,sm-05b3121,2026-06,0.0,0.0,1525377.5999999999,6.096,Secrets Manager,Application secrets
642,Security-Ops,s3-0185416,2026-06,0.0,6842.52,427656.0,171.06,S3,Log archive bucket
643,Production-Main,lam-0be7690,2026-06,0.0,0.0,8912169.6,62.388,Lambda,Notification dispatcher
644,Shared-Services,nat-0713424,2026-06,757.1999999999999,0.0,0.0,172.72799999999998,NAT Gateway,Staging VPC NAT
645,Finance-Systems,rds-0545685,2026-06,1131.48,785.7599999999999,0.0,2907.252,RDS,db.r5.xlarge PostgreSQL primary
646,ML-Training,rs-0364324,2026-06,0.0,0.0,5177017.2,258.852,Redshift,Spectrum queries
647,Internal-Tools,rds-04c8593,2026-06,742.1999999999999,824.52,0.0,1731.54,RDS,db.m5.xlarge analytics DB
648,Production-Main,cf-0c6e848,2026-06,0.0,0.0,41437255.199999996,207.18,CloudFront,CDN API distribution
649,Data-Science,nat-0568861,2026-06,584.28,0.0,0.0,133.296,NAT Gateway,Staging VPC NAT
650,Compliance-Audit,rds-0424610,2026-06,833.52,579.0,0.0,2141.94,RDS,db.r5.xlarge PostgreSQL primary
651,Internal-Tools,sqs-02ae931,2026-06,0.0,0.0,714686.4,0.36,SQS,Dead letter queue
652,Internal-Tools,ec-0a53778,2026-06,698.64,0.0,0.0,502.97999999999996,ElastiCache,Redis production cluster
653,Internal-Tools,lam-02c9216,2026-06,0.0,0.0,45249406.8,314.484,Lambda,API gateway handler
654,Shared-Services,rds-07c6808,2026-06,691.92,192.23999999999998,0.0,624.636,RDS,db.t3.large development DB
655,Security-Ops,ecs-0f99165,2026-06,496.43999999999994,0.0,0.0,905.8679999999999,ECS,Fargate API cluster
656,Shared-Services,rds-0b02683,2026-06,596.88,829.0799999999999,0.0,2653.044,RDS,db.r5.2xlarge Aurora cluster
657,Marketing-Platform,rs-01d2424,2026-06,680.64,1890.6,0.0,3450.252,Redshift,Data warehouse cluster
658,Security-Ops,lam-0aaf344,2026-06,0.0,0.0,5334237.6,37.608,Lambda,Image resizer
659,Compliance-Audit,i-0d15800,2026-06,740.64,0.0,0.0,1069.764,EC2,c5.xlarge compute worker
660,Edge-Network,s3-0fda230,2026-06,0.0,1264.8,2529579.6,110.664,S3,Artifact storage
661,Security-Ops,s3-0b4a511,2026-06,0.0,6170.76,385666.8,154.272,S3,Log archive bucket
662,QA-Testing,r53-0d45682,2026-06,0.0,0.0,60946136.4,91.41600000000001,Route 53,DNS hosting
663,QA-Testing,r53-03ea149,2026-06,0.0,0.0,13388961.6,20.087999999999997,Route 53,Health checks
664,Internal-Tools,ec-0588801,2026-06,636.4799999999999,0.0,0.0,458.20799999999997,ElastiCache,Redis production cluster
665,Security-Ops,ecs-076f734,2026-06,180.96,0.0,0.0,330.32399999999996,ECS,Fargate batch cluster
666,Production-Main,s3-076c637,2026-06,0.0,59.64,29820195.599999998,193.824,S3,Static website hosting
667,Internal-Tools,ec-0497288,2026-06,596.64,0.0,0.0,429.516,ElastiCache,Redis production cluster
668,Marketing-Platform,rds-0fe1560,2026-06,625.44,434.28,0.0,1237.812,RDS,db.r5.large PostgreSQL replica
669,Customer-Portal,elb-0a54570,2026-06,878.88,0.0,36616999.199999996,266.58,ELB,Application load balancer
670,Internal-Tools,lam-0782653,2026-06,0.0,0.0,1408347.5999999999,10.572000000000001,Lambda,Cron job runner
671,Customer-Portal,s3-0417989,2026-06,0.0,20747.16,4149439.1999999997,726.156,S3,Data lake raw zone
672,Internal-Tools,s3-02bb548,2026-06,0.0,1239.9599999999998,2479952.4,108.49199999999999,S3,Artifact storage
673,Shared-Services,rds-0533968,2026-06,786.84,546.36,0.0,1557.048,RDS,db.r5.large PostgreSQL replica
674,Edge-Network,s3-0ec2367,2026-06,0.0,1138.8,2277669.6,99.64800000000001,S3,Artifact storage
675,Marketing-Platform,vpn-0a2e654,2026-06,991.0799999999999,0.0,0.0,251.232,VPN Gateway,Client VPN endpoint
676,Production-Main,ecs-082a733,2026-06,509.4,0.0,0.0,929.628,ECS,Fargate worker cluster
677,Internal-Tools,cf-095a942,2026-06,0.0,0.0,56462517.6,282.31199999999995,CloudFront,CDN API distribution
678,Partner-Integration,elb-0f50855,2026-06,955.56,0.0,13271380.799999999,193.212,ELB,Classic load balancer
679,Production-Secondary,r53-0087224,2026-06,0.0,0.0,80533740.0,120.804,Route 53,DNS hosting
680,Shared-Services,rds-0798140,2026-06,676.32,939.3599999999999,0.0,3005.9639999999995,RDS,db.r5.2xlarge Aurora cluster
681,Shared-Services,rds-088e703,2026-06,649.1999999999999,901.68,0.0,2885.544,RDS,db.r5.2xlarge Aurora cluster
682,Customer-Portal,elb-062f711,2026-06,943.1999999999999,0.0,39299071.199999996,286.104,ELB,Application load balancer
683,Shared-Services,nat-0e1a884,2026-06,736.0799999999999,0.0,0.0,167.928,NAT Gateway,Staging VPC NAT
684,Compliance-Audit,elb-04ca178,2026-06,571.0799999999999,0.0,39662188.8,247.488,ELB,Network load balancer
685,Internal-Tools,nat-0a69775,2026-06,701.16,0.0,0.0,159.96,NAT Gateway,Dev VPC NAT
686,Finance-Systems,s3-0515672,2026-06,0.0,1584.0,3167847.6,138.6,S3,Artifact storage
687,Security-Ops,ecs-07d0252,2026-06,597.36,0.0,0.0,1090.212,ECS,Fargate API cluster
688,Internal-Tools,s3-052b864,2026-06,0.0,4796.16,7673779.199999999,350.11199999999997,S3,Media content bucket
689,Security-Ops,sqs-0cca144,2026-06,0.0,0.0,56955483.6,28.476,SQS,Event notification queue
690,Internal-Tools,cf-0809156,2026-06,0.0,0.0,176802040.79999998,884.0039999999999,CloudFront,CDN media distribution
691,Marketing-Platform,sqs-0652126,2026-06,0.0,0.0,580135.2,0.288,SQS,Dead letter queue
692,Partner-Integration,ddb-03d5405,2026-06,835.68,11.639999999999999,5803010.399999999,101.556,DynamoDB,Config store table
693,Customer-Portal,ses-06a6724,2026-06,0.0,0.0,847227.6,1.02,SES,Marketing email
694,Security-Ops,sm-08b5882,2026-06,0.0,0.0,1492725.5999999999,5.976,Secrets Manager,Application secrets
695,Compliance-Audit,rds-04d9582,2026-06,435.23999999999995,120.84,0.0,513.852,RDS,db.t3.medium MySQL staging
696,Compliance-Audit,sns-0399927,2026-06,0.0,0.0,16566184.799999999,8.28,SNS,Alert notifications
697,Compliance-Audit,eks-101f873,2026-06,771.6,0.0,0.0,2314.932,EKS,Production K8s cluster
698,Data-Science,i-0b8e813,2026-06,570.12,0.0,0.0,1976.436,EC2,m5.2xlarge batch processor
699,Marketing-Platform,rs-063e686,2026-06,0.0,0.0,7468105.2,373.404,Redshift,Spectrum queries
