Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Partner-Integration,sqldb-03a5439,AZURE,2026-04,646.3,449.2,0,2514.8,SQL Database,Premium P1 analytics
Internal-Tools,s3-09aa761,AWS,2026-04,0.0,34.2,16916363,106.1,S3,Static website hosting
DevOps-Central,aks-0e66233,AZURE,2026-04,346.9,0.0,0,528.88,AKS,Dev K8s cluster
Compliance-Audit,sm-1017804,AWS,2026-04,0.0,0.0,1016351,3.9,Secrets Manager,Application secrets
Shared-Services,vai-01ad930,GCP,2026-04,724.4,0.0,8278282,1596.38,Vertex AI,Model serving endpoints
Data-Science,mem-0504714,GCP,2026-04,315.5,0.0,0,218.12,Memorystore,Redis staging cache
Internal-Tools,ps-0890488,GCP,2026-04,0.0,0.0,29331450,372.77,Pub/Sub,Event streaming
Analytics-Platform,vai-079c548,GCP,2026-04,603.8,0.0,0,2960.28,Vertex AI,Training pipelines
Compliance-Audit,elb-0f00262,AWS,2026-04,703.3,0.0,29864942,204.52,ELB,Application load balancer
Production-Secondary,blob-081e798,AZURE,2026-04,0.0,6754.5,2428239,329.11,Blob Storage,Data lake storage
Production-Main,sns-0c8c772,AWS,2026-04,0.0,0.0,6531851,3.16,SNS,Alert notifications
Shared-Services,rds-0f6e315,AWS,2026-04,656.3,177.0,0,560.63,RDS,db.t3.large development DB
Finance-Systems,sqldb-020f404,AZURE,2026-04,906.8,312.9,0,1427.83,SQL Database,Standard S3 production
Analytics-Platform,cr-0943616,GCP,2026-04,398.5,0.0,1636686,507.58,Cloud Run,ETL pipeline service
IoT-Platform,cr-10a0129,GCP,2026-04,336.4,0.0,1386003,423.66,Cloud Run,ETL pipeline service
Security-Ops,gcs-0cba289,GCP,2026-04,0.0,5544.8,136831,125.49,Cloud Storage,Backup bucket
IoT-Platform,cr-03f3623,GCP,2026-04,669.2,0.0,14630216,995.17,Cloud Run,API gateway service
DevOps-Central,kv-0b3d149,AZURE,2026-04,0.0,0.0,2331938,6.9,Key Vault,Secrets management
Production-Secondary,app-10d9619,AZURE,2026-04,612.3,0.0,0,88.27,App Service,Web app B1
Customer-Portal,elb-0525461,AWS,2026-04,696.7,0.0,28286797,209.51,ELB,Application load balancer
Marketing-Platform,vai-0ff7365,GCP,2026-04,510.6,0.0,0,2543.04,Vertex AI,Training pipelines
Production-Main,cmon-0b17682,GCP,2026-04,0.0,0.0,20521019,166.12,Cloud Monitoring,Metrics and alerting
Data-Science,i-013b699,AWS,2026-04,731.0,0.0,0,1029.01,EC2,c5.xlarge compute worker
QA-Testing,lam-05b6672,AWS,2026-04,0.0,0.0,2997326,21.03,Lambda,Webhook processor
QA-Testing,ses-08a5385,AWS,2026-04,0.0,0.0,2275853,2.67,SES,Transactional email
Production-Secondary,sqldb-051f349,AZURE,2026-04,428.9,150.5,0,690.34,SQL Database,Standard S3 production
Partner-Integration,ps-03c1778,GCP,2026-04,0.0,0.0,9667096,114.07,Pub/Sub,Data pipeline
Production-Secondary,clog-05d5179,GCP,2026-04,0.0,151.8,0,36.81,Cloud Logging,Audit logs
Shared-Services,vm-05ec122,AZURE,2026-04,537.6,0.0,0,954.02,Virtual Machines,E4s v3 SIEM collector
Analytics-Platform,ps-06e6283,GCP,2026-04,0.0,0.0,39514145,476.23,Pub/Sub,Log forwarding
IoT-Platform,cdns-0437748,GCP,2026-04,0.0,0.0,11375764,16.85,Cloud DNS,DNS zones
Internal-Tools,sentinel-0cd3679,AZURE,2026-04,0.0,0.0,64377659,1499.65,Microsoft Sentinel,SIEM detection
Shared-Services,rds-0cda288,AWS,2026-04,476.4,140.3,0,432.88,RDS,db.t3.large development DB
IoT-Platform,cr-05d2913,GCP,2026-04,412.2,0.0,1715869,527.1,Cloud Run,ETL pipeline service
Partner-Integration,azmon-0cbf470,AZURE,2026-04,0.0,255.4,34268575,353.51,Azure Monitor,Logs and metrics
Edge-Network,ebs-0b4e168,AWS,2026-04,0.0,163.9,0,19.61,EBS,gp3 volumes staging
Shared-Services,sb-042f463,AZURE,2026-04,494.0,0.0,6574424,354.81,Service Bus,Premium messaging
Partner-Integration,sqs-0bf2947,AWS,2026-04,0.0,0.0,381421,0.19,SQS,Dead letter queue
Finance-Systems,vpn-1134255,AWS,2026-04,907.6,0.0,0,231.6,VPN Gateway,Client VPN endpoint
Mobile-Backend,aks-0e51488,AZURE,2026-04,1129.0,0.0,0,1581.28,AKS,Staging K8s cluster
Customer-Portal,vpn-0a09478,AWS,2026-04,991.2,0.0,0,238.4,VPN Gateway,Client VPN endpoint
Production-Main,vai-0664562,GCP,2026-04,511.4,0.0,0,2426.25,Vertex AI,Training pipelines
Shared-Services,sb-094b954,AZURE,2026-04,527.9,0.0,7415680,391.56,Service Bus,Premium messaging
Production-Secondary,sqldb-084c701,AZURE,2026-04,483.8,171.9,0,801.86,SQL Database,Standard S3 production
Production-Main,ecs-0de7751,AWS,2026-04,278.2,0.0,0,516.65,ECS,Fargate batch cluster
Production-Secondary,aks-0e26217,AZURE,2026-04,293.1,0.0,0,441.88,AKS,Dev K8s cluster
Edge-Network,ebs-0313368,AWS,2026-04,0.0,694.7,0,81.62,EBS,gp3 volumes production
Data-Science,eks-0916603,AWS,2026-04,389.4,0.0,0,1163.93,EKS,Staging K8s cluster
Marketing-Platform,rs-08d1200,AWS,2026-04,0.0,0.0,5426287,260.35,Redshift,Spectrum queries
Compliance-Audit,ses-08e6753,AWS,2026-04,0.0,0.0,1361790,1.64,SES,Transactional email
Finance-Systems,elb-06a1968,AWS,2026-04,767.2,0.0,52013748,317.57,ELB,Network load balancer
DevOps-Central,redis-0705828,AZURE,2026-04,677.7,0.0,0,799.01,Azure Cache for Redis,Premium P1 cache
Finance-Systems,s3-0ead914,AWS,2026-04,0.0,1036.6,2099306,89.43,S3,Artifact storage
Shared-Services,fd-07bb349,AZURE,2026-04,0.0,0.0,48420421,357.79,Front Door,Global load balancer
Production-Secondary,sentinel-10f6292,AZURE,2026-04,0.0,0.0,62104633,1490.01,Microsoft Sentinel,SIEM detection
Production-Main,gcs-0055926,GCP,2026-04,0.0,25199.9,64516,246.71,Cloud Storage,Archive bucket
QA-Testing,vpn-03e6329,AWS,2026-04,462.3,0.0,0,116.12,VPN Gateway,Client VPN endpoint
Internal-Tools,cr-04bf565,GCP,2026-04,767.8,0.0,16546957,1120.05,Cloud Run,API gateway service
Production-Main,func-0032597,AZURE,2026-04,0.0,0.0,2466907,36.05,Azure Functions,Webhook processor
Customer-Portal,cosmos-0253523,AZURE,2026-04,706.5,49.9,14286227,452.79,Cosmos DB,Config store
Staging-Env,vai-1137133,GCP,2026-04,409.3,0.0,0,2039.87,Vertex AI,Training pipelines
Finance-Systems,vm-0cfc281,AZURE,2026-04,677.6,0.0,0,1557.3,Virtual Machines,D8s v3 application server
Finance-Systems,cr-0a5d466,GCP,2026-04,618.5,0.0,2558166,820.4,Cloud Run,ETL pipeline service
Compliance-Audit,vpn-0e3e760,AWS,2026-04,706.5,0.0,0,176.43,VPN Gateway,Client VPN endpoint
Compliance-Audit,i-039d669,AWS,2026-04,505.4,0.0,0,696.17,EC2,c5.xlarge compute worker
QA-Testing,ebs-03ec526,AWS,2026-04,0.0,1084.6,0,132.84,EBS,gp3 volumes production
Production-Main,sns-101d656,AWS,2026-04,0.0,0.0,6806869,3.27,SNS,Alert notifications
Compliance-Audit,ses-0b1f287,AWS,2026-04,0.0,0.0,1725434,2.02,SES,Transactional email
Production-Main,lam-0d54228,AWS,2026-04,0.0,0.0,4773999,32.58,Lambda,Notification dispatcher
Compliance-Audit,rds-0397974,AWS,2026-04,314.4,90.2,0,368.44,RDS,db.t3.medium MySQL staging
Production-Main,app-0e8f585,AZURE,2026-04,534.9,0.0,0,637.76,App Service,API app P2v3
Production-Secondary,eh-006b891,AZURE,2026-04,0.0,605.6,0,144.95,Event Hubs,Capture to storage
Edge-Network,ebs-0461141,AWS,2026-04,0.0,122.7,0,15.01,EBS,gp3 volumes staging
Production-Secondary,elb-0e5b461,AWS,2026-04,529.8,0.0,36486534,220.29,ELB,Network load balancer
Customer-Portal,gcs-027a462,GCP,2026-04,0.0,403.7,6358136,72.59,Cloud Storage,Temp processing bucket
Production-Main,i-10f4869,AWS,2026-04,389.6,0.0,0,1076.74,EC2,c5.2xlarge HPC node
Internal-Tools,lam-03ef109,AWS,2026-04,0.0,0.0,1227331,8.85,Lambda,Cron job runner
Analytics-Platform,ca-0eaf212,GCP,2026-04,0.0,0.0,68124250,254.72,Cloud Armor,WAF policies
Mobile-Backend,ebs-0d37236,AWS,2026-04,0.0,4035.0,0,167.86,EBS,st1 volumes archive
Customer-Portal,ado-0714795,AZURE,2026-04,0.0,104.0,0,24.42,Azure DevOps,Artifacts storage
Customer-Portal,vm-0e9c963,AZURE,2026-04,538.7,0.0,0,965.53,Virtual Machines,E4s v3 SIEM collector
Finance-Systems,eh-052e307,AZURE,2026-04,0.0,507.0,0,122.6,Event Hubs,Capture to storage
Data-Science,gcf-0fd1891,GCP,2026-04,0.0,0.0,8467196,128.67,Cloud Functions,Auth handlers
Finance-Systems,gcs-091f304,GCP,2026-04,0.0,6552.1,154370,142.75,Cloud Storage,Backup bucket
Internal-Tools,s3-09d0481,AWS,2026-04,0.0,5896.1,356801,140.97,S3,Log archive bucket
Partner-Integration,rs-04b3252,AWS,2026-04,0.0,0.0,4595977,226.09,Redshift,Spectrum queries
Marketing-Platform,gke-1060979,GCP,2026-04,4050.8,0.0,0,7922.75,GKE,GPU node pool
Mobile-Backend,vm-0d08853,AZURE,2026-04,591.8,0.0,0,711.0,Virtual Machines,D4s v3 CI runner
Data-Science,rds-0bc7339,AWS,2026-04,765.7,559.9,0,2014.62,RDS,db.r5.xlarge PostgreSQL primary
Compliance-Audit,rds-0d85584,AWS,2026-04,282.8,79.8,0,328.4,RDS,db.t3.medium MySQL staging
Shared-Services,gcs-01a8772,GCP,2026-04,0.0,6346.6,154858,141.42,Cloud Storage,Backup bucket
Edge-Network,sns-1054312,AWS,2026-04,0.0,0.0,11504217,5.36,SNS,Alert notifications
Finance-Systems,eh-0220761,AZURE,2026-04,593.5,0.0,24306427,263.53,Event Hubs,Standard throughput units
Data-Science,clog-0f98724,GCP,2026-04,0.0,423.1,0,103.02,Cloud Logging,Application logs
Production-Secondary,ps-1166581,GCP,2026-04,0.0,0.0,13207405,165.35,Pub/Sub,Data pipeline
Production-Main,r53-0886456,AWS,2026-04,0.0,0.0,12567211,18.14,Route 53,Health checks
Staging-Env,fs-0571274,GCP,2026-04,856.3,59.5,35062739,467.28,Firestore,User profiles DB
Internal-Tools,sentinel-0b74350,AZURE,2026-04,0.0,0.0,74021750,1801.52,Microsoft Sentinel,SIEM detection
Customer-Portal,acr-0255148,AZURE,2026-04,0.0,253.9,477307,155.85,Container Registry,Docker image registry
Security-Ops,ebs-0436210,AWS,2026-04,0.0,677.8,0,398.19,EBS,io2 volumes database
Customer-Portal,blob-0e3d646,AZURE,2026-04,0.0,3774.7,0,357.78,Blob Storage,Security audit logs
Analytics-Platform,vai-0679493,GCP,2026-04,191.3,0.0,0,941.46,Vertex AI,AutoML jobs
Marketing-Platform,cr-0f6f935,GCP,2026-04,667.7,0.0,13900388,1016.1,Cloud Run,API gateway service
Data-Science,mem-0991932,GCP,2026-04,322.4,0.0,0,223.86,Memorystore,Redis staging cache
Partner-Integration,cf-0b62712,AWS,2026-04,0.0,0.0,39520363,190.27,CloudFront,CDN API distribution
Customer-Portal,gcf-0dee262,GCP,2026-04,0.0,0.0,13562700,199.86,Cloud Functions,Data triggers
Security-Ops,nat-017e771,AWS,2026-04,600.9,0.0,0,132.44,NAT Gateway,Staging VPC NAT
Edge-Network,sns-0f3e442,AWS,2026-04,0.0,0.0,9108228,4.43,SNS,Alert notifications
Data-Science,i-0137554,AWS,2026-04,689.5,0.0,0,574.6,EC2,t3.large application server
Analytics-Platform,clog-0b21991,GCP,2026-04,0.0,357.1,0,86.88,Cloud Logging,Application logs
Mobile-Backend,vm-09e5814,AZURE,2026-04,677.6,0.0,0,2386.85,Virtual Machines,E8s v3 memory-optimized
Shared-Services,sb-10c0746,AZURE,2026-04,524.0,0.0,7239537,378.92,Service Bus,Premium messaging
Internal-Tools,gcf-02d8617,GCP,2026-04,0.0,0.0,9640181,144.43,Cloud Functions,Auth handlers
QA-Testing,ebs-0df8926,AWS,2026-04,0.0,1137.9,0,136.47,EBS,gp3 volumes production
Compliance-Audit,s3-08f5280,AWS,2026-04,0.0,660.4,1315215,54.41,S3,Artifact storage
Marketing-Platform,i-0c1b224,AWS,2026-04,535.8,0.0,0,443.71,EC2,t3.large application server
Production-Secondary,elb-04bd339,AWS,2026-04,499.0,0.0,34118328,203.46,ELB,Network load balancer
Production-Main,gcs-08f7185,GCP,2026-04,0.0,2080.1,1025906,310.33,Cloud Storage,Model artifacts
IoT-Platform,csql-0f63852,GCP,2026-04,704.6,200.4,0,851.83,Cloud SQL,PostgreSQL replica
DR-Recovery,cosmos-0b34859,AZURE,2026-04,715.1,52.2,15517138,481.66,Cosmos DB,Config store
Security-Ops,bq-0819283,GCP,2026-04,0.0,6308.1,0,2495.15,BigQuery,Analytics data warehouse
Edge-Network,s3-04f7382,AWS,2026-04,0.0,987.5,1984737,84.96,S3,Artifact storage
Internal-Tools,cosmos-094f603,AZURE,2026-04,625.4,175.2,33556529,1381.07,Cosmos DB,User data store
Edge-Network,gcf-0309730,GCP,2026-04,0.0,0.0,24337738,362.74,Cloud Functions,Pub/Sub processors
Shared-Services,func-01c8820,AZURE,2026-04,0.0,0.0,8784428,132.01,Azure Functions,API handlers
Production-Main,fd-0041592,AZURE,2026-04,0.0,0.0,51526346,383.34,Front Door,Global load balancer
Analytics-Platform,ado-0fea891,AZURE,2026-04,0.0,105.3,0,25.29,Azure DevOps,Artifacts storage
Internal-Tools,cf-02b2509,AWS,2026-04,0.0,0.0,127801543,617.92,CloudFront,CDN media distribution
Customer-Portal,cf-028c709,AWS,2026-04,0.0,0.0,39451911,195.13,CloudFront,CDN API distribution
DevOps-Central,app-0c13134,AZURE,2026-04,900.1,0.0,0,135.03,App Service,Web app B1
Staging-Env,gke-05c8132,GCP,2026-04,2349.0,0.0,0,4705.79,GKE,ML training cluster
Shared-Services,gcs-0701705,GCP,2026-04,0.0,22273.5,54557,211.66,Cloud Storage,Archive bucket
DevOps-Central,appi-0ce4354,AZURE,2026-04,0.0,0.0,14009982,174.64,Application Insights,Custom metrics
Finance-Systems,gcs-0564899,GCP,2026-04,0.0,2992.3,2926153,207.32,Cloud Storage,Media assets bucket
Marketing-Platform,cdns-059c553,GCP,2026-04,0.0,0.0,12486116,18.47,Cloud DNS,DNS zones
Customer-Portal,i-0e71663,AWS,2026-04,494.3,0.0,0,1692.91,EC2,r5.2xlarge database server
Finance-Systems,gcs-0b51970,GCP,2026-04,0.0,418.8,6360386,71.81,Cloud Storage,Temp processing bucket
Production-Secondary,redis-0ffb272,AZURE,2026-04,975.4,0.0,0,1128.28,Azure Cache for Redis,Premium P1 cache
QA-Testing,lam-043c899,AWS,2026-04,0.0,0.0,31416813,214.12,Lambda,API gateway handler
DR-Recovery,appi-0f14890,AZURE,2026-04,0.0,0.0,18498627,232.83,Application Insights,Custom metrics
Compliance-Audit,i-0e5a884,AWS,2026-04,421.1,0.0,0,605.68,EC2,c5.xlarge compute worker
Analytics-Platform,clog-0c1a111,GCP,2026-04,0.0,380.9,0,88.89,Cloud Logging,Application logs
Edge-Network,fs-02fa805,GCP,2026-04,539.3,15.6,37523038,395.23,Firestore,Session store
Partner-Integration,rs-0e5c348,AWS,2026-04,769.4,2168.6,0,3855.18,Redshift,Data warehouse cluster
Compliance-Audit,s3-07f4252,AWS,2026-04,0.0,677.9,1333084,57.86,S3,Artifact storage
ML-Training,r53-09f2874,AWS,2026-04,0.0,0.0,10316769,15.79,Route 53,Health checks
Production-Main,blob-1125912,AZURE,2026-04,0.0,2427.2,6475171,310.27,Blob Storage,Build artifacts
Data-Science,vai-067f829,GCP,2026-04,303.5,0.0,0,1496.23,Vertex AI,Training pipelines
Security-Ops,ecs-0a3b167,AWS,2026-04,139.8,0.0,0,242.64,ECS,Fargate batch cluster
Security-Ops,gke-0172619,GCP,2026-04,2135.4,0.0,0,4380.86,GKE,ML training cluster
Analytics-Platform,cr-0b8d600,GCP,2026-04,526.3,0.0,11248434,781.82,Cloud Run,API gateway service
Finance-Systems,blob-0e74551,AZURE,2026-04,0.0,8435.4,84830,250.69,Blob Storage,Backup storage
Data-Science,rds-04e4902,AWS,2026-04,502.3,146.0,0,443.37,RDS,db.t3.large development DB
Internal-Tools,ec-0d42588,AWS,2026-04,503.5,0.0,0,341.9,ElastiCache,Redis production cluster
Production-Secondary,r53-10a6788,AWS,2026-04,0.0,0.0,8951445,12.98,Route 53,Health checks
Partner-Integration,azmon-03a4247,AZURE,2026-04,0.0,250.6,32030048,341.12,Azure Monitor,Logs and metrics
Analytics-Platform,vai-0e80203,GCP,2026-04,192.0,0.0,0,922.69,Vertex AI,AutoML jobs
Analytics-Platform,cr-0ce1398,GCP,2026-04,465.1,0.0,2004411,582.71,Cloud Run,ETL pipeline service
Internal-Tools,eh-0bd6129,AZURE,2026-04,0.0,519.4,0,126.88,Event Hubs,Capture to storage
Analytics-Platform,vai-089c476,GCP,2026-04,706.1,0.0,0,3423.08,Vertex AI,Training pipelines
Production-Secondary,fs-09dc756,GCP,2026-04,848.5,24.9,61954350,613.3,Firestore,Session store
Partner-Integration,rds-05a0419,AWS,2026-04,375.7,104.5,0,430.55,RDS,db.t3.medium MySQL staging
Internal-Tools,vpn-0557720,AWS,2026-04,990.1,0.0,0,482.96,VPN Gateway,Site-to-site VPN
Security-Ops,cdns-016c878,GCP,2026-04,0.0,0.0,21613079,33.11,Cloud DNS,DNS zones
Edge-Network,ps-0db4850,GCP,2026-04,0.0,0.0,42496129,529.41,Pub/Sub,Log forwarding
Mobile-Backend,acr-07ff591,AZURE,2026-04,0.0,184.4,356841,118.4,Container Registry,Docker image registry
Customer-Portal,acr-0d83191,AZURE,2026-04,0.0,203.2,395962,128.34,Container Registry,Docker image registry
Internal-Tools,s3-02c0211,AWS,2026-04,0.0,4396.0,6900273,304.68,S3,Media content bucket
Internal-Tools,vm-0d0c590,AZURE,2026-04,646.9,0.0,0,884.23,Virtual Machines,F4s v2 compute node
Compliance-Audit,rs-0e67494,AWS,2026-04,586.7,1667.6,0,2950.19,Redshift,Data warehouse cluster
Analytics-Platform,cr-0593605,GCP,2026-04,532.2,0.0,10807809,785.29,Cloud Run,API gateway service
Customer-Portal,vm-0c0d537,AZURE,2026-04,463.2,0.0,0,823.71,Virtual Machines,E4s v3 SIEM collector
Partner-Integration,redis-066b401,AZURE,2026-04,600.6,0.0,0,716.41,Azure Cache for Redis,Premium P1 cache
Production-Secondary,blob-0bd9587,AZURE,2026-04,0.0,2138.2,5392120,265.57,Blob Storage,Build artifacts
Data-Science,cosmos-0fe6107,AZURE,2026-04,591.8,41.1,12478077,393.29,Cosmos DB,Config store
Production-Main,aks-0a5f479,AZURE,2026-04,374.1,0.0,0,568.39,AKS,Dev K8s cluster
Analytics-Platform,kv-08c1391,AZURE,2026-04,0.0,0.0,1472380,4.26,Key Vault,Secrets management
DR-Recovery,appi-0e3a902,AZURE,2026-04,0.0,0.0,15370933,192.09,Application Insights,Custom metrics
Production-Main,eh-0c55388,AZURE,2026-04,0.0,610.6,0,147.08,Event Hubs,Capture to storage
Partner-Integration,rs-08ef216,AWS,2026-04,693.5,1990.9,0,3493.68,Redshift,Data warehouse cluster
IoT-Platform,bq-0359656,GCP,2026-04,0.0,2518.9,0,974.85,BigQuery,BI reporting views
Customer-Portal,i-0291352,AWS,2026-04,600.3,0.0,0,841.79,EC2,c5.xlarge compute worker
Analytics-Platform,kv-0e54871,AZURE,2026-04,0.0,0.0,1646835,4.62,Key Vault,Secrets management
Customer-Portal,sentinel-0c4c755,AZURE,2026-04,0.0,0.0,42207345,985.58,Microsoft Sentinel,Log analytics
Edge-Network,i-0435944,AWS,2026-04,696.8,0.0,0,1146.38,EC2,r5.xlarge cache server
Production-Main,eh-0f23188,AZURE,2026-04,666.0,0.0,26526208,295.36,Event Hubs,Standard throughput units
Internal-Tools,blob-0b2f184,AZURE,2026-04,0.0,3019.9,7999669,381.67,Blob Storage,Build artifacts
Production-Secondary,r53-0754776,AWS,2026-04,0.0,0.0,8634944,12.76,Route 53,Health checks
Analytics-Platform,fs-0531779,GCP,2026-04,958.0,26.4,64148687,670.44,Firestore,Session store
Analytics-Platform,kv-00c3580,AZURE,2026-04,0.0,0.0,506002,1.46,Key Vault,Certificate store
Edge-Network,elb-0c8a626,AWS,2026-04,649.6,0.0,9067917,132.96,ELB,Classic load balancer
Compliance-Audit,s3-0722468,AWS,2026-04,0.0,605.1,1222687,51.46,S3,Artifact storage
Shared-Services,fd-046d439,AZURE,2026-04,0.0,0.0,51968412,382.18,Front Door,Global load balancer
Production-Secondary,df-0f1d560,GCP,2026-04,647.6,0.0,0,1482.96,Dataflow,Streaming pipeline
Shared-Services,gcs-05a3592,GCP,2026-04,0.0,3204.5,3184100,219.17,Cloud Storage,Media assets bucket
ML-Training,r53-0581711,AWS,2026-04,0.0,0.0,11218402,17.11,Route 53,Health checks
Internal-Tools,elb-0aed112,AWS,2026-04,956.3,0.0,13478409,190.3,ELB,Classic load balancer
Compliance-Audit,rds-0d18388,AWS,2026-04,270.6,77.6,0,323.1,RDS,db.t3.medium MySQL staging
Data-Science,i-05bc939,AWS,2026-04,633.7,0.0,0,516.68,EC2,m5.large monitoring server
Data-Science,blob-040e812,AZURE,2026-04,0.0,1785.7,4452361,288.51,Blob Storage,Media content
Shared-Services,kv-0d97187,AZURE,2026-04,0.0,0.0,372079,1.08,Key Vault,Certificate store
Marketing-Platform,i-1182333,AWS,2026-04,478.0,0.0,0,1373.07,EC2,c5.2xlarge HPC node
DR-Recovery,kv-0baa296,AZURE,2026-04,0.0,0.0,2761314,7.75,Key Vault,Secrets management
Production-Secondary,ecs-0074667,AWS,2026-04,259.1,0.0,0,463.4,ECS,Fargate batch cluster
Staging-Env,bq-0cd4810,GCP,2026-04,0.0,5638.6,0,2135.98,BigQuery,Log analytics
Marketing-Platform,cr-1081890,GCP,2026-04,431.8,0.0,1858800,551.65,Cloud Run,ETL pipeline service
DevOps-Central,blob-04ad851,AZURE,2026-04,0.0,8067.8,2989348,392.93,Blob Storage,Data lake storage
Security-Ops,sqs-0194667,AWS,2026-04,0.0,0.0,59964013,28.35,SQS,Order processing queue
ML-Training,rs-0543817,AWS,2026-04,0.0,0.0,3594619,172.07,Redshift,Spectrum queries
Production-Secondary,redis-0a16837,AZURE,2026-04,825.9,0.0,0,970.56,Azure Cache for Redis,Premium P1 cache
Production-Secondary,sb-0062995,AZURE,2026-04,804.5,0.0,10962882,602.08,Service Bus,Premium messaging
Internal-Tools,ps-02e4769,GCP,2026-04,0.0,0.0,26712072,331.62,Pub/Sub,Event streaming
Partner-Integration,eks-0912980,AWS,2026-04,371.4,0.0,0,1053.83,EKS,Staging K8s cluster
ML-Training,lam-0374425,AWS,2026-04,0.0,0.0,43559889,307.6,Lambda,Auth token validator
Production-Secondary,app-0069940,AZURE,2026-04,596.0,0.0,0,92.38,App Service,Web app B1
Internal-Tools,lam-0ab4217,AWS,2026-04,0.0,0.0,18265244,123.76,Lambda,Data transformer
Shared-Services,func-06e8816,AZURE,2026-04,0.0,0.0,8377607,127.8,Azure Functions,API handlers
Finance-Systems,cr-0c71114,GCP,2026-04,492.9,0.0,2110685,659.16,Cloud Run,ETL pipeline service
Production-Secondary,mem-0f3c369,GCP,2026-04,447.9,0.0,0,307.07,Memorystore,Redis production cache
Internal-Tools,sentinel-0a0c256,AZURE,2026-04,0.0,0.0,63791573,1501.97,Microsoft Sentinel,SIEM detection
Analytics-Platform,fs-0ce2384,GCP,2026-04,952.3,26.8,62814739,658.53,Firestore,Session store
Production-Main,blob-0d02486,AZURE,2026-04,0.0,22294.2,53990,170.94,Blob Storage,Archive tier
DR-Recovery,sb-10f8769,AZURE,2026-04,0.0,0.0,14467264,36.44,Service Bus,Standard messaging
Production-Secondary,fs-0098646,GCP,2026-04,875.6,64.9,38483527,505.95,Firestore,User profiles DB
Internal-Tools,s3-0e9b779,AWS,2026-04,0.0,3513.0,5356222,248.58,S3,Media content bucket
Shared-Services,gcs-0dd0869,GCP,2026-04,0.0,6415.0,158080,140.72,Cloud Storage,Backup bucket
Mobile-Backend,kin-092c972,AWS,2026-04,777.6,0.0,21080707,300.12,Kinesis,Firehose delivery
Compliance-Audit,rds-075f423,AWS,2026-04,302.1,85.1,0,357.31,RDS,db.t3.medium MySQL staging
ML-Training,i-0da2988,AWS,2026-04,677.0,0.0,0,578.75,EC2,t3.large application server
Edge-Network,lam-0ff8208,AWS,2026-04,0.0,0.0,23319022,159.45,Lambda,Data transformer
Finance-Systems,sqldb-0c9c210,AZURE,2026-04,847.6,303.0,0,1440.86,SQL Database,Standard S3 production
Data-Science,appi-0a5a764,AZURE,2026-04,0.0,0.0,52596328,671.23,Application Insights,APM telemetry
QA-Testing,lam-058e428,AWS,2026-04,0.0,0.0,3590914,25.22,Lambda,Image resizer
Analytics-Platform,gcs-00a3891,GCP,2026-04,0.0,2149.4,2122237,146.89,Cloud Storage,Media assets bucket
Partner-Integration,elb-0be8163,AWS,2026-04,599.4,0.0,8617268,121.92,ELB,Classic load balancer
Staging-Env,vai-0b7e256,GCP,2026-04,480.3,0.0,0,2433.51,Vertex AI,Training pipelines
Compliance-Audit,s3-064c941,AWS,2026-04,0.0,12553.7,2353437,403.76,S3,Data lake raw zone
Data-Science,i-100c822,AWS,2026-04,468.1,0.0,0,798.69,EC2,r5.xlarge cache server
Finance-Systems,s3-0e8b782,AWS,2026-04,0.0,11444.1,2207648,378.62,S3,Data lake raw zone
Production-Secondary,sqs-09a9219,AWS,2026-04,0.0,0.0,25365516,12.71,SQS,Event notification queue
Internal-Tools,cr-1040486,GCP,2026-04,614.2,0.0,2490140,783.37,Cloud Run,ETL pipeline service
Staging-Env,fs-0ac3233,GCP,2026-04,481.6,13.7,33524293,342.17,Firestore,Session store
Finance-Systems,csql-0948424,GCP,2026-04,520.2,149.4,0,624.8,Cloud SQL,PostgreSQL replica
Internal-Tools,ec-05c5519,AWS,2026-04,410.7,0.0,0,286.6,ElastiCache,Redis production cluster
Partner-Integration,sqs-03d1971,AWS,2026-04,0.0,0.0,414372,0.2,SQS,Dead letter queue
Staging-Env,gcs-0c39939,GCP,2026-04,0.0,12935.5,30942,126.34,Cloud Storage,Archive bucket
Marketing-Platform,rds-01e1409,AWS,2026-04,720.8,1060.0,0,3309.19,RDS,db.r5.2xlarge Aurora cluster
Marketing-Platform,rds-0fcf531,AWS,2026-04,737.0,499.2,0,1838.53,RDS,db.r5.xlarge PostgreSQL primary
Edge-Network,s3-0935976,AWS,2026-04,0.0,1018.7,2011429,83.4,S3,Artifact storage
Production-Secondary,sqldb-1063866,AZURE,2026-04,417.5,147.9,0,702.48,SQL Database,Standard S3 production
Production-Main,cf-0a48593,AWS,2026-04,0.0,0.0,28736327,138.38,CloudFront,CDN static assets
Compliance-Audit,s3-0cb2590,AWS,2026-04,0.0,41.4,20956276,132.78,S3,Static website hosting
Edge-Network,vpn-0d69869,AWS,2026-04,457.6,0.0,0,113.87,VPN Gateway,Client VPN endpoint
Finance-Systems,cosmos-0972198,AZURE,2026-04,462.7,64.5,15349244,593.36,Cosmos DB,Event store
Shared-Services,vm-01b9536,AZURE,2026-04,720.7,0.0,0,1030.65,Virtual Machines,F4s v2 compute node
