Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Security-Ops,ecs-0752257,AWS,2026-06,609.8,0.0,0,1112.88,ECS,Fargate API cluster
Production-Main,lam-0ef8919,AWS,2026-06,0.0,0.0,30571825,214.01,Lambda,Data transformer
Production-Secondary,blob-0a2b284,AZURE,2026-06,0.0,2531.0,6327319,411.28,Blob Storage,Media content
Production-Secondary,app-0915380,AZURE,2026-06,721.4,0.0,0,109.71,App Service,Web app B1
Data-Science,cosmos-0759587,AZURE,2026-06,719.4,50.0,14989104,487.14,Cosmos DB,Config store
Compliance-Audit,rds-0a2d193,AWS,2026-06,572.6,397.7,0,1471.44,RDS,db.r5.xlarge PostgreSQL primary
Analytics-Platform,mem-1058605,GCP,2026-06,466.6,0.0,0,335.95,Memorystore,Redis production cache
QA-Testing,elb-05f6806,AWS,2026-06,879.5,0.0,36645508,266.78,ELB,Application load balancer
Compliance-Audit,elb-0383198,AWS,2026-06,653.9,0.0,9081804,132.23,ELB,Classic load balancer
Marketing-Platform,rs-01d1175,AWS,2026-06,0.0,0.0,6381687,319.08,Redshift,Spectrum queries
Customer-Portal,clog-0de0960,GCP,2026-06,0.0,631.3,0,157.84,Cloud Logging,Application logs
Data-Science,ps-0123564,GCP,2026-06,0.0,0.0,19874120,248.43,Pub/Sub,Event streaming
Marketing-Platform,fs-01f4370,GCP,2026-06,571.5,15.9,39687723,416.72,Firestore,Session store
Customer-Portal,cosmos-0c5f842,AZURE,2026-06,701.0,48.7,14604767,474.66,Cosmos DB,Config store
Security-Ops,sqldb-1117748,AZURE,2026-06,892.0,61.9,0,185.4,SQL Database,Basic dev database
Compliance-Audit,kin-0f65409,AWS,2026-06,674.3,0.0,28093378,410.16,Kinesis,Data stream ingestion
Partner-Integration,azmon-0a12660,AZURE,2026-06,0.0,187.6,25022321,265.87,Azure Monitor,Logs and metrics
Compliance-Audit,rds-0c5c625,AWS,2026-06,798.3,554.4,0,1579.91,RDS,db.r5.large PostgreSQL replica
Data-Science,clog-06dc217,GCP,2026-06,0.0,249.7,0,62.41,Cloud Logging,Audit logs
DevOps-Central,appi-0de6691,AZURE,2026-06,0.0,0.0,16493584,206.17,Application Insights,Custom metrics
Production-Main,aks-0020880,AZURE,2026-06,1162.1,0.0,0,1743.09,AKS,Staging K8s cluster
Shared-Services,ecs-0196614,AWS,2026-06,265.4,0.0,0,484.39,ECS,Fargate worker cluster
QA-Testing,ec-03e5292,AWS,2026-06,685.1,0.0,0,493.24,ElastiCache,Redis production cluster
Customer-Portal,ebs-0284870,AWS,2026-06,0.0,555.5,0,347.16,EBS,io2 volumes database
Production-Main,fd-100f700,AZURE,2026-06,0.0,0.0,54566773,409.25,Front Door,Global load balancer
Partner-Integration,redis-0b16352,AZURE,2026-06,689.8,0.0,0,349.67,Azure Cache for Redis,Standard C2 cache
Partner-Integration,elb-0a1a739,AWS,2026-06,426.8,0.0,17784632,129.47,ELB,Application load balancer
Marketing-Platform,ddb-10b7797,AWS,2026-06,599.6,8.3,4164130,72.87,DynamoDB,Config store table
Edge-Network,sqs-030f172,AWS,2026-06,0.0,0.0,34399728,17.2,SQS,Event notification queue
IoT-Platform,csql-034c176,GCP,2026-06,966.4,268.4,0,1552.66,Cloud SQL,PostgreSQL primary
DevOps-Central,app-00ec349,AZURE,2026-06,998.0,0.0,0,151.79,App Service,Web app B1
Compliance-Audit,i-09bd329,AWS,2026-06,651.3,0.0,0,564.44,EC2,m5.large monitoring server
Customer-Portal,vpn-0620659,AWS,2026-06,870.4,0.0,0,220.62,VPN Gateway,Client VPN endpoint
Production-Secondary,mem-0096498,GCP,2026-06,374.4,0.0,0,269.55,Memorystore,Redis staging cache
Shared-Services,gcs-01a7453,GCP,2026-06,0.0,3755.9,3755892,272.3,Cloud Storage,Media assets bucket
Data-Science,i-0b26616,AWS,2026-06,717.4,0.0,0,1243.99,EC2,m5.xlarge web server
DevOps-Central,vm-0fba688,AZURE,2026-06,775.9,0.0,0,236.03,Virtual Machines,B2s development VM
Security-Ops,ecs-07b7146,AWS,2026-06,147.1,0.0,0,268.45,ECS,Fargate batch cluster
DevOps-Central,ddb-0c8d504,AWS,2026-06,885.5,12.2,6149297,107.62,DynamoDB,Config store table
Analytics-Platform,csql-0946366,GCP,2026-06,522.7,363.0,0,1030.88,Cloud SQL,MySQL analytics
Mobile-Backend,vm-0342261,AZURE,2026-06,564.4,0.0,0,171.68,Virtual Machines,B2s development VM
Customer-Portal,acr-0430482,AZURE,2026-06,0.0,276.2,552337,182.27,Container Registry,Docker image registry
Marketing-Platform,gcf-0202117,GCP,2026-06,0.0,0.0,2064849,30.97,Cloud Functions,Scheduled tasks
Analytics-Platform,gke-057b474,GCP,2026-06,5327.2,0.0,0,10654.53,GKE,GPU node pool
Security-Ops,sqs-100d671,AWS,2026-06,0.0,0.0,41674563,20.84,SQS,Event notification queue
Edge-Network,s3-0e77512,AWS,2026-06,0.0,1079.1,2158254,94.42,S3,Artifact storage
Analytics-Platform,cr-0428733,GCP,2026-06,559.4,0.0,2330902,727.25,Cloud Run,ETL pipeline service
Partner-Integration,cmon-03bb762,GCP,2026-06,0.0,0.0,40141824,321.13,Cloud Monitoring,Metrics and alerting
Partner-Integration,sqldb-0a6e846,AZURE,2026-06,783.9,544.3,0,3179.1,SQL Database,Premium P1 analytics
Security-Ops,vpn-0b04791,AWS,2026-06,491.4,0.0,0,124.54,VPN Gateway,Client VPN endpoint
DevOps-Central,kin-05ca757,AWS,2026-06,697.3,0.0,29054559,424.19,Kinesis,Data stream ingestion
Customer-Portal,gcs-097b639,GCP,2026-06,0.0,20034.8,50086,200.35,Cloud Storage,Archive bucket
Production-Secondary,cosmos-068d137,AZURE,2026-06,757.2,210.3,42068422,1709.03,Cosmos DB,User data store
QA-Testing,r53-03eb769,AWS,2026-06,0.0,0.0,58168947,87.25,Route 53,DNS hosting
Production-Secondary,redis-043b543,AZURE,2026-06,954.8,0.0,0,484.02,Azure Cache for Redis,Standard C2 cache
Mobile-Backend,vm-0f2d973,AZURE,2026-06,822.3,0.0,0,3001.54,Virtual Machines,E8s v3 memory-optimized
Production-Secondary,aks-0ef2938,AZURE,2026-06,1299.3,0.0,0,1948.92,AKS,Staging K8s cluster
IoT-Platform,csql-07df484,GCP,2026-06,1073.6,298.2,0,1724.95,Cloud SQL,PostgreSQL primary
DevOps-Central,ec-08c9419,AWS,2026-06,778.7,0.0,0,560.66,ElastiCache,Redis production cluster
ML-Training,rs-0cb9386,AWS,2026-06,0.0,0.0,4036326,201.82,Redshift,Spectrum queries
QA-Testing,elb-0fcb895,AWS,2026-06,831.0,0.0,34623319,252.05,ELB,Application load balancer
Production-Secondary,aks-0056966,AZURE,2026-06,315.3,0.0,0,472.92,AKS,Dev K8s cluster
Partner-Integration,sb-0892421,AZURE,2026-06,642.4,0.0,8922134,488.49,Service Bus,Premium messaging
Internal-Tools,ses-06ea830,AWS,2026-06,0.0,0.0,2752388,3.31,SES,Transactional email
Marketing-Platform,clog-01fc511,GCP,2026-06,0.0,560.9,0,140.22,Cloud Logging,Application logs
Customer-Portal,vpn-0c49718,AWS,2026-06,1058.5,0.0,0,268.31,VPN Gateway,Client VPN endpoint
Security-Ops,bq-0166748,GCP,2026-06,0.0,9041.6,0,3616.63,BigQuery,ML training datasets
Compliance-Audit,i-0711499,AWS,2026-06,708.4,0.0,0,2455.73,EC2,m5.2xlarge batch processor
ML-Training,i-05c0894,AWS,2026-06,890.4,0.0,0,771.62,EC2,m5.large monitoring server
ML-Training,ebs-0505369,AWS,2026-06,0.0,548.2,0,342.61,EBS,io2 volumes database
Internal-Tools,blob-06fc172,AZURE,2026-06,0.0,5998.0,0,599.8,Blob Storage,Security audit logs
Production-Secondary,i-064a426,AWS,2026-06,449.9,0.0,0,779.95,EC2,r5.xlarge cache server
DR-Recovery,redis-02f0691,AZURE,2026-06,750.7,0.0,0,913.34,Azure Cache for Redis,Premium P1 cache
ML-Training,rds-0d21371,AWS,2026-06,546.9,607.8,0,1276.29,RDS,db.m5.xlarge analytics DB
Analytics-Platform,gke-0717726,GCP,2026-06,589.5,0.0,0,1768.36,GKE,Batch processing cluster
Shared-Services,app-0bad270,AZURE,2026-06,1093.0,0.0,0,1329.78,App Service,API app P2v3
DevOps-Central,appi-102a552,AZURE,2026-06,0.0,0.0,16753637,209.43,Application Insights,Custom metrics
Partner-Integration,gke-03c0738,GCP,2026-06,4598.4,0.0,0,9196.82,GKE,GPU node pool
Analytics-Platform,fs-10c4798,GCP,2026-06,1107.2,30.8,76886934,807.31,Firestore,Session store
IoT-Platform,bq-0bb6584,GCP,2026-06,0.0,3607.3,0,1442.92,BigQuery,BI reporting views
Analytics-Platform,bq-0bb4634,GCP,2026-06,0.0,14513.2,0,5805.25,BigQuery,ML training datasets
Edge-Network,i-0326979,AWS,2026-06,531.9,0.0,0,461.39,EC2,t3.large application server
Finance-Systems,gcs-1168650,GCP,2026-06,0.0,11910.6,3970204,357.32,Cloud Storage,Data lake bucket
Production-Secondary,elb-07db529,AWS,2026-06,550.3,0.0,38211525,238.44,ELB,Network load balancer
Marketing-Platform,ddb-0401403,AWS,2026-06,595.1,41.4,66123698,464.93,DynamoDB,Session store table
Staging-Env,cdns-064f880,GCP,2026-06,0.0,0.0,19925589,29.89,Cloud DNS,DNS zones
Analytics-Platform,gcs-0f70340,GCP,2026-06,0.0,2487.1,2487052,180.3,Cloud Storage,Media assets bucket
Finance-Systems,rds-0f07880,AWS,2026-06,851.0,590.9,0,1684.2,RDS,db.r5.large PostgreSQL replica
Staging-Env,gcs-0b01292,GCP,2026-06,0.0,16169.2,40422,161.7,Cloud Storage,Archive bucket
Internal-Tools,blob-029a273,AZURE,2026-06,0.0,11003.7,110037,330.11,Blob Storage,Backup storage
Production-Main,i-0011267,AWS,2026-06,871.5,0.0,0,63.62,EC2,t3.micro bastion host
Staging-Env,gcs-07ed975,GCP,2026-06,0.0,15812.8,5270953,474.39,Cloud Storage,Data lake bucket
Shared-Services,gcs-06e7706,GCP,2026-06,0.0,3585.1,3585062,259.91,Cloud Storage,Media assets bucket
ML-Training,i-0ea3191,AWS,2026-06,811.9,0.0,0,703.63,EC2,m5.large monitoring server
Data-Science,i-0138182,AWS,2026-06,360.7,0.0,0,1046.01,EC2,c5.2xlarge HPC node
Compliance-Audit,i-0f48232,AWS,2026-06,641.2,0.0,0,555.75,EC2,m5.large monitoring server
Finance-Systems,gcs-0bb7444,GCP,2026-06,0.0,3386.6,3386719,245.54,Cloud Storage,Media assets bucket
DevOps-Central,blob-05b0338,AZURE,2026-06,0.0,8376.5,83765,251.29,Blob Storage,Backup storage
Marketing-Platform,rds-0ff5598,AWS,2026-06,398.4,110.7,0,470.39,RDS,db.t3.medium MySQL staging
Internal-Tools,blob-05f5277,AZURE,2026-06,0.0,4064.6,10838837,528.39,Blob Storage,Build artifacts
Customer-Portal,vpn-0445666,AWS,2026-06,1018.1,0.0,0,258.06,VPN Gateway,Client VPN endpoint
Production-Main,r53-08e7973,AWS,2026-06,0.0,0.0,15270527,22.91,Route 53,Health checks
Edge-Network,fs-0544510,GCP,2026-06,581.5,16.1,40377835,423.97,Firestore,Session store
Customer-Portal,gcf-0715545,GCP,2026-06,0.0,0.0,14071471,211.07,Cloud Functions,Data triggers
Staging-Env,vai-0838396,GCP,2026-06,527.8,0.0,0,2638.98,Vertex AI,Training pipelines
DR-Recovery,appi-0733593,AZURE,2026-06,0.0,0.0,55521697,694.02,Application Insights,APM telemetry
Internal-Tools,s3-04d2237,AWS,2026-06,0.0,4413.3,7061157,322.16,S3,Media content bucket
ML-Training,r53-0977544,AWS,2026-06,0.0,0.0,13419247,20.12,Route 53,Health checks
Production-Secondary,appi-099b256,AZURE,2026-06,0.0,0.0,41304002,516.3,Application Insights,APM telemetry
Marketing-Platform,rds-01e3515,AWS,2026-06,910.9,632.6,0,2340.52,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,cosmos-0157534,AZURE,2026-06,727.3,50.5,15152686,492.46,Cosmos DB,Config store
Shared-Services,s3-05c9296,AWS,2026-06,0.0,14345.3,2869073,502.09,S3,Data lake raw zone
ML-Training,lam-0f1c278,AWS,2026-06,0.0,0.0,10323371,72.27,Lambda,Notification dispatcher
ML-Training,kin-0462370,AWS,2026-06,815.2,0.0,33968663,495.94,Kinesis,Data stream ingestion
Data-Science,gcf-0932830,GCP,2026-06,0.0,0.0,8148412,122.22,Cloud Functions,Auth handlers
Security-Ops,csql-0168938,GCP,2026-06,681.0,189.2,0,818.09,Cloud SQL,PostgreSQL replica
Edge-Network,i-0494187,AWS,2026-06,598.9,0.0,0,2076.13,EC2,m5.2xlarge batch processor
Production-Secondary,sentinel-006a297,AZURE,2026-06,0.0,0.0,71656510,1791.41,Microsoft Sentinel,SIEM detection
Compliance-Audit,s3-0dd2695,AWS,2026-06,0.0,690.0,1380296,60.38,S3,Artifact storage
Partner-Integration,df-077b363,GCP,2026-06,1058.9,0.0,0,2576.43,Dataflow,Streaming pipeline
Marketing-Platform,ddb-01da740,AWS,2026-06,642.3,8.9,4460578,78.06,DynamoDB,Config store table
Data-Science,gcf-08b4980,GCP,2026-06,0.0,0.0,9922524,148.83,Cloud Functions,Auth handlers
Compliance-Audit,rds-10cb700,AWS,2026-06,775.1,538.4,0,1991.71,RDS,db.r5.xlarge PostgreSQL primary
Customer-Portal,ps-108d962,GCP,2026-06,0.0,0.0,53162142,664.53,Pub/Sub,Log forwarding
DevOps-Central,kv-0b6f244,AZURE,2026-06,0.0,0.0,397361,1.2,Key Vault,Certificate store
IoT-Platform,csql-105d913,GCP,2026-06,917.1,254.7,0,1473.44,Cloud SQL,PostgreSQL primary
Marketing-Platform,vpn-01d5989,AWS,2026-06,722.0,0.0,0,183.02,VPN Gateway,Client VPN endpoint
Production-Main,aks-07bf182,AZURE,2026-06,1294.4,0.0,0,1941.61,AKS,Staging K8s cluster
Internal-Tools,rds-10b1574,AWS,2026-06,801.8,556.7,0,1586.85,RDS,db.r5.large PostgreSQL replica
Compliance-Audit,r53-037c367,AWS,2026-06,0.0,0.0,7140545,10.71,Route 53,Health checks
Marketing-Platform,gke-0e46732,GCP,2026-06,2664.0,0.0,0,5328.11,GKE,ML training cluster
Customer-Portal,ebs-0bbe242,AWS,2026-06,0.0,584.8,0,365.43,EBS,io2 volumes database
Data-Science,clog-0131653,GCP,2026-06,0.0,278.3,0,69.56,Cloud Logging,Audit logs
Compliance-Audit,i-039f632,AWS,2026-06,701.8,0.0,0,2432.92,EC2,m5.2xlarge batch processor
Customer-Portal,app-0950773,AZURE,2026-06,800.7,0.0,0,974.14,App Service,API app P2v3
Customer-Portal,eh-0f06905,AZURE,2026-06,782.8,0.0,32617503,357.16,Event Hubs,Standard throughput units
Analytics-Platform,gcs-00a2348,GCP,2026-06,0.0,10251.2,256280,235.78,Cloud Storage,Backup bucket
Data-Science,gcf-0e0a728,GCP,2026-06,0.0,0.0,9712158,145.68,Cloud Functions,Auth handlers
Production-Secondary,acr-0066906,AZURE,2026-06,0.0,221.7,443381,146.32,Container Registry,Docker image registry
Data-Science,gcs-0dbd892,GCP,2026-06,0.0,11628.5,290714,267.44,Cloud Storage,Backup bucket
Production-Main,vm-0572465,AZURE,2026-06,616.7,0.0,0,375.16,Virtual Machines,D2s v3 utility server
Shared-Services,cosmos-10bd365,AZURE,2026-06,757.0,105.1,26281927,985.58,Cosmos DB,Event store
Finance-Systems,rds-0a10412,AWS,2026-06,543.7,755.1,0,2416.33,RDS,db.r5.2xlarge Aurora cluster
Analytics-Platform,cr-00b8695,GCP,2026-06,658.3,0.0,13715163,987.49,Cloud Run,API gateway service
Data-Science,i-1124730,AWS,2026-06,393.0,0.0,0,1140.0,EC2,c5.2xlarge HPC node
Partner-Integration,elb-0f47182,AWS,2026-06,631.6,0.0,8772262,127.72,ELB,Classic load balancer
Compliance-Audit,rds-0fa1834,AWS,2026-06,512.0,355.6,0,1315.82,RDS,db.r5.xlarge PostgreSQL primary
Customer-Portal,clog-0c48906,GCP,2026-06,0.0,548.7,0,137.19,Cloud Logging,Application logs
Production-Main,csql-004a734,GCP,2026-06,803.6,558.1,0,1584.95,Cloud SQL,MySQL analytics
Security-Ops,eks-0190684,AWS,2026-06,845.9,0.0,0,2537.6,EKS,Production K8s cluster
Customer-Portal,i-043f493,AWS,2026-06,639.9,0.0,0,2218.13,EC2,r5.2xlarge database server
Internal-Tools,redis-0ed3348,AZURE,2026-06,597.6,0.0,0,302.97,Azure Cache for Redis,Standard C2 cache
Analytics-Platform,gcs-0423920,GCP,2026-06,0.0,11159.4,3719772,334.78,Cloud Storage,Data lake bucket
Mobile-Backend,sqs-0528940,AWS,2026-06,0.0,0.0,371172,0.19,SQS,Dead letter queue
Security-Ops,s3-06c2985,AWS,2026-06,0.0,17749.5,3549896,621.23,S3,Data lake raw zone
Internal-Tools,vm-07f3327,AZURE,2026-06,702.1,0.0,0,427.12,Virtual Machines,D2s v3 utility server
Data-Science,cosmos-0159320,AZURE,2026-06,712.7,198.0,39597144,1608.63,Cosmos DB,User data store
Finance-Systems,func-107c756,AZURE,2026-06,0.0,0.0,6417127,96.26,Azure Functions,API handlers
Production-Main,cf-06b3438,AWS,2026-06,0.0,0.0,85797459,428.99,CloudFront,CDN media distribution
Finance-Systems,aks-0214143,AZURE,2026-06,288.9,0.0,0,433.37,AKS,Dev K8s cluster
Partner-Integration,vai-0ec3418,GCP,2026-06,562.5,0.0,0,2812.58,Vertex AI,Training pipelines
Finance-Systems,app-0227237,AZURE,2026-06,952.2,0.0,0,1158.49,App Service,API app P2v3
Finance-Systems,ado-0925803,AZURE,2026-06,442.2,0.0,0,221.1,Azure DevOps,Pipelines hosted
Compliance-Audit,s3-0a22154,AWS,2026-06,0.0,701.8,1403837,61.41,S3,Artifact storage
Finance-Systems,blob-020a462,AZURE,2026-06,0.0,9396.3,93962,281.89,Blob Storage,Backup storage
Analytics-Platform,kv-05dc790,AZURE,2026-06,0.0,0.0,1637731,4.91,Key Vault,Secrets management
Mobile-Backend,kin-0d78738,AWS,2026-06,653.2,0.0,27214428,397.33,Kinesis,Data stream ingestion
Shared-Services,r53-0b00500,AWS,2026-06,0.0,0.0,8245483,12.37,Route 53,Health checks
Compliance-Audit,s3-0390870,AWS,2026-06,0.0,743.1,1486295,65.03,S3,Artifact storage
Production-Main,i-06fb209,AWS,2026-06,399.4,0.0,0,1158.24,EC2,c5.2xlarge HPC node
Edge-Network,bq-0743744,GCP,2026-06,0.0,4841.9,0,1936.76,BigQuery,Log analytics
DevOps-Central,ddb-10b3290,AWS,2026-06,981.6,13.6,6817137,119.3,DynamoDB,Config store table
Edge-Network,gcf-030c226,GCP,2026-06,0.0,0.0,6384073,95.76,Cloud Functions,Auth handlers
Internal-Tools,cr-02e0943,GCP,2026-06,596.4,0.0,2485158,775.37,Cloud Run,ETL pipeline service
Data-Science,blob-0d8d618,AZURE,2026-06,0.0,2356.8,5892158,382.99,Blob Storage,Media content
Shared-Services,fd-0492244,AZURE,2026-06,0.0,0.0,65628139,492.22,Front Door,Global load balancer
Mobile-Backend,sb-10ff514,AZURE,2026-06,766.4,0.0,10644826,582.8,Service Bus,Premium messaging
IoT-Platform,fs-0936943,GCP,2026-06,989.0,68.7,41207829,566.61,Firestore,User profiles DB
Marketing-Platform,nat-094a230,AWS,2026-06,514.4,0.0,0,117.35,NAT Gateway,Staging VPC NAT
Shared-Services,fd-1046720,AZURE,2026-06,0.0,0.0,66447277,498.37,Front Door,Global load balancer
Finance-Systems,csql-1161612,GCP,2026-06,719.4,199.8,0,1155.86,Cloud SQL,PostgreSQL primary
ML-Training,rds-104f691,AWS,2026-06,580.2,402.9,0,1490.75,RDS,db.r5.xlarge PostgreSQL primary
Finance-Systems,s3-0843623,AWS,2026-06,0.0,1360.9,2721581,119.07,S3,Artifact storage
Customer-Portal,sentinel-110d988,AZURE,2026-06,0.0,0.0,92631014,2315.78,Microsoft Sentinel,SIEM detection
Compliance-Audit,s3-08ab237,AWS,2026-06,0.0,686.0,1372199,60.03,S3,Artifact storage
Analytics-Platform,cr-0fca228,GCP,2026-06,688.2,0.0,14338489,1032.37,Cloud Run,API gateway service
Partner-Integration,rds-0d50949,AWS,2026-06,935.7,649.7,0,1851.77,RDS,db.r5.large PostgreSQL replica
Production-Main,lam-0c7c274,AWS,2026-06,0.0,0.0,33999126,238.0,Lambda,Data transformer
Data-Science,mem-0d94995,GCP,2026-06,909.6,0.0,0,654.88,Memorystore,Redis production cache
Marketing-Platform,cdns-01fd830,GCP,2026-06,0.0,0.0,14544795,21.82,Cloud DNS,DNS zones
Finance-Systems,cr-0231576,GCP,2026-06,840.6,0.0,17511754,1260.85,Cloud Run,API gateway service
Mobile-Backend,kv-033d920,AZURE,2026-06,0.0,0.0,460253,1.38,Key Vault,Certificate store
Internal-Tools,gke-02d3277,GCP,2026-06,648.7,0.0,0,1946.14,GKE,Batch processing cluster
Customer-Portal,s3-0283422,AWS,2026-06,0.0,20252.0,4050409,708.82,S3,Data lake raw zone
Shared-Services,azmon-01be752,AZURE,2026-06,0.0,225.8,30101152,319.82,Azure Monitor,Logs and metrics
Production-Main,i-07c0191,AWS,2026-06,346.3,0.0,0,1004.31,EC2,c5.2xlarge HPC node
Analytics-Platform,mem-0bc6853,GCP,2026-06,365.4,0.0,0,263.09,Memorystore,Redis staging cache
Data-Science,cosmos-0158552,AZURE,2026-06,748.8,104.0,25999079,974.97,Cosmos DB,Event store
Edge-Network,vai-0305406,GCP,2026-06,661.9,0.0,7354768,1434.18,Vertex AI,Model serving endpoints
DevOps-Central,app-0b0a111,AZURE,2026-06,685.3,0.0,0,833.78,App Service,API app P2v3
Production-Secondary,app-0ca1591,AZURE,2026-06,576.9,0.0,0,87.74,App Service,Web app B1
DevOps-Central,sentinel-1183697,AZURE,2026-06,0.0,0.0,43381975,1084.55,Microsoft Sentinel,Log analytics
Compliance-Audit,ses-0f78329,AWS,2026-06,0.0,0.0,1676446,2.02,SES,Transactional email
DevOps-Central,blob-096b361,AZURE,2026-06,0.0,4282.4,0,428.24,Blob Storage,Security audit logs
Production-Secondary,kv-0a1f915,AZURE,2026-06,0.0,0.0,2483699,7.45,Key Vault,Secrets management
Compliance-Audit,vpn-0389183,AWS,2026-06,825.6,0.0,0,209.28,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqs-0def195,AWS,2026-06,0.0,0.0,338185,0.17,SQS,Dead letter queue
Finance-Systems,blob-04ec237,AZURE,2026-06,0.0,6955.2,69550,208.65,Blob Storage,Backup storage
Production-Secondary,ec-040f964,AWS,2026-06,742.3,0.0,0,534.47,ElastiCache,Redis production cluster
Production-Secondary,fs-03fe898,GCP,2026-06,1132.9,78.6,47203594,649.05,Firestore,User profiles DB
Shared-Services,app-0707433,AZURE,2026-06,1033.8,0.0,0,628.88,App Service,Web app P1v3
Partner-Integration,azmon-0b82239,AZURE,2026-06,0.0,219.0,29205217,310.31,Azure Monitor,Logs and metrics
Shared-Services,rds-0643416,AWS,2026-06,727.1,202.0,0,656.42,RDS,db.t3.large development DB
DevOps-Central,blob-0431268,AZURE,2026-06,0.0,4942.0,0,494.2,Blob Storage,Security audit logs
Staging-Env,bq-0cb3759,GCP,2026-06,0.0,8727.3,0,3490.92,BigQuery,ML training datasets
Production-Main,cf-0a1d761,AWS,2026-06,0.0,0.0,65363035,326.81,CloudFront,CDN API distribution
Customer-Portal,vpn-0562398,AWS,2026-06,904.7,0.0,0,229.31,VPN Gateway,Client VPN endpoint
DevOps-Central,ddb-0ec7667,AWS,2026-06,859.4,11.8,5967588,104.44,DynamoDB,Config store table
Finance-Systems,gcs-022c243,GCP,2026-06,0.0,414.7,6634774,76.71,Cloud Storage,Temp processing bucket
IoT-Platform,fs-06ab458,GCP,2026-06,787.4,21.9,54678441,574.13,Firestore,Session store
Customer-Portal,ses-05b1907,AWS,2026-06,0.0,0.0,717230,0.86,SES,Marketing email
IoT-Platform,cr-0fe5621,GCP,2026-06,479.9,0.0,3999308,415.93,Cloud Run,Webhook handler
Production-Secondary,app-0680416,AZURE,2026-06,663.8,0.0,0,100.95,App Service,Web app B1
Marketing-Platform,ca-0d87226,GCP,2026-06,0.0,0.0,67703743,253.88,Cloud Armor,WAF policies
Data-Science,rds-0133470,AWS,2026-06,729.9,202.8,0,658.97,RDS,db.t3.large development DB
Security-Ops,ps-0e6d862,GCP,2026-06,0.0,0.0,34813186,435.16,Pub/Sub,Event streaming
Production-Secondary,r53-10de681,AWS,2026-06,0.0,0.0,6909383,10.36,Route 53,Health checks
Customer-Portal,sqldb-0aef333,AZURE,2026-06,624.8,434.0,0,2534.18,SQL Database,Premium P1 analytics
Edge-Network,ebs-0da6405,AWS,2026-06,0.0,131.1,0,16.39,EBS,gp3 volumes staging
DevOps-Central,vpn-00cd561,AWS,2026-06,505.3,0.0,0,256.18,VPN Gateway,Site-to-site VPN
Internal-Tools,ec-073e687,AWS,2026-06,624.7,0.0,0,449.78,ElastiCache,Redis production cluster
Internal-Tools,gke-06b8573,GCP,2026-06,681.1,0.0,0,2043.29,GKE,Production API cluster
Compliance-Audit,s3-0d2d241,AWS,2026-06,0.0,47.4,23720581,154.18,S3,Static website hosting
Marketing-Platform,vai-0acd729,GCP,2026-06,688.3,0.0,0,3441.4,Vertex AI,Training pipelines
Production-Secondary,ps-0670812,GCP,2026-06,0.0,0.0,15375596,192.19,Pub/Sub,Data pipeline
Production-Secondary,redis-1115354,AZURE,2026-06,878.5,0.0,0,1068.83,Azure Cache for Redis,Premium P1 cache
ML-Training,ebs-037b837,AWS,2026-06,0.0,625.5,0,390.91,EBS,io2 volumes database
DevOps-Central,r53-0abf412,AWS,2026-06,0.0,0.0,7753692,11.64,Route 53,Health checks
IoT-Platform,bq-0a5e886,GCP,2026-06,0.0,2527.6,0,1011.05,BigQuery,BI reporting views
Finance-Systems,sqldb-0fad517,AZURE,2026-06,928.6,322.5,0,1553.79,SQL Database,Standard S3 production
DR-Recovery,fd-05f1355,AZURE,2026-06,0.0,0.0,80280298,602.1,Front Door,Global load balancer
Marketing-Platform,r53-0873117,AWS,2026-06,0.0,0.0,63608871,95.41,Route 53,DNS hosting
Finance-Systems,rds-023c556,AWS,2026-06,957.0,664.6,0,2459.06,RDS,db.r5.xlarge PostgreSQL primary
Production-Main,clog-08cc138,GCP,2026-06,0.0,282.7,0,70.67,Cloud Logging,Audit logs
Data-Science,rs-116d833,AWS,2026-06,692.1,1922.4,0,3508.49,Redshift,Data warehouse cluster
Security-Ops,sqldb-116a549,AZURE,2026-06,949.5,65.9,0,197.35,SQL Database,Basic dev database
Edge-Network,vpn-04e0116,AWS,2026-06,638.3,0.0,0,161.79,VPN Gateway,Client VPN endpoint
Partner-Integration,mem-0b49465,GCP,2026-06,236.7,0.0,0,170.41,Memorystore,Redis staging cache
Production-Secondary,blob-0837822,AZURE,2026-06,0.0,6827.8,2560431,362.72,Blob Storage,Data lake storage
Shared-Services,ado-01c4881,AZURE,2026-06,0.0,96.0,0,24.01,Azure DevOps,Artifacts storage
Data-Science,clog-092e252,GCP,2026-06,0.0,257.2,0,64.29,Cloud Logging,Audit logs
Marketing-Platform,ps-01f8386,GCP,2026-06,0.0,0.0,18526243,231.58,Pub/Sub,Data pipeline
DevOps-Central,aks-0e16624,AZURE,2026-06,437.9,0.0,0,656.98,AKS,Dev K8s cluster
Staging-Env,csp-00ff406,GCP,2026-06,587.8,81.6,40822767,3576.07,Cloud Spanner,Global transaction DB
Mobile-Backend,sqs-0730520,AWS,2026-06,0.0,0.0,399962,0.2,SQS,Dead letter queue
