Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Production-Main,eh-0bb2869,AZURE,2026-04,0.0,546.8,0,131.21,Event Hubs,Capture to storage
Analytics-Platform,aks-00bf283,AZURE,2026-04,545.3,0.0,0,2491.46,AKS,Production K8s cluster
Marketing-Platform,rs-0db7790,AWS,2026-04,0.0,0.0,6340089,309.02,Redshift,Spectrum queries
Mobile-Backend,sqldb-0883304,AZURE,2026-04,779.7,563.1,0,3104.35,SQL Database,Premium P1 analytics
DevOps-Central,kin-0bc2586,AWS,2026-04,889.3,0.0,23198787,339.64,Kinesis,Firehose delivery
Finance-Systems,s3-109f584,AWS,2026-04,0.0,11543.0,2157443,386.35,S3,Data lake raw zone
Analytics-Platform,vai-070f100,GCP,2026-04,193.2,0.0,0,967.67,Vertex AI,AutoML jobs
QA-Testing,lam-0cce559,AWS,2026-04,0.0,0.0,4093348,27.68,Lambda,Image resizer
Internal-Tools,aks-06b0216,AZURE,2026-04,1609.2,0.0,0,2265.78,AKS,Staging K8s cluster
Partner-Integration,gke-03be323,GCP,2026-04,449.3,0.0,0,1297.25,GKE,Batch processing cluster
Internal-Tools,aks-0f22641,AZURE,2026-04,1424.2,0.0,0,2072.92,AKS,Staging K8s cluster
Analytics-Platform,fs-00a0210,GCP,2026-04,877.0,25.3,61877470,631.32,Firestore,Session store
Marketing-Platform,ddb-0c73535,AWS,2026-04,469.9,6.4,3233704,53.12,DynamoDB,Config store table
Production-Main,aks-0022100,AZURE,2026-04,432.3,0.0,0,651.52,AKS,Dev K8s cluster
Analytics-Platform,csql-082e688,GCP,2026-04,529.6,369.8,0,1013.03,Cloud SQL,MySQL analytics
Edge-Network,gke-0b47654,GCP,2026-04,2237.1,0.0,0,4373.98,GKE,ML training cluster
Customer-Portal,vpn-0d53194,AWS,2026-04,806.9,0.0,0,202.84,VPN Gateway,Client VPN endpoint
Staging-Env,bq-0493686,GCP,2026-04,0.0,1351.1,0,522.87,BigQuery,BI reporting views
Data-Science,rds-0135326,AWS,2026-04,653.3,758.9,0,1491.03,RDS,db.m5.xlarge analytics DB
Finance-Systems,gcs-0c6f627,GCP,2026-04,0.0,9731.6,3191001,277.38,Cloud Storage,Data lake bucket
Shared-Services,appi-0dfe368,AZURE,2026-04,0.0,0.0,36377839,430.48,Application Insights,APM telemetry
Finance-Systems,csql-0235236,GCP,2026-04,558.2,157.0,0,887.16,Cloud SQL,PostgreSQL primary
Internal-Tools,sqs-02af753,AWS,2026-04,0.0,0.0,49364572,23.32,SQS,Order processing queue
Production-Secondary,i-0f80736,AWS,2026-04,1146.5,0.0,0,943.81,EC2,t3.large application server
Customer-Portal,bq-0ca4291,GCP,2026-04,0.0,1086.7,0,408.16,BigQuery,Data export queries
Production-Secondary,i-007d734,AWS,2026-04,571.4,0.0,0,1922.35,EC2,m5.2xlarge batch processor
Customer-Portal,elb-04a4272,AWS,2026-04,694.5,0.0,10186010,138.89,ELB,Classic load balancer
Data-Science,cmon-0b0e986,GCP,2026-04,0.0,0.0,33083712,261.09,Cloud Monitoring,Metrics and alerting
Internal-Tools,ec-0940670,AWS,2026-04,434.5,0.0,0,311.34,ElastiCache,Redis production cluster
Internal-Tools,gcs-02df884,GCP,2026-04,0.0,8872.6,222589,200.58,Cloud Storage,Backup bucket
Mobile-Backend,vm-09bb165,AZURE,2026-04,638.4,0.0,0,866.32,Virtual Machines,F4s v2 compute node
Customer-Portal,fd-0251891,AZURE,2026-04,0.0,0.0,60096970,434.75,Front Door,Global load balancer
Data-Science,cosmos-09e8442,AZURE,2026-04,556.6,156.7,30662223,1228.2,Cosmos DB,User data store
Customer-Portal,blob-0eb1253,AZURE,2026-04,0.0,4991.2,0,465.67,Blob Storage,Security audit logs
DevOps-Central,sqldb-0a8e401,AZURE,2026-04,586.1,205.5,0,935.83,SQL Database,Standard S3 production
Edge-Network,ebs-0314161,AWS,2026-04,0.0,153.3,0,19.13,EBS,gp3 volumes staging
Data-Science,csp-0121138,GCP,2026-04,523.0,74.4,36883781,3118.99,Cloud Spanner,Global transaction DB
Finance-Systems,aks-102f898,AZURE,2026-04,245.0,0.0,0,362.81,AKS,Dev K8s cluster
Finance-Systems,s3-0d74264,AWS,2026-04,0.0,7177.1,71288,157.48,S3,Backup storage bucket
Partner-Integration,azmon-0a59651,AZURE,2026-04,0.0,216.7,28363037,300.96,Azure Monitor,Logs and metrics
Compliance-Audit,i-1059858,AWS,2026-04,759.5,0.0,0,643.98,EC2,m5.large monitoring server
Analytics-Platform,kv-10e4289,AZURE,2026-04,0.0,0.0,484641,1.38,Key Vault,Certificate store
Shared-Services,func-09a1968,AZURE,2026-04,0.0,0.0,9937553,142.19,Azure Functions,API handlers
Production-Secondary,fs-0097230,GCP,2026-04,843.4,24.1,58979243,604.63,Firestore,Session store
Staging-Env,gke-0d96647,GCP,2026-04,557.4,0.0,0,1618.08,GKE,Production API cluster
Customer-Portal,blob-0259159,AZURE,2026-04,0.0,2281.0,5502171,362.38,Blob Storage,Media content
Production-Main,vm-003c553,AZURE,2026-04,872.4,0.0,0,1193.17,Virtual Machines,F4s v2 compute node
Shared-Services,sb-05c7144,AZURE,2026-04,514.7,0.0,7046883,374.46,Service Bus,Premium messaging
Production-Main,eh-0025680,AZURE,2026-04,547.7,0.0,23496499,255.18,Event Hubs,Standard throughput units
Partner-Integration,rds-056b126,AWS,2026-04,805.6,592.4,0,1556.49,RDS,db.r5.large PostgreSQL replica
Compliance-Audit,rs-0ab9836,AWS,2026-04,588.6,1641.0,0,2973.7,Redshift,Data warehouse cluster
Marketing-Platform,gcf-0e5d976,GCP,2026-04,0.0,0.0,1986595,27.79,Cloud Functions,Scheduled tasks
Finance-Systems,s3-0591832,AWS,2026-04,0.0,5110.1,7728155,362.3,S3,Media content bucket
Staging-Env,gcf-00f6258,GCP,2026-04,0.0,0.0,23282202,352.49,Cloud Functions,Pub/Sub processors
DevOps-Central,sb-00d7881,AZURE,2026-04,719.1,0.0,10097353,542.76,Service Bus,Premium messaging
Analytics-Platform,eh-0c57869,AZURE,2026-04,0.0,342.2,0,82.98,Event Hubs,Capture to storage
Partner-Integration,sb-05dd537,AZURE,2026-04,678.7,0.0,9477188,506.35,Service Bus,Premium messaging
Data-Science,i-013c432,AWS,2026-04,522.9,0.0,0,1812.65,EC2,m5.2xlarge batch processor
ML-Training,rs-0363157,AWS,2026-04,465.5,1351.7,0,2375.82,Redshift,Data warehouse cluster
Shared-Services,sb-0dc4566,AZURE,2026-04,511.3,0.0,6980675,362.17,Service Bus,Premium messaging
DevOps-Central,aks-0cf1749,AZURE,2026-04,407.1,0.0,0,578.89,AKS,Dev K8s cluster
Analytics-Platform,eh-0479891,AZURE,2026-04,0.0,342.3,0,80.43,Event Hubs,Capture to storage
Edge-Network,ebs-0f39725,AWS,2026-04,0.0,120.4,0,14.73,EBS,gp3 volumes staging
Finance-Systems,rds-0f26468,AWS,2026-04,761.1,835.4,0,1706.11,RDS,db.m5.xlarge analytics DB
Partner-Integration,appi-064d380,AZURE,2026-04,0.0,0.0,61187460,781.66,Application Insights,APM telemetry
Internal-Tools,gke-02d2760,GCP,2026-04,4321.5,0.0,0,8098.0,GKE,GPU node pool
Production-Secondary,csql-070a801,GCP,2026-04,569.5,415.9,0,1108.28,Cloud SQL,MySQL analytics
Data-Science,gke-012c228,GCP,2026-04,3425.1,0.0,0,6598.06,GKE,GPU node pool
ML-Training,rs-1068403,AWS,2026-04,456.9,1341.2,0,2346.28,Redshift,Data warehouse cluster
IoT-Platform,cr-0c2a220,GCP,2026-04,294.2,0.0,1174893,249.13,Cloud Run,Image processor
Security-Ops,vai-016f381,GCP,2026-04,599.3,0.0,6624829,1232.28,Vertex AI,Model serving endpoints
Compliance-Audit,s3-0864751,AWS,2026-04,0.0,11959.0,2296742,407.98,S3,Data lake raw zone
Security-Ops,ps-098b992,GCP,2026-04,0.0,0.0,25094740,303.7,Pub/Sub,Event streaming
Staging-Env,gcs-0876450,GCP,2026-04,0.0,17508.3,42190,168.09,Cloud Storage,Archive bucket
Internal-Tools,lam-02c7649,AWS,2026-04,0.0,0.0,1129819,8.2,Lambda,Cron job runner
Internal-Tools,s3-102e326,AWS,2026-04,0.0,3963.8,6032236,278.57,S3,Media content bucket
Internal-Tools,ses-02a8789,AWS,2026-04,0.0,0.0,2200397,2.64,SES,Transactional email
Data-Science,kv-015a390,AZURE,2026-04,0.0,0.0,445150,1.33,Key Vault,Certificate store
Mobile-Backend,azmon-0bba725,AZURE,2026-04,0.0,293.8,38387615,399.71,Azure Monitor,Logs and metrics
Finance-Systems,aks-0922802,AZURE,2026-04,294.8,0.0,0,413.11,AKS,Dev K8s cluster
Marketing-Platform,rds-0dec903,AWS,2026-04,631.2,435.6,0,1205.6,RDS,db.r5.large PostgreSQL replica
Mobile-Backend,fd-095e352,AZURE,2026-04,0.0,0.0,50008156,364.11,Front Door,Global load balancer
Partner-Integration,rs-0af6242,AWS,2026-04,591.5,1701.5,0,2922.4,Redshift,Data warehouse cluster
DevOps-Central,sentinel-00e5745,AZURE,2026-04,0.0,0.0,35171083,846.36,Microsoft Sentinel,Log analytics
Edge-Network,sns-065d432,AWS,2026-04,0.0,0.0,10306291,5.02,SNS,Alert notifications
Analytics-Platform,eh-04e3729,AZURE,2026-04,504.6,0.0,21019826,224.52,Event Hubs,Standard throughput units
Partner-Integration,elb-0534422,AWS,2026-04,440.9,0.0,17884801,130.68,ELB,Application load balancer
DevOps-Central,redis-0fc2470,AZURE,2026-04,701.7,0.0,0,830.6,Azure Cache for Redis,Premium P1 cache
Customer-Portal,vm-05b7601,AZURE,2026-04,546.7,0.0,0,335.54,Virtual Machines,D2s v3 utility server
Compliance-Audit,sns-07bc236,AWS,2026-04,0.0,0.0,16448434,7.92,SNS,Event fanout topic
Customer-Portal,i-0292184,AWS,2026-04,768.5,0.0,0,653.39,EC2,m5.large monitoring server
DevOps-Central,sentinel-0905483,AZURE,2026-04,0.0,0.0,36066937,873.35,Microsoft Sentinel,Log analytics
DevOps-Central,kv-0c74453,AZURE,2026-04,0.0,0.0,2347618,7.21,Key Vault,Secrets management
Production-Secondary,cosmos-0ad3510,AZURE,2026-04,504.2,68.6,16788442,618.21,Cosmos DB,Event store
Finance-Systems,eks-0458148,AWS,2026-04,979.1,0.0,0,2843.68,EKS,Production K8s cluster
Marketing-Platform,ddb-01d9664,AWS,2026-04,549.7,38.5,60598618,410.59,DynamoDB,Session store table
Production-Main,redis-0042268,AZURE,2026-04,855.8,0.0,0,1014.57,Azure Cache for Redis,Premium P1 cache
Compliance-Audit,elb-0755271,AWS,2026-04,745.2,0.0,30469355,225.82,ELB,Application load balancer
Compliance-Audit,vpn-113e883,AWS,2026-04,573.3,0.0,0,141.63,VPN Gateway,Client VPN endpoint
Customer-Portal,s3-09c9825,AWS,2026-04,0.0,20065.5,3908102,667.88,S3,Data lake raw zone
Marketing-Platform,gke-114e881,GCP,2026-04,3605.8,0.0,0,7214.85,GKE,GPU node pool
Production-Main,cmon-0049683,GCP,2026-04,0.0,0.0,21079012,167.13,Cloud Monitoring,Metrics and alerting
Edge-Network,sns-10c8578,AWS,2026-04,0.0,0.0,9266111,4.43,SNS,Alert notifications
Marketing-Platform,ddb-0f33123,AWS,2026-04,560.2,38.9,61042536,425.77,DynamoDB,Session store table
Production-Main,r53-0407779,AWS,2026-04,0.0,0.0,57781432,86.75,Route 53,DNS hosting
Security-Ops,ses-0c0f585,AWS,2026-04,0.0,0.0,2032052,2.37,SES,Transactional email
Data-Science,bq-09d9422,GCP,2026-04,0.0,1469.7,0,580.44,BigQuery,BI reporting views
Partner-Integration,appi-0ef7381,AZURE,2026-04,0.0,0.0,42896241,536.72,Application Insights,APM telemetry
Production-Secondary,sqldb-006e371,AZURE,2026-04,534.8,386.4,0,2110.35,SQL Database,Premium P1 analytics
Data-Science,aks-10ae750,AZURE,2026-04,238.8,0.0,0,352.39,AKS,Dev K8s cluster
DR-Recovery,sb-0ba9867,AZURE,2026-04,0.0,0.0,13837162,34.6,Service Bus,Standard messaging
Marketing-Platform,ddb-050e790,AWS,2026-04,599.5,8.5,4038338,72.35,DynamoDB,Config store table
QA-Testing,elb-03e7273,AWS,2026-04,728.7,0.0,29754774,216.48,ELB,Application load balancer
Shared-Services,vm-0c90772,AZURE,2026-04,814.5,0.0,0,1006.01,Virtual Machines,D4s v3 CI runner
Partner-Integration,rds-0f16278,AWS,2026-04,722.2,504.5,0,1411.68,RDS,db.r5.large PostgreSQL replica
Finance-Systems,sb-0610431,AZURE,2026-04,0.0,0.0,23247647,55.75,Service Bus,Standard messaging
Partner-Integration,redis-03b0238,AZURE,2026-04,661.2,0.0,0,810.52,Azure Cache for Redis,Premium P1 cache
Mobile-Backend,sqldb-0349366,AZURE,2026-04,761.3,540.5,0,2983.7,SQL Database,Premium P1 analytics
Mobile-Backend,vm-0986858,AZURE,2026-04,637.9,0.0,0,884.47,Virtual Machines,F4s v2 compute node
Production-Main,s3-0eb8776,AWS,2026-04,0.0,1672.7,10043980,400.91,S3,Production asset storage
Production-Main,app-0028269,AZURE,2026-04,883.1,0.0,0,527.39,App Service,Web app P1v3
Production-Main,r53-0a71797,AWS,2026-04,0.0,0.0,12597296,18.95,Route 53,Health checks
DevOps-Central,appi-060e853,AZURE,2026-04,0.0,0.0,55833602,673.92,Application Insights,APM telemetry
Production-Main,cmon-112d573,GCP,2026-04,0.0,0.0,19560147,160.31,Cloud Monitoring,Metrics and alerting
Marketing-Platform,nat-052d993,AWS,2026-04,782.7,0.0,0,182.44,NAT Gateway,Dev VPC NAT
Data-Science,sb-0152320,AZURE,2026-04,0.0,0.0,21935492,53.32,Service Bus,Standard messaging
Partner-Integration,elb-108e748,AWS,2026-04,728.0,0.0,10107052,142.19,ELB,Classic load balancer
Staging-Env,bq-094e546,GCP,2026-04,0.0,1743.7,0,659.66,BigQuery,BI reporting views
Production-Main,cf-10fc798,AWS,2026-04,0.0,0.0,42572135,209.2,CloudFront,CDN API distribution
Customer-Portal,elb-054e407,AWS,2026-04,751.7,0.0,32893509,232.04,ELB,Application load balancer
Customer-Portal,cosmos-0aa0416,AZURE,2026-04,533.8,73.8,18907147,676.11,Cosmos DB,Event store
Analytics-Platform,aks-0f9f800,AZURE,2026-04,929.4,0.0,0,1377.17,AKS,Staging K8s cluster
Internal-Tools,ebs-02aa908,AWS,2026-04,0.0,221.5,0,26.01,EBS,gp3 volumes staging
Data-Science,i-0c45831,AWS,2026-04,661.8,0.0,0,1166.33,EC2,m5.xlarge web server
Finance-Systems,sentinel-108a486,AZURE,2026-04,0.0,0.0,98913133,2459.17,Microsoft Sentinel,SIEM detection
Finance-Systems,appi-0fce421,AZURE,2026-04,0.0,0.0,48146431,594.91,Application Insights,APM telemetry
Production-Main,aks-0828395,AZURE,2026-04,1128.8,0.0,0,1607.8,AKS,Staging K8s cluster
Analytics-Platform,bq-0855409,GCP,2026-04,0.0,2292.0,0,861.42,BigQuery,BI reporting views
Edge-Network,csql-0f1b746,GCP,2026-04,685.1,189.5,0,789.83,Cloud SQL,PostgreSQL replica
Security-Ops,sqs-0a29511,AWS,2026-04,0.0,0.0,42198490,20.45,SQS,Event notification queue
IoT-Platform,df-035f202,GCP,2026-04,435.8,0.0,0,1044.01,Dataflow,Batch pipeline
Partner-Integration,eks-093a354,AWS,2026-04,395.8,0.0,0,1205.61,EKS,Staging K8s cluster
Customer-Portal,s3-0b03411,AWS,2026-04,0.0,17644.4,3403772,587.12,S3,Data lake raw zone
Mobile-Backend,acr-0c2e265,AZURE,2026-04,0.0,154.0,303859,98.74,Container Registry,Docker image registry
Analytics-Platform,cdns-00b5600,GCP,2026-04,0.0,0.0,21833765,31.93,Cloud DNS,DNS zones
Production-Main,i-04c9242,AWS,2026-04,362.2,0.0,0,1041.79,EC2,c5.2xlarge HPC node
IoT-Platform,gke-0ff2384,GCP,2026-04,2388.3,0.0,0,4707.06,GKE,ML training cluster
Compliance-Audit,s3-0e75150,AWS,2026-04,0.0,12196.0,2333034,410.45,S3,Data lake raw zone
Production-Main,s3-0bb9469,AWS,2026-04,0.0,9464.6,574935,231.69,S3,Log archive bucket
Customer-Portal,blob-0df2180,AZURE,2026-04,0.0,2597.0,6270142,400.03,Blob Storage,Media content
Security-Ops,ecs-0b43950,AWS,2026-04,171.9,0.0,0,309.38,ECS,Fargate batch cluster
Staging-Env,vai-113c698,GCP,2026-04,395.7,0.0,0,1975.11,Vertex AI,Training pipelines
Mobile-Backend,kin-032c685,AWS,2026-04,810.9,0.0,23215398,326.71,Kinesis,Firehose delivery
Production-Secondary,eh-0eec514,AZURE,2026-04,590.7,0.0,25186475,263.26,Event Hubs,Standard throughput units
Marketing-Platform,rds-0ee5106,AWS,2026-04,609.6,170.5,0,539.83,RDS,db.t3.large development DB
Partner-Integration,ado-0c66978,AZURE,2026-04,0.0,79.3,0,18.85,Azure DevOps,Artifacts storage
Partner-Integration,redis-0765770,AZURE,2026-04,535.8,0.0,0,630.49,Azure Cache for Redis,Premium P1 cache
Partner-Integration,cf-0cd9510,AWS,2026-04,0.0,0.0,37200269,182.23,CloudFront,CDN API distribution
DevOps-Central,kin-0fc6673,AWS,2026-04,565.4,0.0,22860169,330.89,Kinesis,Data stream ingestion
Finance-Systems,mem-0229681,GCP,2026-04,411.2,0.0,0,285.86,Memorystore,Redis staging cache
Internal-Tools,aks-0672283,AZURE,2026-04,710.4,0.0,0,3044.55,AKS,Production K8s cluster
Production-Main,lam-0008470,AWS,2026-04,0.0,0.0,51965402,363.05,Lambda,API gateway handler
Finance-Systems,cr-069b523,GCP,2026-04,286.1,0.0,2310833,233.21,Cloud Run,Webhook handler
Mobile-Backend,ebs-032f576,AWS,2026-04,0.0,3447.5,0,146.64,EBS,st1 volumes archive
Partner-Integration,sqldb-0979792,AZURE,2026-04,937.2,337.1,0,1514.56,SQL Database,Standard S3 production
Production-Main,blob-1073292,AZURE,2026-04,0.0,2444.6,6199186,306.98,Blob Storage,Build artifacts
Customer-Portal,i-0d4e952,AWS,2026-04,427.9,0.0,0,29.46,EC2,t3.micro bastion host
Analytics-Platform,kv-1126150,AZURE,2026-04,0.0,0.0,538620,1.62,Key Vault,Certificate store
Analytics-Platform,cdns-0738745,GCP,2026-04,0.0,0.0,19404775,29.79,Cloud DNS,DNS zones
Production-Main,app-0623118,AZURE,2026-04,487.3,0.0,0,583.62,App Service,API app P2v3
Edge-Network,df-0e6f587,GCP,2026-04,573.5,0.0,0,1432.72,Dataflow,Streaming pipeline
Internal-Tools,gke-044b696,GCP,2026-04,557.1,0.0,0,1631.31,GKE,Production API cluster
Finance-Systems,sentinel-0552744,AZURE,2026-04,0.0,0.0,100894079,2364.89,Microsoft Sentinel,SIEM detection
Mobile-Backend,vm-0959284,AZURE,2026-04,558.3,0.0,0,167.38,Virtual Machines,B2s development VM
Partner-Integration,sqldb-09c3873,AZURE,2026-04,994.3,362.1,0,1657.03,SQL Database,Standard S3 production
Production-Main,kv-0bab992,AZURE,2026-04,0.0,0.0,2345224,7.09,Key Vault,Secrets management
DevOps-Central,sentinel-0c65933,AZURE,2026-04,0.0,0.0,115944043,2857.47,Microsoft Sentinel,SIEM detection
Shared-Services,ado-0a55808,AZURE,2026-04,443.4,0.0,0,212.27,Azure DevOps,Pipelines hosted
Shared-Services,fd-0f31203,AZURE,2026-04,0.0,0.0,64708092,488.28,Front Door,Global load balancer
Data-Science,cr-0125601,GCP,2026-04,244.4,0.0,2036568,207.76,Cloud Run,Webhook handler
Analytics-Platform,ps-0e4f411,GCP,2026-04,0.0,0.0,34593690,418.51,Pub/Sub,Log forwarding
Staging-Env,fs-0818568,GCP,2026-04,764.1,53.7,32185086,422.66,Firestore,User profiles DB
ML-Training,ebs-0841189,AWS,2026-04,0.0,608.1,0,363.66,EBS,io2 volumes database
Shared-Services,ado-0734847,AZURE,2026-04,425.6,0.0,0,204.81,Azure DevOps,Pipelines hosted
Compliance-Audit,ec-04b0887,AWS,2026-04,565.6,0.0,0,412.58,ElastiCache,Redis production cluster
Shared-Services,ec-0b20815,AWS,2026-04,645.7,0.0,0,227.69,ElastiCache,Redis staging cluster
Production-Secondary,aks-0c9d452,AZURE,2026-04,260.2,0.0,0,376.53,AKS,Dev K8s cluster
DR-Recovery,kv-0f82870,AZURE,2026-04,0.0,0.0,2974072,9.09,Key Vault,Secrets management
Finance-Systems,blob-0f7e871,AZURE,2026-04,0.0,7097.9,71186,209.34,Blob Storage,Backup storage
Data-Science,i-0fa7215,AWS,2026-04,638.6,0.0,0,539.85,EC2,m5.large monitoring server
DR-Recovery,sqldb-02f6848,AZURE,2026-04,785.4,279.9,0,1296.25,SQL Database,Standard S3 production
ML-Training,ebs-0f7f128,AWS,2026-04,0.0,593.2,0,352.15,EBS,io2 volumes database
Production-Main,vm-003e151,AZURE,2026-04,709.5,0.0,0,208.68,Virtual Machines,B2s development VM
Analytics-Platform,cr-0795973,GCP,2026-04,193.2,0.0,828505,171.23,Cloud Run,Image processor
Marketing-Platform,gcf-0d8a232,GCP,2026-04,0.0,0.0,6515050,91.92,Cloud Functions,Auth handlers
Finance-Systems,appi-1002402,AZURE,2026-04,0.0,0.0,51568960,608.28,Application Insights,APM telemetry
ML-Training,ec-0375244,AWS,2026-04,849.4,0.0,0,613.6,ElastiCache,Redis production cluster
Compliance-Audit,s3-0bed504,AWS,2026-04,0.0,12021.9,2364377,403.4,S3,Data lake raw zone
Production-Secondary,acr-1141721,AZURE,2026-04,0.0,174.2,335031,108.93,Container Registry,Docker image registry
DevOps-Central,appi-0cb4375,AZURE,2026-04,0.0,0.0,12843681,153.51,Application Insights,Custom metrics
Production-Main,r53-0c3e737,AWS,2026-04,0.0,0.0,9803593,14.26,Route 53,Health checks
Customer-Portal,cosmos-0447788,AZURE,2026-04,717.4,52.4,15016430,476.09,Cosmos DB,Config store
Finance-Systems,elb-1055185,AWS,2026-04,449.2,0.0,6205746,88.74,ELB,Classic load balancer
Production-Secondary,s3-08f4922,AWS,2026-04,0.0,4863.2,7324678,334.51,S3,Media content bucket
Marketing-Platform,gke-01f0606,GCP,2026-04,485.6,0.0,0,1372.37,GKE,Production API cluster
Analytics-Platform,csql-00a6170,GCP,2026-04,734.8,217.3,0,1181.8,Cloud SQL,PostgreSQL primary
Production-Secondary,i-0fb0145,AWS,2026-04,768.7,0.0,0,672.6,EC2,t3.large application server
Partner-Integration,ado-092b573,AZURE,2026-04,604.4,0.0,0,307.76,Azure DevOps,Pipelines hosted
IoT-Platform,csp-035a467,GCP,2026-04,788.5,115.5,54854231,4848.96,Cloud Spanner,Global transaction DB
Marketing-Platform,gcf-1164171,GCP,2026-04,0.0,0.0,1719657,26.11,Cloud Functions,Scheduled tasks
Edge-Network,cf-088b275,AWS,2026-04,0.0,0.0,163796136,820.06,CloudFront,CDN media distribution
Shared-Services,ado-1140484,AZURE,2026-04,0.0,104.1,0,24.31,Azure DevOps,Artifacts storage
ML-Training,rs-1153734,AWS,2026-04,0.0,0.0,3491519,169.28,Redshift,Spectrum queries
DevOps-Central,kin-00c9161,AWS,2026-04,721.0,0.0,19414425,279.66,Kinesis,Firehose delivery
Data-Science,i-0139251,AWS,2026-04,607.8,0.0,0,1023.99,EC2,m5.xlarge web server
Partner-Integration,vai-03b6866,GCP,2026-04,572.0,0.0,0,2737.3,Vertex AI,Training pipelines
Shared-Services,fd-0560173,AZURE,2026-04,0.0,0.0,56330562,413.76,Front Door,Global load balancer
Marketing-Platform,gke-0840185,GCP,2026-04,3499.3,0.0,0,7132.35,GKE,GPU node pool
DevOps-Central,redis-09e7408,AZURE,2026-04,705.3,0.0,0,828.87,Azure Cache for Redis,Premium P1 cache
Data-Science,ca-012f338,GCP,2026-04,0.0,0.0,113630771,428.11,Cloud Armor,WAF policies
DevOps-Central,blob-00da581,AZURE,2026-04,0.0,9955.3,3692503,506.88,Blob Storage,Data lake storage
Compliance-Audit,rds-0be3189,AWS,2026-04,725.5,524.8,0,1457.39,RDS,db.r5.large PostgreSQL replica
Marketing-Platform,i-0a0a518,AWS,2026-04,849.1,0.0,0,63.19,EC2,t3.micro bastion host
DevOps-Central,ebs-04a0171,AWS,2026-04,0.0,377.6,0,226.07,EBS,io2 volumes database
DevOps-Central,redis-1190753,AZURE,2026-04,639.3,0.0,0,724.04,Azure Cache for Redis,Premium P1 cache
Production-Main,vai-0ab6883,GCP,2026-04,697.4,0.0,7479114,1450.4,Vertex AI,Model serving endpoints
Edge-Network,s3-06d1496,AWS,2026-04,0.0,49.2,24483443,154.37,S3,Static website hosting
Compliance-Audit,ses-0412488,AWS,2026-04,0.0,0.0,1225734,1.48,SES,Transactional email
Marketing-Platform,lam-0815639,AWS,2026-04,0.0,0.0,14943068,100.61,Lambda,Data transformer
Edge-Network,vpn-0ce6719,AWS,2026-04,448.0,0.0,0,232.11,VPN Gateway,Site-to-site VPN
QA-Testing,lam-03dd851,AWS,2026-04,0.0,0.0,28945999,189.94,Lambda,API gateway handler
Marketing-Platform,csp-0893632,GCP,2026-04,879.8,128.5,60817170,5295.89,Cloud Spanner,Global transaction DB
Security-Ops,s3-087b902,AWS,2026-04,0.0,5229.0,313889,124.2,S3,Log archive bucket
Marketing-Platform,lam-01cf664,AWS,2026-04,0.0,0.0,3431648,23.39,Lambda,Webhook processor
Staging-Env,gcs-049f340,GCP,2026-04,0.0,12904.2,4210276,367.65,Cloud Storage,Data lake bucket
DevOps-Central,kv-0e1b913,AZURE,2026-04,0.0,0.0,265375,0.8,Key Vault,Certificate store
DR-Recovery,kv-0613428,AZURE,2026-04,0.0,0.0,2363340,6.86,Key Vault,Secrets management
Shared-Services,rds-07e6132,AWS,2026-04,570.4,157.9,0,495.54,RDS,db.t3.large development DB
Marketing-Platform,mem-0d11525,GCP,2026-04,455.0,0.0,0,305.72,Memorystore,Redis staging cache
Data-Science,csp-06e0923,GCP,2026-04,585.5,81.8,40676340,3556.17,Cloud Spanner,Global transaction DB
Internal-Tools,ado-02a5507,AZURE,2026-04,0.0,84.7,0,20.33,Azure DevOps,Artifacts storage
Finance-Systems,redis-0210457,AZURE,2026-04,616.8,0.0,0,302.55,Azure Cache for Redis,Standard C2 cache
Production-Main,lam-04f0908,AWS,2026-04,0.0,0.0,16038869,114.75,Lambda,Event processor
Production-Main,vai-0a19252,GCP,2026-04,681.6,0.0,7471065,1460.96,Vertex AI,Model serving endpoints
IoT-Platform,gke-0811879,GCP,2026-04,420.6,0.0,0,1222.6,GKE,Batch processing cluster
Internal-Tools,elb-0796570,AWS,2026-04,445.8,0.0,17660490,132.58,ELB,Application load balancer
Finance-Systems,gcs-0eac954,GCP,2026-04,0.0,10314.8,3294405,293.2,Cloud Storage,Data lake bucket
IoT-Platform,gke-1010325,GCP,2026-04,398.5,0.0,0,1123.89,GKE,Batch processing cluster
DevOps-Central,vm-071c986,AZURE,2026-04,635.0,0.0,0,1498.56,Virtual Machines,D8s v3 application server
Production-Main,eh-0cf0769,AZURE,2026-04,598.1,0.0,25397793,268.33,Event Hubs,Standard throughput units
Partner-Integration,gke-03bf793,GCP,2026-04,666.9,0.0,0,1914.49,GKE,Production API cluster
Edge-Network,gcf-053e433,GCP,2026-04,0.0,0.0,24410955,365.34,Cloud Functions,Pub/Sub processors
Partner-Integration,gcs-1123684,GCP,2026-04,0.0,17794.5,42635,168.65,Cloud Storage,Archive bucket
Shared-Services,cosmos-0e93637,AZURE,2026-04,605.6,85.3,21164723,779.93,Cosmos DB,Event store
Internal-Tools,gke-1001633,GCP,2026-04,509.4,0.0,0,1499.21,GKE,Production API cluster
Production-Main,cdns-004c833,GCP,2026-04,0.0,0.0,15374641,21.82,Cloud DNS,DNS zones
