Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
Data-Science,gcs-0113379,GCP,2026-05,0.0,505.4,8315397,93.45,Cloud Storage,Temp processing bucket
Data-Science,gcf-07e4298,GCP,2026-05,0.0,0.0,9581565,144.66,Cloud Functions,Auth handlers
Shared-Services,cosmos-0b23168,AZURE,2026-05,626.6,86.4,21601432,803.35,Cosmos DB,Event store
Compliance-Audit,elb-0e88274,AWS,2026-05,579.7,0.0,39032348,247.06,ELB,Network load balancer
DR-Recovery,cosmos-08fe192,AZURE,2026-05,818.9,225.8,44286111,1796.29,Cosmos DB,User data store
Data-Science,i-10b4120,AWS,2026-05,430.0,0.0,0,1489.0,EC2,m5.2xlarge batch processor
Shared-Services,s3-019d844,AWS,2026-05,0.0,15831.7,3078743,537.59,S3,Data lake raw zone
Staging-Env,ps-1034885,GCP,2026-05,0.0,0.0,13723627,169.63,Pub/Sub,Data pipeline
Partner-Integration,ddb-1080701,AWS,2026-05,1089.6,151.2,224922013,1654.07,DynamoDB,Cache table
Compliance-Audit,vpn-0dcf521,AWS,2026-05,629.6,0.0,0,157.34,VPN Gateway,Client VPN endpoint
Partner-Integration,rds-0a86894,AWS,2026-05,976.8,693.1,0,1916.21,RDS,db.r5.large PostgreSQL replica
Staging-Env,bq-0438561,GCP,2026-05,0.0,1777.3,0,712.12,BigQuery,BI reporting views
Data-Science,csql-011b368,GCP,2026-05,851.5,239.4,0,1323.95,Cloud SQL,PostgreSQL primary
IoT-Platform,cr-0351276,GCP,2026-05,267.0,0.0,1140926,228.61,Cloud Run,Image processor
QA-Testing,elb-06d7691,AWS,2026-05,800.5,0.0,33527454,232.98,ELB,Application load balancer
Production-Main,clog-0050175,GCP,2026-05,0.0,268.7,0,64.96,Cloud Logging,Audit logs
Partner-Integration,vai-1112432,GCP,2026-05,583.1,0.0,0,2782.84,Vertex AI,Training pipelines
Analytics-Platform,mem-00bb357,GCP,2026-05,304.4,0.0,0,219.39,Memorystore,Redis staging cache
Production-Secondary,i-007e938,AWS,2026-05,634.2,0.0,0,2190.61,EC2,r5.2xlarge database server
ML-Training,ebs-0eb6707,AWS,2026-05,0.0,673.8,0,83.18,EBS,gp3 volumes production
Shared-Services,cosmos-0921628,AZURE,2026-05,493.3,69.0,17011219,635.67,Cosmos DB,Event store
Finance-Systems,csql-05a8505,GCP,2026-05,597.6,168.5,0,971.18,Cloud SQL,PostgreSQL primary
Production-Main,cdns-0891333,GCP,2026-05,0.0,0.0,15943458,23.1,Cloud DNS,DNS zones
DR-Recovery,cosmos-0ee2607,AZURE,2026-05,870.2,249.6,47804719,1948.34,Cosmos DB,User data store
Data-Science,blob-07d6144,AZURE,2026-05,0.0,10372.4,100483,304.72,Blob Storage,Backup storage
Partner-Integration,rs-03c7685,AWS,2026-05,769.6,2096.3,0,3777.3,Redshift,Data warehouse cluster
Partner-Integration,azmon-0695468,AZURE,2026-05,0.0,271.3,36799728,386.32,Azure Monitor,Logs and metrics
Shared-Services,rds-0f49206,AWS,2026-05,595.4,413.9,0,1147.59,RDS,db.r5.large PostgreSQL replica
Analytics-Platform,bq-07cd619,GCP,2026-05,0.0,18614.4,0,7359.76,BigQuery,ML training datasets
DevOps-Central,appi-09ca610,AZURE,2026-05,0.0,0.0,58215703,712.99,Application Insights,APM telemetry
Data-Science,aks-014f990,AZURE,2026-05,476.0,0.0,0,2189.32,AKS,Production K8s cluster
Data-Science,aks-102c324,AZURE,2026-05,258.8,0.0,0,382.82,AKS,Dev K8s cluster
Production-Main,kin-001a241,AWS,2026-05,647.4,0.0,18167833,263.63,Kinesis,Firehose delivery
Production-Main,s3-0017758,AWS,2026-05,0.0,14329.5,2742577,489.83,S3,Data lake raw zone
Internal-Tools,ec-0706217,AWS,2026-05,524.0,0.0,0,371.07,ElastiCache,Redis production cluster
Compliance-Audit,vpn-0388274,AWS,2026-05,481.0,0.0,0,244.41,VPN Gateway,Site-to-site VPN
Partner-Integration,gke-06ef417,GCP,2026-05,622.9,0.0,0,1841.27,GKE,Production API cluster
DevOps-Central,vm-0fd0689,AZURE,2026-05,682.0,0.0,0,207.34,Virtual Machines,B2s development VM
Production-Main,kv-0a38604,AZURE,2026-05,0.0,0.0,2521357,7.6,Key Vault,Secrets management
Compliance-Audit,rds-10d0202,AWS,2026-05,529.7,371.7,0,1335.51,RDS,db.r5.xlarge PostgreSQL primary
Analytics-Platform,cr-090d817,GCP,2026-05,473.8,0.0,1987061,600.34,Cloud Run,ETL pipeline service
Internal-Tools,redis-044a879,AZURE,2026-05,596.3,0.0,0,299.04,Azure Cache for Redis,Standard C2 cache
IoT-Platform,bq-067b487,GCP,2026-05,0.0,3482.0,0,1372.73,BigQuery,BI reporting views
Finance-Systems,sb-0ea2541,AZURE,2026-05,0.0,0.0,25737236,63.74,Service Bus,Standard messaging
Data-Science,bq-011f575,GCP,2026-05,0.0,1653.6,0,657.92,BigQuery,Data export queries
Production-Secondary,ps-009c434,GCP,2026-05,0.0,0.0,12029034,152.34,Pub/Sub,Data pipeline
Internal-Tools,aks-09b3389,AZURE,2026-05,1599.3,0.0,0,2345.03,AKS,Staging K8s cluster
Internal-Tools,s3-07a6794,AWS,2026-05,0.0,3864.1,6053542,273.75,S3,Media content bucket
Customer-Portal,azmon-0faa173,AZURE,2026-05,0.0,214.4,28493592,293.04,Azure Monitor,Logs and metrics
Data-Science,i-0cfd292,AWS,2026-05,806.0,0.0,0,700.96,EC2,t3.large application server
Marketing-Platform,ps-0bf5968,GCP,2026-05,0.0,0.0,44732532,557.37,Pub/Sub,Log forwarding
Production-Secondary,sqldb-006d367,AZURE,2026-05,537.0,37.2,0,112.09,SQL Database,Basic dev database
Production-Main,cmon-0871829,GCP,2026-05,0.0,0.0,25965856,207.53,Cloud Monitoring,Metrics and alerting
Edge-Network,s3-0719478,AWS,2026-05,0.0,48.5,24378540,150.53,S3,Static website hosting
Shared-Services,eh-01b3861,AZURE,2026-05,899.9,0.0,37169129,400.76,Event Hubs,Standard throughput units
Analytics-Platform,csql-0e94250,GCP,2026-05,623.7,171.2,0,755.09,Cloud SQL,PostgreSQL replica
Edge-Network,sns-04ef293,AWS,2026-05,0.0,0.0,10706024,5.38,SNS,Alert notifications
ML-Training,kin-1087550,AWS,2026-05,779.3,0.0,32873540,475.88,Kinesis,Data stream ingestion
Data-Science,ddb-0144483,AWS,2026-05,786.8,56.2,87396852,628.25,DynamoDB,Session store table
QA-Testing,lam-09f6339,AWS,2026-05,0.0,0.0,4558325,31.62,Lambda,Image resizer
Analytics-Platform,fs-0559899,GCP,2026-05,1019.1,28.2,69782303,734.19,Firestore,Session store
Data-Science,mem-0e29480,GCP,2026-05,308.7,0.0,0,221.71,Memorystore,Redis staging cache
Internal-Tools,elb-0947447,AWS,2026-05,944.5,0.0,13103016,194.71,ELB,Classic load balancer
Finance-Systems,gcf-0236582,GCP,2026-05,0.0,0.0,8875274,136.21,Cloud Functions,Auth handlers
Customer-Portal,sqldb-0262859,AZURE,2026-05,929.0,331.7,0,1505.56,SQL Database,Standard S3 production
Shared-Services,gcs-04f9594,GCP,2026-05,0.0,3609.4,3498626,257.74,Cloud Storage,Media assets bucket
Customer-Portal,ses-06a2688,AWS,2026-05,0.0,0.0,548903,0.65,SES,Marketing email
Production-Secondary,s3-0077408,AWS,2026-05,0.0,5432.3,8739372,382.72,S3,Media content bucket
Internal-Tools,s3-02bc563,AWS,2026-05,0.0,3486.5,1753657,127.46,S3,Analytics export bucket
Finance-Systems,aks-0215831,AZURE,2026-05,1255.7,0.0,0,1862.79,AKS,Staging K8s cluster
Shared-Services,vai-0a1b338,GCP,2026-05,262.1,0.0,0,1317.59,Vertex AI,AutoML jobs
Analytics-Platform,ado-0ed0672,AZURE,2026-05,0.0,102.1,0,24.94,Azure DevOps,Artifacts storage
Production-Secondary,csql-0b38645,GCP,2026-05,579.7,161.2,0,904.4,Cloud SQL,PostgreSQL primary
QA-Testing,lam-0bd8325,AWS,2026-05,0.0,0.0,33277707,230.06,Lambda,API gateway handler
Edge-Network,fs-104b516,GCP,2026-05,520.8,14.7,36427416,385.87,Firestore,Session store
Finance-Systems,gcs-0e36381,GCP,2026-05,0.0,386.5,6093634,70.03,Cloud Storage,Temp processing bucket
Internal-Tools,s3-0827332,AWS,2026-05,0.0,41.1,20434676,131.84,S3,Static website hosting
DR-Recovery,appi-0da9194,AZURE,2026-05,0.0,0.0,21244243,258.06,Application Insights,Custom metrics
Edge-Network,s3-031b847,AWS,2026-05,0.0,56.7,28272991,182.89,S3,Static website hosting
Mobile-Backend,ebs-04fd975,AWS,2026-05,0.0,3850.7,0,170.0,EBS,st1 volumes archive
Security-Ops,csp-016b743,GCP,2026-05,936.1,129.5,64389601,5598.38,Cloud Spanner,Global transaction DB
IoT-Platform,bq-0fc4346,GCP,2026-05,0.0,2390.4,0,946.09,BigQuery,BI reporting views
QA-Testing,lam-03e0492,AWS,2026-05,0.0,0.0,14968198,105.97,Lambda,Event processor
Production-Main,aks-0bc0816,AZURE,2026-05,1215.2,0.0,0,1830.87,AKS,Staging K8s cluster
Mobile-Backend,fd-06fe344,AZURE,2026-05,0.0,0.0,40359835,298.42,Front Door,Global load balancer
Customer-Portal,cosmos-04b5613,AZURE,2026-05,651.4,45.1,13787767,435.52,Cosmos DB,Config store
Finance-Systems,elb-098a560,AWS,2026-05,723.4,0.0,30049899,217.14,ELB,Application load balancer
DevOps-Central,ec-00cb370,AWS,2026-05,763.3,0.0,0,555.13,ElastiCache,Redis production cluster
Security-Ops,lam-0179437,AWS,2026-05,0.0,0.0,26410015,187.92,Lambda,Data transformer
ML-Training,lam-117f789,AWS,2026-05,0.0,0.0,13717926,93.78,Lambda,Notification dispatcher
Edge-Network,vpn-0a60326,AWS,2026-05,512.6,0.0,0,256.11,VPN Gateway,Site-to-site VPN
Marketing-Platform,ec-0bd0408,AWS,2026-05,688.3,0.0,0,494.62,ElastiCache,Redis production cluster
Production-Secondary,df-0523907,GCP,2026-05,750.2,0.0,0,1786.38,Dataflow,Streaming pipeline
Marketing-Platform,csp-01fa503,GCP,2026-05,964.1,130.3,66571255,5616.75,Cloud Spanner,Global transaction DB
Production-Main,lam-10c9218,AWS,2026-05,0.0,0.0,4426659,30.84,Lambda,Notification dispatcher
Edge-Network,ps-06fd572,GCP,2026-05,0.0,0.0,37188373,466.75,Pub/Sub,Log forwarding
Internal-Tools,ec-0992806,AWS,2026-05,459.8,0.0,0,323.01,ElastiCache,Redis production cluster
Production-Main,i-0bac739,AWS,2026-05,344.3,0.0,0,1022.35,EC2,c5.2xlarge HPC node
Edge-Network,csql-106f438,GCP,2026-05,717.1,199.8,0,854.57,Cloud SQL,PostgreSQL replica
IoT-Platform,cdns-0808182,GCP,2026-05,0.0,0.0,14990062,22.11,Cloud DNS,DNS zones
Partner-Integration,elb-0700448,AWS,2026-05,467.0,0.0,18950826,137.62,ELB,Application load balancer
Shared-Services,s3-019c253,AWS,2026-05,0.0,2017.3,12222852,508.92,S3,Production asset storage
Customer-Portal,ps-0982535,GCP,2026-05,0.0,0.0,7747466,99.64,Pub/Sub,Data pipeline
Finance-Systems,sb-0abe213,AZURE,2026-05,0.0,0.0,25234918,60.93,Service Bus,Standard messaging
Shared-Services,vm-01ba554,AZURE,2026-05,380.0,0.0,0,3409.72,Virtual Machines,NC6s v3 GPU VM
Production-Secondary,app-0909121,AZURE,2026-05,1200.5,0.0,0,727.51,App Service,Web app P1v3
Finance-Systems,s3-0dbf295,AWS,2026-05,0.0,4923.0,7539237,345.12,S3,Media content bucket
Internal-Tools,ec-08ee362,AWS,2026-05,487.8,0.0,0,345.84,ElastiCache,Redis production cluster
Security-Ops,bq-0167622,GCP,2026-05,0.0,1521.0,0,590.62,BigQuery,BI reporting views
ML-Training,lam-089f792,AWS,2026-05,0.0,0.0,45638054,311.9,Lambda,API gateway handler
Analytics-Platform,ado-00c6175,AZURE,2026-05,449.4,0.0,0,224.62,Azure DevOps,Pipelines hosted
Edge-Network,csql-093b762,GCP,2026-05,755.3,210.8,0,872.62,Cloud SQL,PostgreSQL replica
Finance-Systems,blob-0ae8718,AZURE,2026-05,0.0,7025.0,68724,202.75,Blob Storage,Backup storage
Edge-Network,rds-0f71882,AWS,2026-05,490.3,353.1,0,1253.69,RDS,db.r5.xlarge PostgreSQL primary
Security-Ops,vm-015e672,AZURE,2026-05,588.7,0.0,0,359.3,Virtual Machines,D2s v3 utility server
Production-Secondary,mem-0095546,GCP,2026-05,587.0,0.0,0,417.72,Memorystore,Redis production cache
Data-Science,gke-0e32687,GCP,2026-05,3673.3,0.0,0,7177.56,GKE,GPU node pool
Security-Ops,bq-0c2f971,GCP,2026-05,0.0,1535.6,0,596.12,BigQuery,BI reporting views
Data-Science,gcf-09ab546,GCP,2026-05,0.0,0.0,9180454,133.88,Cloud Functions,Auth handlers
Internal-Tools,gcs-0489208,GCP,2026-05,0.0,398.0,6196444,69.77,Cloud Storage,Temp processing bucket
Data-Science,fd-078a255,AZURE,2026-05,0.0,0.0,34215055,252.33,Front Door,Global load balancer
Partner-Integration,gcs-1007922,GCP,2026-05,0.0,2296.1,1156494,358.7,Cloud Storage,Model artifacts
Internal-Tools,elb-02b9187,AWS,2026-05,915.7,0.0,63955700,401.51,ELB,Network load balancer
Customer-Portal,cosmos-0835427,AZURE,2026-05,828.7,56.9,16937126,548.47,Cosmos DB,Config store
Production-Secondary,blob-0fbd152,AZURE,2026-05,0.0,14422.1,35782,112.72,Blob Storage,Archive tier
Customer-Portal,blob-0839846,AZURE,2026-05,0.0,5721.0,0,561.54,Blob Storage,Security audit logs
Production-Main,aks-0aa2773,AZURE,2026-05,570.7,0.0,0,2449.96,AKS,Production K8s cluster
Internal-Tools,cr-046e870,GCP,2026-05,268.4,0.0,1123985,233.69,Cloud Run,Image processor
Partner-Integration,vai-0cf6544,GCP,2026-05,226.3,0.0,0,1150.68,Vertex AI,AutoML jobs
Production-Main,aks-0eb0801,AZURE,2026-05,466.0,0.0,0,690.49,AKS,Dev K8s cluster
Marketing-Platform,sm-0b6e297,AWS,2026-05,0.0,0.0,834247,3.24,Secrets Manager,Application secrets
Production-Secondary,elb-0937293,AWS,2026-05,675.1,0.0,28677022,205.19,ELB,Application load balancer
Customer-Portal,ado-0910502,AZURE,2026-05,0.0,104.8,0,24.7,Azure DevOps,Artifacts storage
Shared-Services,ado-07b2307,AZURE,2026-05,459.7,0.0,0,233.02,Azure DevOps,Pipelines hosted
Production-Main,cosmos-0ceb324,AZURE,2026-05,892.9,253.3,50936628,1984.8,Cosmos DB,User data store
Shared-Services,rds-0c77272,AWS,2026-05,559.3,156.8,0,486.95,RDS,db.t3.large development DB
Compliance-Audit,vpn-0689714,AWS,2026-05,423.8,0.0,0,213.9,VPN Gateway,Site-to-site VPN
DR-Recovery,appi-1178561,AZURE,2026-05,0.0,0.0,15768243,197.13,Application Insights,Custom metrics
Internal-Tools,blob-0298842,AZURE,2026-05,0.0,3555.7,9291278,449.83,Blob Storage,Build artifacts
Analytics-Platform,kv-09a4625,AZURE,2026-05,0.0,0.0,518967,1.54,Key Vault,Certificate store
Production-Secondary,redis-1191966,AZURE,2026-05,981.4,0.0,0,496.82,Azure Cache for Redis,Standard C2 cache
Compliance-Audit,i-042e877,AWS,2026-05,580.8,0.0,0,1030.65,EC2,r5.xlarge cache server
Production-Secondary,sentinel-0a95436,AZURE,2026-05,0.0,0.0,67216558,1642.76,Microsoft Sentinel,SIEM detection
Shared-Services,nat-04f3423,AWS,2026-05,618.0,0.0,0,283.94,NAT Gateway,Production VPC NAT
IoT-Platform,cr-0352291,GCP,2026-05,636.2,0.0,13610650,981.17,Cloud Run,API gateway service
Finance-Systems,rds-0766891,AWS,2026-05,581.6,819.1,0,2543.92,RDS,db.r5.2xlarge Aurora cluster
Production-Main,cf-0003320,AWS,2026-05,0.0,0.0,103832425,497.42,CloudFront,CDN media distribution
Customer-Portal,mem-0970602,GCP,2026-05,321.0,0.0,0,230.83,Memorystore,Redis staging cache
Production-Secondary,acr-0834611,AZURE,2026-05,0.0,204.5,407105,131.35,Container Registry,Docker image registry
Production-Secondary,blob-1149645,AZURE,2026-05,0.0,2463.2,6083160,387.9,Blob Storage,Media content
Customer-Portal,i-0bd7434,AWS,2026-05,579.9,0.0,0,41.69,EC2,t3.micro bastion host
DevOps-Central,blob-0fb6133,AZURE,2026-05,0.0,4830.8,0,474.34,Blob Storage,Security audit logs
Analytics-Platform,gcs-0561333,GCP,2026-05,0.0,8898.1,222562,195.55,Cloud Storage,Backup bucket
Marketing-Platform,lam-063a502,AWS,2026-05,0.0,0.0,18446827,129.36,Lambda,Data transformer
Shared-Services,func-106b269,AZURE,2026-05,0.0,0.0,8478618,124.07,Azure Functions,API handlers
Mobile-Backend,kin-056c185,AWS,2026-05,669.0,0.0,27796978,397.64,Kinesis,Data stream ingestion
Production-Main,i-04f1220,AWS,2026-05,621.4,0.0,0,2155.6,EC2,m5.2xlarge batch processor
DevOps-Central,vm-0a85632,AZURE,2026-05,615.0,0.0,0,5678.92,Virtual Machines,NC6s v3 GPU VM
Mobile-Backend,fd-0587882,AZURE,2026-05,0.0,0.0,39413628,302.12,Front Door,Global load balancer
Production-Secondary,sqldb-0dda483,AZURE,2026-05,423.7,147.4,0,706.83,SQL Database,Standard S3 production
Shared-Services,fd-01b4291,AZURE,2026-05,0.0,0.0,52694991,398.81,Front Door,Global load balancer
Security-Ops,gke-1088434,GCP,2026-05,2686.7,0.0,0,5311.09,GKE,ML training cluster
Security-Ops,vpn-0d67108,AWS,2026-05,583.5,0.0,0,149.54,VPN Gateway,Client VPN endpoint
Staging-Env,gcs-0107576,GCP,2026-05,0.0,3876.9,3731534,266.22,Cloud Storage,Media assets bucket
Analytics-Platform,fs-05fa889,GCP,2026-05,1028.8,28.7,70002755,734.49,Firestore,Session store
Internal-Tools,sentinel-02a1505,AZURE,2026-05,0.0,0.0,33954426,824.62,Microsoft Sentinel,Log analytics
Edge-Network,s3-0ea4486,AWS,2026-05,0.0,14139.3,136933,310.72,S3,Backup storage bucket
Security-Ops,df-0f86836,GCP,2026-05,336.1,0.0,0,798.62,Dataflow,Batch pipeline
Analytics-Platform,gcs-0d7e884,GCP,2026-05,0.0,1890.8,1869073,134.53,Cloud Storage,Media assets bucket
Production-Secondary,kv-0065440,AZURE,2026-05,0.0,0.0,2299797,6.8,Key Vault,Secrets management
Security-Ops,bq-0e89270,GCP,2026-05,0.0,9420.7,0,3771.05,BigQuery,ML training datasets
DR-Recovery,cosmos-0867713,AZURE,2026-05,867.9,243.7,49620210,1940.06,Cosmos DB,User data store
Shared-Services,vm-05d6199,AZURE,2026-05,426.0,0.0,0,3852.85,Virtual Machines,NC6s v3 GPU VM
Internal-Tools,aks-0296711,AZURE,2026-05,745.6,0.0,0,3369.92,AKS,Production K8s cluster
Internal-Tools,ebs-05fb936,AWS,2026-05,0.0,1271.8,0,158.02,EBS,gp3 volumes production
Production-Secondary,acr-1133427,AZURE,2026-05,0.0,200.4,395305,131.87,Container Registry,Docker image registry
Production-Secondary,blob-087f580,AZURE,2026-05,0.0,6780.7,2479379,344.65,Blob Storage,Data lake storage
Compliance-Audit,s3-0b6b490,AWS,2026-05,0.0,3867.4,1901737,142.39,S3,Analytics export bucket
Data-Science,gcs-0645888,GCP,2026-05,0.0,9520.5,238863,212.81,Cloud Storage,Backup bucket
Edge-Network,s3-06ff262,AWS,2026-05,0.0,959.2,1909058,81.36,S3,Artifact storage
Finance-Systems,gcs-022e492,GCP,2026-05,0.0,10124.7,3375050,294.07,Cloud Storage,Data lake bucket
Shared-Services,kv-0957987,AZURE,2026-05,0.0,0.0,433386,1.27,Key Vault,Certificate store
Finance-Systems,s3-0a14417,AWS,2026-05,0.0,6536.3,64197,144.3,S3,Backup storage bucket
Customer-Portal,mem-0ef3274,GCP,2026-05,343.5,0.0,0,242.08,Memorystore,Redis staging cache
Production-Main,vm-0b41296,AZURE,2026-05,438.4,0.0,0,4057.46,Virtual Machines,NC6s v3 GPU VM
Compliance-Audit,ecs-0387740,AWS,2026-05,436.0,0.0,0,785.5,ECS,Fargate worker cluster
QA-Testing,lam-10dd814,AWS,2026-05,0.0,0.0,2999708,21.43,Lambda,Webhook processor
Marketing-Platform,ddb-0bfd934,AWS,2026-05,617.4,44.5,69467483,489.85,DynamoDB,Session store table
Partner-Integration,redis-06f8389,AZURE,2026-05,808.9,0.0,0,968.22,Azure Cache for Redis,Premium P1 cache
Shared-Services,rds-04e1616,AWS,2026-05,634.9,173.0,0,564.49,RDS,db.t3.large development DB
Mobile-Backend,ebs-10e8663,AWS,2026-05,0.0,2793.9,0,118.74,EBS,st1 volumes archive
Production-Main,cmon-0427100,GCP,2026-05,0.0,0.0,23062036,176.45,Cloud Monitoring,Metrics and alerting
Marketing-Platform,cdns-0d26589,GCP,2026-05,0.0,0.0,14773923,21.4,Cloud DNS,DNS zones
DR-Recovery,sqldb-0803479,AZURE,2026-05,958.3,674.4,0,3853.77,SQL Database,Premium P1 analytics
Production-Main,ecs-0bb3908,AWS,2026-05,345.2,0.0,0,635.99,ECS,Fargate worker cluster
Internal-Tools,ses-02a7914,AWS,2026-05,0.0,0.0,606930,0.73,SES,Marketing email
Production-Secondary,acr-07ad940,AZURE,2026-05,0.0,238.4,476395,156.39,Container Registry,Docker image registry
Compliance-Audit,s3-038f677,AWS,2026-05,0.0,3642.1,1837260,134.77,S3,Analytics export bucket
Customer-Portal,i-028f489,AWS,2026-05,748.2,0.0,0,662.79,EC2,t3.large application server
IoT-Platform,fs-034f225,GCP,2026-05,867.3,24.4,59280114,622.63,Firestore,Session store
Analytics-Platform,eh-0806403,AZURE,2026-05,595.4,0.0,25344815,269.73,Event Hubs,Standard throughput units
Edge-Network,sns-0bbd511,AWS,2026-05,0.0,0.0,13286309,6.52,SNS,Alert notifications
Finance-Systems,ps-022f437,GCP,2026-05,0.0,0.0,46971799,588.67,Pub/Sub,Log forwarding
Finance-Systems,acr-0224993,AZURE,2026-05,0.0,324.6,650854,207.1,Container Registry,Docker image registry
Finance-Systems,s3-09d3333,AWS,2026-05,0.0,9082.6,561683,219.97,S3,Log archive bucket
Production-Main,vai-004d787,GCP,2026-05,654.8,0.0,7484397,1412.66,Vertex AI,Model serving endpoints
Production-Main,aks-0f57337,AZURE,2026-05,406.3,0.0,0,600.32,AKS,Dev K8s cluster
Shared-Services,vm-01b8556,AZURE,2026-05,612.0,0.0,0,1499.03,Virtual Machines,D8s v3 application server
Shared-Services,sb-08e5943,AZURE,2026-05,466.3,0.0,6470510,349.83,Service Bus,Premium messaging
Data-Science,blob-04b8243,AZURE,2026-05,0.0,10076.5,100153,292.14,Blob Storage,Backup storage
Customer-Portal,func-0e55523,AZURE,2026-05,0.0,0.0,2671412,41.05,Azure Functions,Webhook processor
Compliance-Audit,i-0e90994,AWS,2026-05,650.6,0.0,0,553.95,EC2,m5.large monitoring server
DevOps-Central,azmon-00e3878,AZURE,2026-05,0.0,322.9,44133169,452.49,Azure Monitor,Logs and metrics
ML-Training,rds-1056958,AWS,2026-05,595.9,677.1,0,1382.87,RDS,db.m5.xlarge analytics DB
Internal-Tools,cr-02e3551,GCP,2026-05,850.2,0.0,17887766,1241.18,Cloud Run,API gateway service
Marketing-Platform,ec-07ee977,AWS,2026-05,639.4,0.0,0,445.55,ElastiCache,Redis production cluster
QA-Testing,elb-1159984,AWS,2026-05,614.4,0.0,8853790,127.08,ELB,Classic load balancer
DevOps-Central,aks-041e972,AZURE,2026-05,369.7,0.0,0,554.61,AKS,Dev K8s cluster
Production-Main,blob-0c25669,AZURE,2026-05,0.0,2400.6,6357852,314.18,Blob Storage,Build artifacts
Data-Science,gcf-0aa7783,GCP,2026-05,0.0,0.0,12949493,189.06,Cloud Functions,Data triggers
Production-Secondary,eh-0450304,AZURE,2026-05,654.7,0.0,26316000,290.47,Event Hubs,Standard throughput units
Edge-Network,elb-0512305,AWS,2026-05,772.6,0.0,10793859,154.11,ELB,Classic load balancer
DevOps-Central,app-00ea379,AZURE,2026-05,708.5,0.0,0,433.62,App Service,Web app P1v3
Marketing-Platform,ddb-0fdb347,AWS,2026-05,535.0,37.2,57768757,413.5,DynamoDB,Session store table
Analytics-Platform,cr-091c564,GCP,2026-05,586.0,0.0,12651619,885.46,Cloud Run,API gateway service
Edge-Network,ps-0583674,GCP,2026-05,0.0,0.0,40535851,499.08,Pub/Sub,Log forwarding
Staging-Env,cr-010f896,GCP,2026-05,592.4,0.0,2522790,750.11,Cloud Run,ETL pipeline service
Internal-Tools,blob-1187759,AZURE,2026-05,0.0,13119.9,133349,390.99,Blob Storage,Backup storage
Production-Secondary,elb-05c2651,AWS,2026-05,620.0,0.0,26345967,188.96,ELB,Application load balancer
Production-Main,blob-1077331,AZURE,2026-05,0.0,2992.4,7773603,382.12,Blob Storage,Build artifacts
ML-Training,lam-0fbc967,AWS,2026-05,0.0,0.0,49592078,332.55,Lambda,API gateway handler
Compliance-Audit,i-0c4f200,AWS,2026-05,856.1,0.0,0,62.29,EC2,t3.micro bastion host
Production-Main,lam-1143684,AWS,2026-05,0.0,0.0,36753160,256.98,Lambda,Data transformer
Shared-Services,ado-0b61138,AZURE,2026-05,0.0,76.6,0,18.75,Azure DevOps,Artifacts storage
Marketing-Platform,gke-1179708,GCP,2026-05,3924.1,0.0,0,7575.26,GKE,GPU node pool
Internal-Tools,lam-0d49445,AWS,2026-05,0.0,0.0,20261010,139.19,Lambda,Data transformer
Security-Ops,bq-0ac0928,GCP,2026-05,0.0,7986.9,0,3037.4,BigQuery,Analytics data warehouse
Marketing-Platform,ec-09a2710,AWS,2026-05,670.7,0.0,0,492.19,ElastiCache,Redis production cluster
Production-Secondary,elb-0ab7130,AWS,2026-05,536.1,0.0,22127355,158.82,ELB,Application load balancer
Customer-Portal,vm-025b762,AZURE,2026-05,582.9,0.0,0,351.25,Virtual Machines,D2s v3 utility server
Shared-Services,rds-01a1956,AWS,2026-05,498.4,349.9,0,1011.96,RDS,db.r5.large PostgreSQL replica
Production-Secondary,app-0fb2316,AZURE,2026-05,779.0,0.0,0,467.73,App Service,Web app P1v3
Staging-Env,gcf-0792467,GCP,2026-05,0.0,0.0,2633202,39.85,Cloud Functions,Scheduled tasks
Production-Secondary,elb-08b6221,AWS,2026-05,694.5,0.0,28443528,206.33,ELB,Application load balancer
Internal-Tools,ec-04d3686,AWS,2026-05,461.4,0.0,0,329.94,ElastiCache,Redis production cluster
Marketing-Platform,eks-01d3629,AWS,2026-05,345.3,0.0,0,1024.21,EKS,Staging K8s cluster
Shared-Services,func-0509892,AZURE,2026-05,0.0,0.0,8125276,123.2,Azure Functions,API handlers
Production-Secondary,eh-0ed1531,AZURE,2026-05,684.3,0.0,28521988,317.72,Event Hubs,Standard throughput units
Finance-Systems,cr-0230163,GCP,2026-05,529.1,0.0,2279023,708.39,Cloud Run,ETL pipeline service
Production-Secondary,mem-049c168,GCP,2026-05,536.8,0.0,0,385.4,Memorystore,Redis production cache
Production-Secondary,sb-0550807,AZURE,2026-05,0.0,0.0,21331938,52.21,Service Bus,Standard messaging
Mobile-Backend,sqs-05af649,AWS,2026-05,0.0,0.0,315684,0.16,SQS,Dead letter queue
Compliance-Audit,rds-0513820,AWS,2026-05,575.5,397.5,0,1415.44,RDS,db.r5.xlarge PostgreSQL primary
Customer-Portal,ses-117c830,AWS,2026-05,0.0,0.0,657577,0.79,SES,Marketing email
ML-Training,sns-0366281,AWS,2026-05,0.0,0.0,9053076,4.44,SNS,Alert notifications
Marketing-Platform,rds-0420438,AWS,2026-05,400.3,111.6,0,465.02,RDS,db.t3.medium MySQL staging
