Account_Name,Resource_ID,Cloud_Provider,Billing_Period,Compute_Hours,Storage_GB_Used,API_Requests,Total_Charge,Service_Name,Description
IoT-Platform,cr-0353556,GCP,2026-07,445.9,0.0,1861453,607.78,Cloud Run,ETL pipeline service
Partner-Integration,df-0ade476,GCP,2026-07,1106.9,0.0,0,2696.61,Dataflow,Streaming pipeline
Security-Ops,ecs-0752257,AWS,2026-07,644.8,0.0,0,1193.53,ECS,Fargate API cluster
Production-Main,lam-0ef8919,AWS,2026-07,0.0,0.0,32888281,226.97,Lambda,Data transformer
Production-Secondary,blob-0a2b284,AZURE,2026-07,0.0,2758.3,6696878,451.77,Blob Storage,Media content
Production-Secondary,app-0915380,AZURE,2026-07,763.7,0.0,0,118.47,App Service,Web app B1
Data-Science,cosmos-0759587,AZURE,2026-07,784.8,52.5,16438473,511.55,Cosmos DB,Config store
Compliance-Audit,rds-0a2d193,AWS,2026-07,602.2,422.5,0,1541.31,RDS,db.r5.xlarge PostgreSQL primary
Analytics-Platform,mem-1058605,GCP,2026-07,504.8,0.0,0,351.05,Memorystore,Redis production cache
QA-Testing,elb-05f6806,AWS,2026-07,950.6,0.0,39914720,288.41,ELB,Application load balancer
Compliance-Audit,elb-0383198,AWS,2026-07,688.0,0.0,9734977,144.91,ELB,Classic load balancer
Marketing-Platform,rs-01d1175,AWS,2026-07,0.0,0.0,6786628,346.72,Redshift,Spectrum queries
Customer-Portal,clog-0de0960,GCP,2026-07,0.0,691.6,0,170.21,Cloud Logging,Application logs
Data-Science,ps-0123564,GCP,2026-07,0.0,0.0,20860048,266.57,Pub/Sub,Event streaming
Marketing-Platform,fs-01f4370,GCP,2026-07,601.4,16.6,42583949,441.79,Firestore,Session store
Customer-Portal,cosmos-0c5f842,AZURE,2026-07,762.5,53.0,15979068,508.28,Cosmos DB,Config store
Security-Ops,sqldb-1117748,AZURE,2026-07,975.2,66.9,0,194.71,SQL Database,Basic dev database
Compliance-Audit,kin-0f65409,AWS,2026-07,720.5,0.0,30896831,448.03,Kinesis,Data stream ingestion
Partner-Integration,azmon-0a12660,AZURE,2026-07,0.0,205.2,26203425,291.83,Azure Monitor,Logs and metrics
Compliance-Audit,rds-0c5c625,AWS,2026-07,868.7,590.0,0,1702.53,RDS,db.r5.large PostgreSQL replica
Data-Science,clog-06dc217,GCP,2026-07,0.0,266.7,0,68.12,Cloud Logging,Audit logs
DevOps-Central,appi-0de6691,AZURE,2026-07,0.0,0.0,17990681,224.85,Application Insights,Custom metrics
Production-Main,aks-0020880,AZURE,2026-07,1216.3,0.0,0,1881.88,AKS,Staging K8s cluster
Shared-Services,ecs-0196614,AWS,2026-07,281.1,0.0,0,522.85,ECS,Fargate worker cluster
QA-Testing,ec-03e5292,AWS,2026-07,752.0,0.0,0,516.18,ElastiCache,Redis production cluster
Customer-Portal,ebs-0284870,AWS,2026-07,0.0,603.5,0,361.21,EBS,io2 volumes database
Production-Main,fd-100f700,AZURE,2026-07,0.0,0.0,59303892,444.20,Front Door,Global load balancer
Partner-Integration,redis-0b16352,AZURE,2026-07,758.0,0.0,0,364.38,Azure Cache for Redis,Standard C2 cache
Partner-Integration,elb-0a1a739,AWS,2026-07,458.5,0.0,19019823,135.32,ELB,Application load balancer
Marketing-Platform,ddb-10b7797,AWS,2026-07,641.4,8.9,4365358,79.91,DynamoDB,Config store table
Edge-Network,sqs-030f172,AWS,2026-07,0.0,0.0,37087351,18.52,SQS,Event notification queue
IoT-Platform,csql-034c176,GCP,2026-07,1025.3,280.0,0,1700.86,Cloud SQL,PostgreSQL primary
DevOps-Central,app-00ec349,AZURE,2026-07,1056.2,0.0,0,160.22,App Service,Web app B1
Compliance-Audit,i-09bd329,AWS,2026-07,711.4,0.0,0,607.22,EC2,m5.large monitoring server
Customer-Portal,vpn-0620659,AWS,2026-07,906.3,0.0,0,235.02,VPN Gateway,Client VPN endpoint
Production-Secondary,mem-0096498,GCP,2026-07,401.4,0.0,0,285.29,Memorystore,Redis staging cache
Shared-Services,gcs-01a7453,GCP,2026-07,0.0,3957.5,4096174,292.75,Cloud Storage,Media assets bucket
Data-Science,i-0b26616,AWS,2026-07,758.7,0.0,0,1357.16,EC2,m5.xlarge web server
DevOps-Central,vm-0fba688,AZURE,2026-07,838.4,0.0,0,258.17,Virtual Machines,B2s development VM
Security-Ops,ecs-07b7146,AWS,2026-07,159.2,0.0,0,282.87,ECS,Fargate batch cluster
DevOps-Central,ddb-0c8d504,AWS,2026-07,924.6,13.2,6629441,116.40,DynamoDB,Config store table
Analytics-Platform,csql-0946366,GCP,2026-07,572.5,377.7,0,1095.77,Cloud SQL,MySQL analytics
Mobile-Backend,vm-0342261,AZURE,2026-07,620.8,0.0,0,182.43,Virtual Machines,B2s development VM
Customer-Portal,acr-0430482,AZURE,2026-07,0.0,301.9,585427,199.30,Container Registry,Docker image registry
Marketing-Platform,gcf-0202117,GCP,2026-07,0.0,0.0,2158559,32.93,Cloud Functions,Scheduled tasks
Analytics-Platform,gke-057b474,GCP,2026-07,5577.5,0.0,0,11232.57,GKE,GPU node pool
Security-Ops,sqs-100d671,AWS,2026-07,0.0,0.0,43770585,22.32,SQS,Event notification queue
Edge-Network,s3-0e77512,AWS,2026-07,0.0,1183.0,2296800,99.13,S3,Artifact storage
Analytics-Platform,cr-0428733,GCP,2026-07,600.4,0.0,2544745,758.24,Cloud Run,ETL pipeline service
Partner-Integration,cmon-03bb762,GCP,2026-07,0.0,0.0,42727701,343.46,Cloud Monitoring,Metrics and alerting
Partner-Integration,sqldb-0a6e846,AZURE,2026-07,827.7,590.2,0,3339.22,SQL Database,Premium P1 analytics
Security-Ops,vpn-0b04791,AWS,2026-07,535.3,0.0,0,134.52,VPN Gateway,Client VPN endpoint
DevOps-Central,kin-05ca757,AWS,2026-07,751.8,0.0,30402721,449.80,Kinesis,Data stream ingestion
Customer-Portal,gcs-097b639,GCP,2026-07,0.0,21882.8,54652,216.19,Cloud Storage,Archive bucket
Production-Secondary,cosmos-068d137,AZURE,2026-07,813.4,229.8,45299722,1836.79,Cosmos DB,User data store
QA-Testing,r53-03eb769,AWS,2026-07,0.0,0.0,61373272,94.73,Route 53,DNS hosting
Production-Secondary,redis-043b543,AZURE,2026-07,1016.3,0.0,0,506.29,Azure Cache for Redis,Standard C2 cache
Mobile-Backend,vm-0f2d973,AZURE,2026-07,887.4,0.0,0,3285.93,Virtual Machines,E8s v3 memory-optimized
Production-Secondary,aks-0ef2938,AZURE,2026-07,1383.7,0.0,0,2029.05,AKS,Staging K8s cluster
IoT-Platform,csql-07df484,GCP,2026-07,1160.6,313.0,0,1886.44,Cloud SQL,PostgreSQL primary
DevOps-Central,ec-08c9419,AWS,2026-07,826.0,0.0,0,608.25,ElastiCache,Redis production cluster
ML-Training,rs-0cb9386,AWS,2026-07,0.0,0.0,4317397,211.77,Redshift,Spectrum queries
QA-Testing,elb-0fcb895,AWS,2026-07,910.7,0.0,36050927,269.35,ELB,Application load balancer
Production-Secondary,aks-0056966,AZURE,2026-07,329.3,0.0,0,495.40,AKS,Dev K8s cluster
Partner-Integration,sb-0892421,AZURE,2026-07,669.2,0.0,9404748,513.57,Service Bus,Premium messaging
Internal-Tools,ses-06ea830,AWS,2026-07,0.0,0.0,2917416,3.46,SES,Transactional email
Marketing-Platform,clog-01fc511,GCP,2026-07,0.0,595.3,0,153.31,Cloud Logging,Application logs
Customer-Portal,vpn-0c49718,AWS,2026-07,1101.5,0.0,0,288.31,VPN Gateway,Client VPN endpoint
Security-Ops,bq-0166748,GCP,2026-07,0.0,9692.9,0,3843.44,BigQuery,ML training datasets
Compliance-Audit,i-0711499,AWS,2026-07,741.3,0.0,0,2569.04,EC2,m5.2xlarge batch processor
ML-Training,i-05c0894,AWS,2026-07,960.9,0.0,0,843.50,EC2,m5.large monitoring server
ML-Training,ebs-0505369,AWS,2026-07,0.0,582.3,0,375.36,EBS,io2 volumes database
Internal-Tools,blob-06fc172,AZURE,2026-07,0.0,6370.2,0,627.42,Blob Storage,Security audit logs
Production-Secondary,i-064a426,AWS,2026-07,483.0,0.0,0,821.67,EC2,r5.xlarge cache server
DR-Recovery,redis-02f0691,AZURE,2026-07,804.9,0.0,0,1003.73,Azure Cache for Redis,Premium P1 cache
ML-Training,rds-0d21371,AWS,2026-07,592.7,647.1,0,1329.72,RDS,db.m5.xlarge analytics DB
Analytics-Platform,gke-0717726,GCP,2026-07,648.3,0.0,0,1862.59,GKE,Batch processing cluster
Shared-Services,app-0bad270,AZURE,2026-07,1181.2,0.0,0,1400.75,App Service,API app P2v3
DevOps-Central,appi-102a552,AZURE,2026-07,0.0,0.0,17641720,225.96,Application Insights,Custom metrics
Partner-Integration,gke-03c0738,GCP,2026-07,4807.5,0.0,0,9597.44,GKE,GPU node pool
Analytics-Platform,fs-10c4798,GCP,2026-07,1208.1,33.7,81888830,861.09,Firestore,Session store
IoT-Platform,bq-0bb6584,GCP,2026-07,0.0,3835.0,0,1509.03,BigQuery,BI reporting views
Analytics-Platform,bq-0bb4634,GCP,2026-07,0.0,15157.0,0,6042.76,BigQuery,ML training datasets
Edge-Network,i-0326979,AWS,2026-07,581.7,0.0,0,493.75,EC2,t3.large application server
Finance-Systems,gcs-1168650,GCP,2026-07,0.0,12588.3,4159348,385.40,Cloud Storage,Data lake bucket
Production-Secondary,elb-07db529,AWS,2026-07,585.2,0.0,40127728,256.76,ELB,Network load balancer
Marketing-Platform,ddb-0401403,AWS,2026-07,637.0,43.8,70564471,483.89,DynamoDB,Session store table
Staging-Env,cdns-064f880,GCP,2026-07,0.0,0.0,21004071,31.47,Cloud DNS,DNS zones
Analytics-Platform,gcs-0f70340,GCP,2026-07,0.0,2608.3,2655029,198.00,Cloud Storage,Media assets bucket
Finance-Systems,rds-0f07880,AWS,2026-07,906.8,618.5,0,1839.96,RDS,db.r5.large PostgreSQL replica
Staging-Env,gcs-0b01292,GCP,2026-07,0.0,17403.9,43931,175.08,Cloud Storage,Archive bucket
Internal-Tools,blob-029a273,AZURE,2026-07,0.0,11444.8,116487,354.20,Blob Storage,Backup storage
Production-Main,i-0011267,AWS,2026-07,927.5,0.0,0,68.11,EC2,t3.micro bastion host
Staging-Env,gcs-07ed975,GCP,2026-07,0.0,16528.2,5588993,499.63,Cloud Storage,Data lake bucket
Shared-Services,gcs-06e7706,GCP,2026-07,0.0,3747.2,3729045,284.36,Cloud Storage,Media assets bucket
ML-Training,i-0ea3191,AWS,2026-07,867.3,0.0,0,735.62,EC2,m5.large monitoring server
Data-Science,i-0138182,AWS,2026-07,386.2,0.0,0,1120.44,EC2,c5.2xlarge HPC node
Compliance-Audit,i-0f48232,AWS,2026-07,704.5,0.0,0,602.98,EC2,m5.large monitoring server
Finance-Systems,gcs-0bb7444,GCP,2026-07,0.0,3647.3,3604823,262.07,Cloud Storage,Media assets bucket
DevOps-Central,blob-05b0338,AZURE,2026-07,0.0,9134.6,88340,261.83,Blob Storage,Backup storage
Marketing-Platform,rds-0ff5598,AWS,2026-07,423.3,120.4,0,508.58,RDS,db.t3.medium MySQL staging
Internal-Tools,blob-05f5277,AZURE,2026-07,0.0,4332.4,11396233,578.86,Blob Storage,Build artifacts
Customer-Portal,vpn-0445666,AWS,2026-07,1085.8,0.0,0,282.08,VPN Gateway,Client VPN endpoint
Production-Main,r53-08e7973,AWS,2026-07,0.0,0.0,15989713,23.94,Route 53,Health checks
Edge-Network,fs-0544510,GCP,2026-07,612.9,16.8,43765232,462.49,Firestore,Session store
Customer-Portal,gcf-0715545,GCP,2026-07,0.0,0.0,15378902,224.72,Cloud Functions,Data triggers
Staging-Env,vai-0838396,GCP,2026-07,554.5,0.0,0,2883.19,Vertex AI,Training pipelines
DR-Recovery,appi-0733593,AZURE,2026-07,0.0,0.0,58387452,732.83,Application Insights,APM telemetry
Internal-Tools,s3-04d2237,AWS,2026-07,0.0,4750.7,7660107,352.66,S3,Media content bucket
ML-Training,r53-0977544,AWS,2026-07,0.0,0.0,13969845,21.00,Route 53,Health checks
Production-Secondary,appi-099b256,AZURE,2026-07,0.0,0.0,43888211,559.71,Application Insights,APM telemetry
Marketing-Platform,rds-01e3515,AWS,2026-07,964.6,682.3,0,2557.28,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,cosmos-0157534,AZURE,2026-07,757.0,54.9,16020244,512.92,Cosmos DB,Config store
Shared-Services,s3-05c9296,AWS,2026-07,0.0,15537.4,3004468,549.59,S3,Data lake raw zone
ML-Training,lam-0f1c278,AWS,2026-07,0.0,0.0,11217323,76.24,Lambda,Notification dispatcher
ML-Training,kin-0462370,AWS,2026-07,849.6,0.0,35644716,520.84,Kinesis,Data stream ingestion
Data-Science,gcf-0932830,GCP,2026-07,0.0,0.0,8621557,132.96,Cloud Functions,Auth handlers
Security-Ops,csql-0168938,GCP,2026-07,746.1,198.6,0,884.37,Cloud SQL,PostgreSQL replica
Edge-Network,i-0494187,AWS,2026-07,645.2,0.0,0,2245.14,EC2,m5.2xlarge batch processor
Production-Secondary,sentinel-006a297,AZURE,2026-07,0.0,0.0,78417888,1926.12,Microsoft Sentinel,SIEM detection
Compliance-Audit,s3-0dd2695,AWS,2026-07,0.0,736.0,1471426,63.50,S3,Artifact storage
Partner-Integration,df-077b363,GCP,2026-07,1159.3,0.0,0,2800.50,Dataflow,Streaming pipeline
Marketing-Platform,ddb-01da740,AWS,2026-07,704.6,9.4,4872149,84.44,DynamoDB,Config store table
Data-Science,gcf-08b4980,GCP,2026-07,0.0,0.0,10893360,162.28,Cloud Functions,Auth handlers
Compliance-Audit,rds-10cb700,AWS,2026-07,811.0,571.8,0,2171.54,RDS,db.r5.xlarge PostgreSQL primary
Customer-Portal,ps-108d962,GCP,2026-07,0.0,0.0,56393559,702.45,Pub/Sub,Log forwarding
DevOps-Central,kv-0b6f244,AZURE,2026-07,0.0,0.0,428800,1.31,Key Vault,Certificate store
IoT-Platform,csql-105d913,GCP,2026-07,999.1,278.4,0,1596.75,Cloud SQL,PostgreSQL primary
Marketing-Platform,vpn-01d5989,AWS,2026-07,772.7,0.0,0,194.03,VPN Gateway,Client VPN endpoint
Production-Main,aks-07bf182,AZURE,2026-07,1366.8,0.0,0,2050.54,AKS,Staging K8s cluster
Internal-Tools,rds-10b1574,AWS,2026-07,853.3,596.8,0,1726.37,RDS,db.r5.large PostgreSQL replica
Compliance-Audit,r53-037c367,AWS,2026-07,0.0,0.0,7576607,11.46,Route 53,Health checks
Marketing-Platform,gke-0e46732,GCP,2026-07,2792.6,0.0,0,5847.59,GKE,ML training cluster
Customer-Portal,ebs-0bbe242,AWS,2026-07,0.0,635.7,0,397.62,EBS,io2 volumes database
Data-Science,clog-0131653,GCP,2026-07,0.0,292.8,0,74.48,Cloud Logging,Audit logs
Compliance-Audit,i-039f632,AWS,2026-07,760.9,0.0,0,2624.55,EC2,m5.2xlarge batch processor
Customer-Portal,app-0950773,AZURE,2026-07,861.5,0.0,0,1032.94,App Service,API app P2v3
Customer-Portal,eh-0f06905,AZURE,2026-07,833.3,0.0,35030259,376.24,Event Hubs,Standard throughput units
Analytics-Platform,gcs-00a2348,GCP,2026-07,0.0,11051.4,270598,251.44,Cloud Storage,Backup bucket
Data-Science,gcf-0e0a728,GCP,2026-07,0.0,0.0,10186937,154.76,Cloud Functions,Auth handlers
Production-Secondary,acr-0066906,AZURE,2026-07,0.0,236.3,466585,157.91,Container Registry,Docker image registry
Data-Science,gcs-0dbd892,GCP,2026-07,0.0,12342.5,310877,288.31,Cloud Storage,Backup bucket
Production-Main,vm-0572465,AZURE,2026-07,650.4,0.0,0,390.29,Virtual Machines,D2s v3 utility server
Shared-Services,cosmos-10bd365,AZURE,2026-07,808.1,109.9,28438416,1071.93,Cosmos DB,Event store
Finance-Systems,rds-0a10412,AWS,2026-07,595.5,805.3,0,2531.00,RDS,db.r5.2xlarge Aurora cluster
Analytics-Platform,cr-00b8695,GCP,2026-07,719.6,0.0,14658461,1055.87,Cloud Run,API gateway service
Data-Science,i-1124730,AWS,2026-07,412.1,0.0,0,1227.72,EC2,c5.2xlarge HPC node
Partner-Integration,elb-0f47182,AWS,2026-07,663.6,0.0,9379537,137.66,ELB,Classic load balancer
Compliance-Audit,rds-0fa1834,AWS,2026-07,550.0,385.2,0,1368.79,RDS,db.r5.xlarge PostgreSQL primary
Customer-Portal,clog-0c48906,GCP,2026-07,0.0,603.4,0,150.36,Cloud Logging,Application logs
Production-Main,csql-004a734,GCP,2026-07,867.6,594.6,0,1719.90,Cloud SQL,MySQL analytics
Security-Ops,eks-0190684,AWS,2026-07,905.3,0.0,0,2766.55,EKS,Production K8s cluster
Customer-Portal,i-043f493,AWS,2026-07,675.4,0.0,0,2391.14,EC2,r5.2xlarge database server
Internal-Tools,redis-0ed3348,AZURE,2026-07,649.7,0.0,0,318.39,Azure Cache for Redis,Standard C2 cache
Analytics-Platform,gcs-0423920,GCP,2026-07,0.0,12207.8,3903802,365.77,Cloud Storage,Data lake bucket
Mobile-Backend,sqs-0528940,AWS,2026-07,0.0,0.0,404347,0.20,SQS,Dead letter queue
Security-Ops,s3-06c2985,AWS,2026-07,0.0,19147.3,3820863,682.89,S3,Data lake raw zone
Internal-Tools,vm-07f3327,AZURE,2026-07,737.3,0.0,0,449.40,Virtual Machines,D2s v3 utility server
Data-Science,cosmos-0159320,AZURE,2026-07,750.7,208.3,42571576,1718.52,Cosmos DB,User data store
Finance-Systems,func-107c756,AZURE,2026-07,0.0,0.0,6972643,104.71,Azure Functions,API handlers
Production-Main,cf-06b3438,AWS,2026-07,0.0,0.0,89409842,454.22,CloudFront,CDN media distribution
Finance-Systems,aks-0214143,AZURE,2026-07,306.2,0.0,0,456.23,AKS,Dev K8s cluster
Partner-Integration,vai-0ec3418,GCP,2026-07,618.0,0.0,0,2949.69,Vertex AI,Training pipelines
Finance-Systems,app-0227237,AZURE,2026-07,993.1,0.0,0,1233.48,App Service,API app P2v3
Finance-Systems,ado-0925803,AZURE,2026-07,466.5,0.0,0,232.45,Azure DevOps,Pipelines hosted
Compliance-Audit,s3-0a22154,AWS,2026-07,0.0,767.7,1515093,64.04,S3,Artifact storage
Finance-Systems,blob-020a462,AZURE,2026-07,0.0,10072.0,99325,310.02,Blob Storage,Backup storage
Analytics-Platform,kv-05dc790,AZURE,2026-07,0.0,0.0,1725645,5.35,Key Vault,Secrets management
Mobile-Backend,kin-0d78738,AWS,2026-07,683.6,0.0,29388802,419.74,Kinesis,Data stream ingestion
Shared-Services,r53-0b00500,AWS,2026-07,0.0,0.0,8915099,13.06,Route 53,Health checks
Compliance-Audit,s3-0390870,AWS,2026-07,0.0,795.1,1616668,68.14,S3,Artifact storage
Production-Main,i-06fb209,AWS,2026-07,439.2,0.0,0,1267.29,EC2,c5.2xlarge HPC node
Edge-Network,bq-0743744,GCP,2026-07,0.0,5089.0,0,2044.58,BigQuery,Log analytics
DevOps-Central,ddb-10b3290,AWS,2026-07,1042.4,14.7,7231458,126.28,DynamoDB,Config store table
Edge-Network,gcf-030c226,GCP,2026-07,0.0,0.0,6993420,101.25,Cloud Functions,Auth handlers
Internal-Tools,cr-02e0943,GCP,2026-07,641.2,0.0,2709891,838.26,Cloud Run,ETL pipeline service
Data-Science,blob-0d8d618,AZURE,2026-07,0.0,2544.7,6404001,410.68,Blob Storage,Media content
Shared-Services,fd-0492244,AZURE,2026-07,0.0,0.0,69231634,524.46,Front Door,Global load balancer
Mobile-Backend,sb-10ff514,AZURE,2026-07,828.5,0.0,11362087,640.57,Service Bus,Premium messaging
IoT-Platform,fs-0936943,GCP,2026-07,1039.6,71.5,43840360,593.69,Firestore,User profiles DB
Marketing-Platform,nat-094a230,AWS,2026-07,557.2,0.0,0,127.92,NAT Gateway,Staging VPC NAT
Shared-Services,fd-1046720,AZURE,2026-07,0.0,0.0,71911864,535.76,Front Door,Global load balancer
Finance-Systems,csql-1161612,GCP,2026-07,766.6,217.7,0,1236.90,Cloud SQL,PostgreSQL primary
ML-Training,rds-104f691,AWS,2026-07,633.2,429.4,0,1573.07,RDS,db.r5.xlarge PostgreSQL primary
Finance-Systems,s3-0843623,AWS,2026-07,0.0,1490.3,2970661,124.63,S3,Artifact storage
Customer-Portal,sentinel-110d988,AZURE,2026-07,0.0,0.0,99807086,2542.05,Microsoft Sentinel,SIEM detection
Compliance-Audit,s3-08ab237,AWS,2026-07,0.0,739.4,1459607,63.30,S3,Artifact storage
Analytics-Platform,cr-0fca228,GCP,2026-07,716.4,0.0,15710758,1093.12,Cloud Run,API gateway service
Partner-Integration,rds-0d50949,AWS,2026-07,1005.5,711.2,0,1968.97,RDS,db.r5.large PostgreSQL replica
Production-Main,lam-0c7c274,AWS,2026-07,0.0,0.0,37114439,251.03,Lambda,Data transformer
Data-Science,mem-0d94995,GCP,2026-07,973.8,0.0,0,683.41,Memorystore,Redis production cache
Marketing-Platform,cdns-01fd830,GCP,2026-07,0.0,0.0,15470570,23.82,Cloud DNS,DNS zones
Finance-Systems,cr-0231576,GCP,2026-07,909.1,0.0,18576367,1380.94,Cloud Run,API gateway service
Mobile-Backend,kv-033d920,AZURE,2026-07,0.0,0.0,489574,1.49,Key Vault,Certificate store
Internal-Tools,gke-02d3277,GCP,2026-07,712.1,0.0,0,2044.22,GKE,Batch processing cluster
Customer-Portal,s3-0283422,AWS,2026-07,0.0,21920.0,4284608,747.22,S3,Data lake raw zone
Shared-Services,azmon-01be752,AZURE,2026-07,0.0,238.0,31908013,335.63,Azure Monitor,Logs and metrics
Production-Main,i-07c0191,AWS,2026-07,370.2,0.0,0,1061.47,EC2,c5.2xlarge HPC node
Analytics-Platform,mem-0bc6853,GCP,2026-07,387.9,0.0,0,282.03,Memorystore,Redis staging cache
Data-Science,cosmos-0158552,AZURE,2026-07,789.2,113.9,27420316,1026.04,Cosmos DB,Event store
Edge-Network,vai-0305406,GCP,2026-07,701.4,0.0,7846262,1535.22,Vertex AI,Model serving endpoints
DevOps-Central,app-0b0a111,AZURE,2026-07,722.4,0.0,0,869.40,App Service,API app P2v3
Production-Secondary,app-0ca1591,AZURE,2026-07,615.3,0.0,0,91.33,App Service,Web app B1
DevOps-Central,sentinel-1183697,AZURE,2026-07,0.0,0.0,46539940,1186.82,Microsoft Sentinel,Log analytics
Compliance-Audit,ses-0f78329,AWS,2026-07,0.0,0.0,1752396,2.22,SES,Transactional email
DevOps-Central,blob-096b361,AZURE,2026-07,0.0,4588.3,0,462.76,Blob Storage,Security audit logs
Production-Secondary,kv-0a1f915,AZURE,2026-07,0.0,0.0,2651224,7.98,Key Vault,Secrets management
Compliance-Audit,vpn-0389183,AWS,2026-07,887.0,0.0,0,229.92,VPN Gateway,Client VPN endpoint
Mobile-Backend,sqs-0def195,AWS,2026-07,0.0,0.0,360687,0.18,SQS,Dead letter queue
Finance-Systems,blob-04ec237,AZURE,2026-07,0.0,7561.3,75905,224.36,Blob Storage,Backup storage
Production-Secondary,ec-040f964,AWS,2026-07,797.6,0.0,0,565.70,ElastiCache,Redis production cluster
Production-Secondary,fs-03fe898,GCP,2026-07,1223.5,83.5,50044812,689.53,Firestore,User profiles DB
Shared-Services,app-0707433,AZURE,2026-07,1097.4,0.0,0,684.49,App Service,Web app P1v3
Partner-Integration,azmon-0b82239,AZURE,2026-07,0.0,237.1,31928356,337.25,Azure Monitor,Logs and metrics
Shared-Services,rds-0643416,AWS,2026-07,756.9,211.3,0,703.09,RDS,db.t3.large development DB
DevOps-Central,blob-0431268,AZURE,2026-07,0.0,5350.5,0,536.75,Blob Storage,Security audit logs
Staging-Env,bq-0cb3759,GCP,2026-07,0.0,9342.0,0,3671.15,BigQuery,ML training datasets
Production-Main,cf-0a1d761,AWS,2026-07,0.0,0.0,71014692,357.44,CloudFront,CDN API distribution
Customer-Portal,vpn-0562398,AWS,2026-07,991.6,0.0,0,245.68,VPN Gateway,Client VPN endpoint
DevOps-Central,ddb-0ec7667,AWS,2026-07,930.3,12.6,6320221,108.96,DynamoDB,Config store table
Finance-Systems,gcs-022c243,GCP,2026-07,0.0,449.7,7012496,81.20,Cloud Storage,Temp processing bucket
IoT-Platform,fs-06ab458,GCP,2026-07,836.9,23.1,56967366,612.44,Firestore,Session store
Customer-Portal,ses-05b1907,AWS,2026-07,0.0,0.0,770169,0.91,SES,Marketing email
IoT-Platform,cr-0fe5621,GCP,2026-07,512.7,0.0,4216230,439.04,Cloud Run,Webhook handler
Production-Secondary,app-0680416,AZURE,2026-07,696.0,0.0,0,110.01,App Service,Web app B1
Marketing-Platform,ca-0d87226,GCP,2026-07,0.0,0.0,71626538,272.22,Cloud Armor,WAF policies
Data-Science,rds-0133470,AWS,2026-07,794.0,213.4,0,707.72,RDS,db.t3.large development DB
Security-Ops,ps-0e6d862,GCP,2026-07,0.0,0.0,37462700,465.48,Pub/Sub,Event streaming
Production-Secondary,r53-10de681,AWS,2026-07,0.0,0.0,7364227,10.96,Route 53,Health checks
Customer-Portal,sqldb-0aef333,AZURE,2026-07,685.5,465.7,0,2669.94,SQL Database,Premium P1 analytics
Edge-Network,ebs-0da6405,AWS,2026-07,0.0,142.2,0,17.24,EBS,gp3 volumes staging
DevOps-Central,vpn-00cd561,AWS,2026-07,534.9,0.0,0,273.67,VPN Gateway,Site-to-site VPN
Internal-Tools,ec-073e687,AWS,2026-07,675.7,0.0,0,479.37,ElastiCache,Redis production cluster
Internal-Tools,gke-06b8573,GCP,2026-07,748.8,0.0,0,2132.71,GKE,Production API cluster
Compliance-Audit,s3-0d2d241,AWS,2026-07,0.0,51.9,24794220,162.46,S3,Static website hosting
Marketing-Platform,vai-0acd729,GCP,2026-07,716.5,0.0,0,3685.41,Vertex AI,Training pipelines
Production-Secondary,ps-0670812,GCP,2026-07,0.0,0.0,16676639,210.74,Pub/Sub,Data pipeline
Production-Secondary,redis-1115354,AZURE,2026-07,960.8,0.0,0,1132.08,Azure Cache for Redis,Premium P1 cache
ML-Training,ebs-037b837,AWS,2026-07,0.0,656.8,0,416.35,EBS,io2 volumes database
DevOps-Central,r53-0abf412,AWS,2026-07,0.0,0.0,8360599,12.71,Route 53,Health checks
IoT-Platform,bq-0a5e886,GCP,2026-07,0.0,2675.2,0,1064.19,BigQuery,BI reporting views
Finance-Systems,sqldb-0fad517,AZURE,2026-07,996.4,336.6,0,1627.55,SQL Database,Standard S3 production
DR-Recovery,fd-05f1355,AZURE,2026-07,0.0,0.0,84165285,639.81,Front Door,Global load balancer
Marketing-Platform,r53-0873117,AWS,2026-07,0.0,0.0,69209353,100.17,Route 53,DNS hosting
Finance-Systems,rds-023c556,AWS,2026-07,1039.9,721.3,0,2623.11,RDS,db.r5.xlarge PostgreSQL primary
Production-Main,clog-08cc138,GCP,2026-07,0.0,298.1,0,76.93,Cloud Logging,Audit logs
Data-Science,rs-116d833,AWS,2026-07,742.7,2097.8,0,3722.42,Redshift,Data warehouse cluster
Security-Ops,sqldb-116a549,AZURE,2026-07,1005.3,69.3,0,205.99,SQL Database,Basic dev database
Edge-Network,vpn-04e0116,AWS,2026-07,689.6,0.0,0,172.92,VPN Gateway,Client VPN endpoint
Partner-Integration,mem-0b49465,GCP,2026-07,252.2,0.0,0,185.06,Memorystore,Redis staging cache
Production-Secondary,blob-0837822,AZURE,2026-07,0.0,7213.4,2676697,390.87,Blob Storage,Data lake storage
Shared-Services,ado-01c4881,AZURE,2026-07,0.0,103.0,0,26.04,Azure DevOps,Artifacts storage
Data-Science,clog-092e252,GCP,2026-07,0.0,278.2,0,69.09,Cloud Logging,Audit logs
Marketing-Platform,ps-01f8386,GCP,2026-07,0.0,0.0,20108186,244.20,Pub/Sub,Data pipeline
DevOps-Central,aks-0e16624,AZURE,2026-07,456.9,0.0,0,700.00,AKS,Dev K8s cluster
