project.id,resource.name,usage_start_time,usage.amount_compute,usage.amount_storage,usage.amount_api,cost,service.description,sku.description
Internal-Tools,gke-02d2760,2026-06,4649.0,0.0,0,9298.07,GKE,GPU node pool
Production-Secondary,csql-070a801,2026-06,638.9,443.6,0,1259.95,Cloud SQL,MySQL analytics
Data-Science,gke-012c228,2026-06,3760.6,0.0,0,7521.1,GKE,GPU node pool
IoT-Platform,cr-0c2a220,2026-06,322.3,0.0,1342855,279.32,Cloud Run,Image processor
Security-Ops,vai-016f381,2026-06,656.6,0.0,7295794,1422.68,Vertex AI,Model serving endpoints
Security-Ops,ps-098b992,2026-06,0.0,0.0,28244065,353.05,Pub/Sub,Event streaming
Staging-Env,gcs-0876450,2026-06,0.0,19223.2,48056,192.24,Cloud Storage,Archive bucket
Marketing-Platform,gke-114e881,2026-06,4016.7,0.0,0,8033.28,GKE,GPU node pool
Production-Main,cmon-0049683,2026-06,0.0,0.0,23517618,188.14,Cloud Monitoring,Metrics and alerting
Data-Science,bq-09d9422,2026-06,0.0,1627.6,0,651.04,BigQuery,BI reporting views
Production-Main,cmon-112d573,2026-06,0.0,0.0,22304386,178.43,Cloud Monitoring,Metrics and alerting
Staging-Env,bq-094e546,2026-06,0.0,1879.3,0,751.73,BigQuery,BI reporting views
Analytics-Platform,bq-0855409,2026-06,0.0,2481.4,0,992.54,BigQuery,BI reporting views
Edge-Network,csql-0f1b746,2026-06,751.0,208.6,0,902.09,Cloud SQL,PostgreSQL replica
IoT-Platform,df-035f202,2026-06,497.4,0.0,0,1210.44,Dataflow,Batch pipeline
Analytics-Platform,cdns-00b5600,2026-06,0.0,0.0,24081045,36.12,Cloud DNS,DNS zones
IoT-Platform,gke-0ff2384,2026-06,2633.1,0.0,0,5266.22,GKE,ML training cluster
Staging-Env,vai-113c698,2026-06,450.5,0.0,0,2252.82,Vertex AI,Training pipelines
Finance-Systems,mem-0229681,2026-06,451.3,0.0,0,324.92,Memorystore,Redis staging cache
Finance-Systems,cr-069b523,2026-06,312.4,0.0,2603682,270.79,Cloud Run,Webhook handler
Analytics-Platform,cdns-0738745,2026-06,0.0,0.0,22240516,33.36,Cloud DNS,DNS zones
Edge-Network,df-0e6f587,2026-06,654.6,0.0,0,1592.64,Dataflow,Streaming pipeline
Internal-Tools,gke-044b696,2026-06,608.8,0.0,0,1826.36,GKE,Production API cluster
Data-Science,cr-0125601,2026-06,277.0,0.0,2307945,240.03,Cloud Run,Webhook handler
Analytics-Platform,ps-0e4f411,2026-06,0.0,0.0,38823559,485.3,Pub/Sub,Log forwarding
Staging-Env,fs-0818568,2026-06,846.8,58.8,35281256,485.12,Firestore,User profiles DB
Analytics-Platform,cr-0795973,2026-06,220.7,0.0,919604,191.28,Cloud Run,Image processor
Marketing-Platform,gcf-0d8a232,2026-06,0.0,0.0,7034323,105.52,Cloud Functions,Auth handlers
Marketing-Platform,gke-01f0606,2026-06,529.5,0.0,0,1588.42,GKE,Production API cluster
Analytics-Platform,csql-00a6170,2026-06,837.4,232.6,0,1345.43,Cloud SQL,PostgreSQL primary
IoT-Platform,csp-035a467,2026-06,898.1,124.7,62367051,5463.35,Cloud Spanner,Global transaction DB
Marketing-Platform,gcf-1164171,2026-06,0.0,0.0,1939957,29.1,Cloud Functions,Scheduled tasks
Partner-Integration,vai-03b6866,2026-06,636.5,0.0,0,3182.75,Vertex AI,Training pipelines
Marketing-Platform,gke-0840185,2026-06,4019.6,0.0,0,8039.17,GKE,GPU node pool
Data-Science,ca-012f338,2026-06,0.0,0.0,126913708,475.93,Cloud Armor,WAF policies
Production-Main,vai-0ab6883,2026-06,773.3,0.0,8591662,1675.38,Vertex AI,Model serving endpoints
Marketing-Platform,csp-0893632,2026-06,985.2,136.9,68420754,5993.65,Cloud Spanner,Global transaction DB
Staging-Env,gcs-049f340,2026-06,0.0,13858.2,4619426,415.75,Cloud Storage,Data lake bucket
Marketing-Platform,mem-0d11525,2026-06,492.5,0.0,0,354.59,Memorystore,Redis staging cache
Data-Science,csp-06e0923,2026-06,650.8,90.4,45197192,3959.28,Cloud Spanner,Global transaction DB
Production-Main,vai-0a19252,2026-06,753.9,0.0,8376341,1633.39,Vertex AI,Model serving endpoints
IoT-Platform,gke-0811879,2026-06,459.3,0.0,0,1377.86,GKE,Batch processing cluster
Finance-Systems,gcs-0eac954,2026-06,0.0,11328.9,3776301,339.86,Cloud Storage,Data lake bucket
IoT-Platform,gke-1010325,2026-06,434.4,0.0,0,1303.18,GKE,Batch processing cluster
Partner-Integration,gke-03bf793,2026-06,739.2,0.0,0,2217.65,GKE,Production API cluster
Edge-Network,gcf-053e433,2026-06,0.0,0.0,27531731,412.98,Cloud Functions,Pub/Sub processors
Partner-Integration,gcs-1123684,2026-06,0.0,19332.4,48329,193.32,Cloud Storage,Archive bucket
Internal-Tools,gke-1001633,2026-06,559.3,0.0,0,1678.13,GKE,Production API cluster
Production-Main,cdns-004c833,2026-06,0.0,0.0,16859628,25.29,Cloud DNS,DNS zones
Analytics-Platform,csql-080c279,2026-06,728.4,202.3,0,875.09,Cloud SQL,PostgreSQL replica
Internal-Tools,cr-0dff606,2026-06,778.6,0.0,16222394,1168.01,Cloud Run,API gateway service
Staging-Env,gcf-104c819,2026-06,0.0,0.0,14492434,217.39,Cloud Functions,Data triggers
IoT-Platform,bq-0358745,2026-06,0.0,12816.8,0,5126.74,BigQuery,ML training datasets
Partner-Integration,vai-0d58936,2026-06,703.4,0.0,0,3517.06,Vertex AI,Training pipelines
Security-Ops,bq-0ea7997,2026-06,0.0,1800.2,0,720.1,BigQuery,BI reporting views
Staging-Env,vai-0fb5320,2026-06,605.3,0.0,0,3026.8,Vertex AI,Training pipelines
Finance-Systems,csql-0234326,2026-06,689.2,191.5,0,828.05,Cloud SQL,PostgreSQL replica
Production-Secondary,ps-04ae119,2026-06,0.0,0.0,13590453,169.88,Pub/Sub,Data pipeline
Data-Science,cr-0126386,2026-06,542.9,0.0,2261913,705.72,Cloud Run,ETL pipeline service
Security-Ops,gke-0885864,2026-06,3741.5,0.0,0,7482.99,GKE,GPU node pool
Analytics-Platform,fs-04c6485,2026-06,900.5,62.5,37520254,515.91,Firestore,User profiles DB
Analytics-Platform,csp-0b45210,2026-06,745.1,103.5,51739192,4532.35,Cloud Spanner,Global transaction DB
Edge-Network,ps-0656496,2026-06,0.0,0.0,42187644,527.35,Pub/Sub,Log forwarding
Security-Ops,ps-0ed2729,2026-06,0.0,0.0,30194398,377.42,Pub/Sub,Event streaming
Edge-Network,bq-0c3f361,2026-06,0.0,6537.0,0,2614.79,BigQuery,Analytics data warehouse
IoT-Platform,csql-107e386,2026-06,852.7,236.8,0,1024.4,Cloud SQL,PostgreSQL replica
Data-Science,gcf-0fcd366,2026-06,0.0,0.0,11942148,179.14,Cloud Functions,Data triggers
Customer-Portal,gcf-066a392,2026-06,0.0,0.0,13528298,202.93,Cloud Functions,Data triggers
Security-Ops,ca-0f36993,2026-06,0.0,0.0,91944455,344.79,Cloud Armor,WAF policies
Security-Ops,cdns-0ebc188,2026-06,0.0,0.0,23980620,35.96,Cloud DNS,DNS zones
Internal-Tools,gke-02d1750,2026-06,597.6,0.0,0,1792.86,GKE,Production API cluster
Production-Secondary,df-008a884,2026-06,825.4,0.0,0,2008.43,Dataflow,Streaming pipeline
Production-Main,gcs-0052261,2026-06,0.0,479.3,7669351,88.68,Cloud Storage,Temp processing bucket
Edge-Network,gcf-0ddd914,2026-06,0.0,0.0,6716981,100.76,Cloud Functions,Auth handlers
Edge-Network,gcf-0ac9744,2026-06,0.0,0.0,25443490,381.66,Cloud Functions,Pub/Sub processors
Finance-Systems,gcf-0c5d229,2026-06,0.0,0.0,11363387,170.44,Cloud Functions,Data triggers
IoT-Platform,cr-07c2911,2026-06,502.2,0.0,4184791,435.22,Cloud Run,Webhook handler
Data-Science,gcs-06b9860,2026-06,0.0,10981.3,274535,252.56,Cloud Storage,Backup bucket
Internal-Tools,gcs-0e2f639,2026-06,0.0,420.3,6725022,77.76,Cloud Storage,Temp processing bucket
IoT-Platform,cr-0353556,2026-06,428.4,0.0,1784974,556.91,Cloud Run,ETL pipeline service
Partner-Integration,df-0ade476,2026-06,1037.5,0.0,0,2524.26,Dataflow,Streaming pipeline
Analytics-Platform,mem-1058605,2026-06,466.6,0.0,0,335.95,Memorystore,Redis production cache
Customer-Portal,clog-0de0960,2026-06,0.0,631.3,0,157.84,Cloud Logging,Application logs
Data-Science,ps-0123564,2026-06,0.0,0.0,19874120,248.43,Pub/Sub,Event streaming
Marketing-Platform,fs-01f4370,2026-06,571.5,15.9,39687723,416.72,Firestore,Session store
Data-Science,clog-06dc217,2026-06,0.0,249.7,0,62.41,Cloud Logging,Audit logs
IoT-Platform,csql-034c176,2026-06,966.4,268.4,0,1552.66,Cloud SQL,PostgreSQL primary
Production-Secondary,mem-0096498,2026-06,374.4,0.0,0,269.55,Memorystore,Redis staging cache
Shared-Services,gcs-01a7453,2026-06,0.0,3755.9,3755892,272.3,Cloud Storage,Media assets bucket
Analytics-Platform,csql-0946366,2026-06,522.7,363.0,0,1030.88,Cloud SQL,MySQL analytics
Marketing-Platform,gcf-0202117,2026-06,0.0,0.0,2064849,30.97,Cloud Functions,Scheduled tasks
Analytics-Platform,gke-057b474,2026-06,5327.2,0.0,0,10654.53,GKE,GPU node pool
Analytics-Platform,cr-0428733,2026-06,559.4,0.0,2330902,727.25,Cloud Run,ETL pipeline service
Partner-Integration,cmon-03bb762,2026-06,0.0,0.0,40141824,321.13,Cloud Monitoring,Metrics and alerting
Customer-Portal,gcs-097b639,2026-06,0.0,20034.8,50086,200.35,Cloud Storage,Archive bucket
IoT-Platform,csql-07df484,2026-06,1073.6,298.2,0,1724.95,Cloud SQL,PostgreSQL primary
Marketing-Platform,clog-01fc511,2026-06,0.0,560.9,0,140.22,Cloud Logging,Application logs
Security-Ops,bq-0166748,2026-06,0.0,9041.6,0,3616.63,BigQuery,ML training datasets
Analytics-Platform,gke-0717726,2026-06,589.5,0.0,0,1768.36,GKE,Batch processing cluster
Partner-Integration,gke-03c0738,2026-06,4598.4,0.0,0,9196.82,GKE,GPU node pool
Analytics-Platform,fs-10c4798,2026-06,1107.2,30.8,76886934,807.31,Firestore,Session store
IoT-Platform,bq-0bb6584,2026-06,0.0,3607.3,0,1442.92,BigQuery,BI reporting views
Analytics-Platform,bq-0bb4634,2026-06,0.0,14513.2,0,5805.25,BigQuery,ML training datasets
Finance-Systems,gcs-1168650,2026-06,0.0,11910.6,3970204,357.32,Cloud Storage,Data lake bucket
Staging-Env,cdns-064f880,2026-06,0.0,0.0,19925589,29.89,Cloud DNS,DNS zones
Analytics-Platform,gcs-0f70340,2026-06,0.0,2487.1,2487052,180.3,Cloud Storage,Media assets bucket
Staging-Env,gcs-0b01292,2026-06,0.0,16169.2,40422,161.7,Cloud Storage,Archive bucket
Staging-Env,gcs-07ed975,2026-06,0.0,15812.8,5270953,474.39,Cloud Storage,Data lake bucket
Shared-Services,gcs-06e7706,2026-06,0.0,3585.1,3585062,259.91,Cloud Storage,Media assets bucket
Finance-Systems,gcs-0bb7444,2026-06,0.0,3386.6,3386719,245.54,Cloud Storage,Media assets bucket
Edge-Network,fs-0544510,2026-06,581.5,16.1,40377835,423.97,Firestore,Session store
Customer-Portal,gcf-0715545,2026-06,0.0,0.0,14071471,211.07,Cloud Functions,Data triggers
Staging-Env,vai-0838396,2026-06,527.8,0.0,0,2638.98,Vertex AI,Training pipelines
Data-Science,gcf-0932830,2026-06,0.0,0.0,8148412,122.22,Cloud Functions,Auth handlers
Security-Ops,csql-0168938,2026-06,681.0,189.2,0,818.09,Cloud SQL,PostgreSQL replica
Partner-Integration,df-077b363,2026-06,1058.9,0.0,0,2576.43,Dataflow,Streaming pipeline
Data-Science,gcf-08b4980,2026-06,0.0,0.0,9922524,148.83,Cloud Functions,Auth handlers
Customer-Portal,ps-108d962,2026-06,0.0,0.0,53162142,664.53,Pub/Sub,Log forwarding
IoT-Platform,csql-105d913,2026-06,917.1,254.7,0,1473.44,Cloud SQL,PostgreSQL primary
Marketing-Platform,gke-0e46732,2026-06,2664.0,0.0,0,5328.11,GKE,ML training cluster
Data-Science,clog-0131653,2026-06,0.0,278.3,0,69.56,Cloud Logging,Audit logs
Analytics-Platform,gcs-00a2348,2026-06,0.0,10251.2,256280,235.78,Cloud Storage,Backup bucket
Data-Science,gcf-0e0a728,2026-06,0.0,0.0,9712158,145.68,Cloud Functions,Auth handlers
Data-Science,gcs-0dbd892,2026-06,0.0,11628.5,290714,267.44,Cloud Storage,Backup bucket
Analytics-Platform,cr-00b8695,2026-06,658.3,0.0,13715163,987.49,Cloud Run,API gateway service
Customer-Portal,clog-0c48906,2026-06,0.0,548.7,0,137.19,Cloud Logging,Application logs
Production-Main,csql-004a734,2026-06,803.6,558.1,0,1584.95,Cloud SQL,MySQL analytics
Analytics-Platform,gcs-0423920,2026-06,0.0,11159.4,3719772,334.78,Cloud Storage,Data lake bucket
Partner-Integration,vai-0ec3418,2026-06,562.5,0.0,0,2812.58,Vertex AI,Training pipelines
Edge-Network,bq-0743744,2026-06,0.0,4841.9,0,1936.76,BigQuery,Log analytics
Edge-Network,gcf-030c226,2026-06,0.0,0.0,6384073,95.76,Cloud Functions,Auth handlers
Internal-Tools,cr-02e0943,2026-06,596.4,0.0,2485158,775.37,Cloud Run,ETL pipeline service
IoT-Platform,fs-0936943,2026-06,989.0,68.7,41207829,566.61,Firestore,User profiles DB
Finance-Systems,csql-1161612,2026-06,719.4,199.8,0,1155.86,Cloud SQL,PostgreSQL primary
Analytics-Platform,cr-0fca228,2026-06,688.2,0.0,14338489,1032.37,Cloud Run,API gateway service
Data-Science,mem-0d94995,2026-06,909.6,0.0,0,654.88,Memorystore,Redis production cache
Marketing-Platform,cdns-01fd830,2026-06,0.0,0.0,14544795,21.82,Cloud DNS,DNS zones
Finance-Systems,cr-0231576,2026-06,840.6,0.0,17511754,1260.85,Cloud Run,API gateway service
Internal-Tools,gke-02d3277,2026-06,648.7,0.0,0,1946.14,GKE,Batch processing cluster
Analytics-Platform,mem-0bc6853,2026-06,365.4,0.0,0,263.09,Memorystore,Redis staging cache
Edge-Network,vai-0305406,2026-06,661.9,0.0,7354768,1434.18,Vertex AI,Model serving endpoints
Production-Secondary,fs-03fe898,2026-06,1132.9,78.6,47203594,649.05,Firestore,User profiles DB
Staging-Env,bq-0cb3759,2026-06,0.0,8727.3,0,3490.92,BigQuery,ML training datasets
Finance-Systems,gcs-022c243,2026-06,0.0,414.7,6634774,76.71,Cloud Storage,Temp processing bucket
IoT-Platform,fs-06ab458,2026-06,787.4,21.9,54678441,574.13,Firestore,Session store
IoT-Platform,cr-0fe5621,2026-06,479.9,0.0,3999308,415.93,Cloud Run,Webhook handler
Marketing-Platform,ca-0d87226,2026-06,0.0,0.0,67703743,253.88,Cloud Armor,WAF policies
Security-Ops,ps-0e6d862,2026-06,0.0,0.0,34813186,435.16,Pub/Sub,Event streaming
Internal-Tools,gke-06b8573,2026-06,681.1,0.0,0,2043.29,GKE,Production API cluster
Marketing-Platform,vai-0acd729,2026-06,688.3,0.0,0,3441.4,Vertex AI,Training pipelines
Production-Secondary,ps-0670812,2026-06,0.0,0.0,15375596,192.19,Pub/Sub,Data pipeline
IoT-Platform,bq-0a5e886,2026-06,0.0,2527.6,0,1011.05,BigQuery,BI reporting views
Production-Main,clog-08cc138,2026-06,0.0,282.7,0,70.67,Cloud Logging,Audit logs
Partner-Integration,mem-0b49465,2026-06,236.7,0.0,0,170.41,Memorystore,Redis staging cache
Data-Science,clog-092e252,2026-06,0.0,257.2,0,64.29,Cloud Logging,Audit logs
Marketing-Platform,ps-01f8386,2026-06,0.0,0.0,18526243,231.58,Pub/Sub,Data pipeline
Staging-Env,csp-00ff406,2026-06,587.8,81.6,40822767,3576.07,Cloud Spanner,Global transaction DB
Analytics-Platform,vai-0e19502,2026-06,196.2,0.0,0,981.29,Vertex AI,AutoML jobs
Internal-Tools,gke-0cab252,2026-06,644.3,0.0,0,1932.88,GKE,Production API cluster
Internal-Tools,clog-0d2a461,2026-06,0.0,544.1,0,136.03,Cloud Logging,Application logs
Internal-Tools,cr-08e3742,2026-06,988.4,0.0,20591738,1482.6,Cloud Run,API gateway service
Staging-Env,vai-04fe557,2026-06,203.3,0.0,0,1016.38,Vertex AI,AutoML jobs
IoT-Platform,mem-0362959,2026-06,349.9,0.0,0,251.92,Memorystore,Redis staging cache
Partner-Integration,ps-0eee659,2026-06,0.0,0.0,37941437,474.27,Pub/Sub,Event streaming
Staging-Env,gcs-0956604,2026-06,0.0,17847.2,44617,178.47,Cloud Storage,Archive bucket
Internal-Tools,gcs-098f275,2026-06,0.0,373.0,5969964,69.03,Cloud Storage,Temp processing bucket
Production-Main,gcs-0054726,2026-06,0.0,17887.2,5962389,536.62,Cloud Storage,Data lake bucket
Staging-Env,bq-00fb170,2026-06,0.0,8701.6,0,3480.62,BigQuery,ML training datasets
Data-Science,bq-011e164,2026-06,0.0,7267.1,0,2906.85,BigQuery,Analytics data warehouse
Internal-Tools,gcs-0bfc844,2026-06,0.0,2383.1,1191529,369.37,Cloud Storage,Model artifacts
Analytics-Platform,cr-0eab693,2026-06,432.4,0.0,1801912,562.2,Cloud Run,ETL pipeline service
Analytics-Platform,mem-05f3682,2026-06,633.3,0.0,0,455.98,Memorystore,Redis production cache
Staging-Env,bq-0662637,2026-06,0.0,1533.1,0,613.19,BigQuery,BI reporting views
Data-Science,cr-0726598,2026-06,578.9,0.0,2412108,752.58,Cloud Run,ETL pipeline service
Data-Science,clog-0a7e301,2026-06,0.0,502.9,0,125.74,Cloud Logging,Application logs
Data-Science,cr-117a251,2026-06,341.5,0.0,1423256,296.04,Cloud Run,Image processor
Analytics-Platform,cmon-048b548,2026-06,0.0,0.0,20186755,161.49,Cloud Monitoring,Metrics and alerting
Marketing-Platform,cr-01f7175,2026-06,521.9,0.0,2174512,678.45,Cloud Run,ETL pipeline service
Internal-Tools,gke-0723395,2026-06,664.2,0.0,0,1992.56,GKE,Production API cluster
Production-Main,gcs-0cc1765,2026-06,0.0,23990.9,59976,239.91,Cloud Storage,Archive bucket
Staging-Env,gcf-0c8e538,2026-06,0.0,0.0,27346642,410.21,Cloud Functions,Pub/Sub processors
Security-Ops,mem-0163703,2026-06,626.6,0.0,0,451.17,Memorystore,Redis production cache
Customer-Portal,gcf-0429675,2026-06,0.0,0.0,13964990,209.48,Cloud Functions,Data triggers
IoT-Platform,csql-057c410,2026-06,896.8,249.1,0,1440.78,Cloud SQL,PostgreSQL primary
Staging-Env,gcs-08f2137,2026-06,0.0,15666.5,39165,156.67,Cloud Storage,Archive bucket
Customer-Portal,fs-0821122,2026-06,803.1,55.9,33463611,460.12,Firestore,User profiles DB
Analytics-Platform,clog-0a78329,2026-06,0.0,473.0,0,118.27,Cloud Logging,Application logs
Analytics-Platform,bq-08d4406,2026-06,0.0,2130.6,0,852.23,BigQuery,BI reporting views
Finance-Systems,clog-023a470,2026-06,0.0,213.9,0,53.49,Cloud Logging,Audit logs
Security-Ops,bq-0b46741,2026-06,0.0,7413.4,0,2965.35,BigQuery,Analytics data warehouse
Marketing-Platform,cr-10aa944,2026-06,453.8,0.0,1890708,589.9,Cloud Run,ETL pipeline service
Production-Main,cmon-0a6d976,2026-06,0.0,0.0,27032034,216.25,Cloud Monitoring,Metrics and alerting
Analytics-Platform,bq-04ee997,2026-06,0.0,15436.5,0,6174.6,BigQuery,ML training datasets
Data-Science,csql-0443816,2026-06,714.0,495.9,0,1408.21,Cloud SQL,MySQL analytics
Analytics-Platform,cr-00ba535,2026-06,514.4,0.0,2143290,668.71,Cloud Run,ETL pipeline service
Data-Science,clog-0f9e217,2026-06,0.0,434.9,0,108.75,Cloud Logging,Application logs
Shared-Services,gcs-0d20611,2026-06,0.0,530.8,8492070,98.19,Cloud Storage,Temp processing bucket
Production-Secondary,vai-105f825,2026-06,225.8,0.0,0,1128.84,Vertex AI,AutoML jobs
Partner-Integration,vai-1186733,2026-06,620.1,0.0,0,3100.28,Vertex AI,Training pipelines
Analytics-Platform,bq-09ec448,2026-06,0.0,2010.6,0,804.23,BigQuery,BI reporting views
Staging-Env,gcs-08f9516,2026-06,0.0,17926.8,44816,179.27,Cloud Storage,Archive bucket
Customer-Portal,mem-0277393,2026-06,387.0,0.0,0,278.64,Memorystore,Redis staging cache
Marketing-Platform,ps-0c52845,2026-06,0.0,0.0,46136830,576.71,Pub/Sub,Log forwarding
Staging-Env,cr-0448765,2026-06,717.2,0.0,2988137,932.3,Cloud Run,ETL pipeline service
Marketing-Platform,cdns-0edd593,2026-06,0.0,0.0,14331976,21.51,Cloud DNS,DNS zones
Security-Ops,bq-1170876,2026-06,0.0,1797.2,0,718.88,BigQuery,BI reporting views
Analytics-Platform,clog-06d5147,2026-06,0.0,403.0,0,100.76,Cloud Logging,Application logs
IoT-Platform,csql-09b6525,2026-06,945.1,262.5,0,1518.42,Cloud SQL,PostgreSQL primary
Marketing-Platform,mem-0c1f707,2026-06,563.6,0.0,0,405.77,Memorystore,Redis production cache
IoT-Platform,bq-0356304,2026-06,0.0,6766.6,0,2706.62,BigQuery,Analytics data warehouse
Production-Secondary,ca-0099778,2026-06,0.0,0.0,111432494,417.87,Cloud Armor,WAF policies
Edge-Network,ps-02fd764,2026-06,0.0,0.0,46606246,582.58,Pub/Sub,Log forwarding
Security-Ops,ca-0b40128,2026-06,0.0,0.0,96038424,360.14,Cloud Armor,WAF policies
IoT-Platform,csql-0938911,2026-06,770.2,213.9,0,1237.47,Cloud SQL,PostgreSQL primary
Shared-Services,gcs-1094454,2026-06,0.0,7455.7,186389,171.48,Cloud Storage,Backup bucket
Staging-Env,gcs-085c168,2026-06,0.0,11501.6,3833879,345.05,Cloud Storage,Data lake bucket
Finance-Systems,clog-0ec6304,2026-06,0.0,225.7,0,56.43,Cloud Logging,Audit logs
Production-Secondary,vai-0094955,2026-06,622.8,0.0,0,3113.79,Vertex AI,Training pipelines
Marketing-Platform,cdns-041b779,2026-06,0.0,0.0,14465946,21.7,Cloud DNS,DNS zones
Customer-Portal,bq-0615458,2026-06,0.0,977.8,0,391.13,BigQuery,Data export queries
Data-Science,mem-0129294,2026-06,352.3,0.0,0,253.68,Memorystore,Redis staging cache
Production-Main,cdns-06c9194,2026-06,0.0,0.0,18264660,27.4,Cloud DNS,DNS zones
Data-Science,gke-012b441,2026-06,1588.5,0.0,0,3176.95,GKE,ML training cluster
Production-Secondary,clog-0091888,2026-06,0.0,497.1,0,124.26,Cloud Logging,Application logs
Analytics-Platform,gcs-0c3d467,2026-06,0.0,2391.9,2391839,173.4,Cloud Storage,Media assets bucket
Staging-Env,cdns-1139865,2026-06,0.0,0.0,15753791,23.63,Cloud DNS,DNS zones
Security-Ops,gcs-0161732,2026-06,0.0,6562.5,164062,150.94,Cloud Storage,Backup bucket
Analytics-Platform,csql-0e53229,2026-06,736.9,204.7,0,885.3,Cloud SQL,PostgreSQL replica
Production-Main,ca-07a3445,2026-06,0.0,0.0,110422465,414.08,Cloud Armor,WAF policies
Partner-Integration,gcs-06f1329,2026-06,0.0,17610.2,44024,176.1,Cloud Storage,Archive bucket
Production-Secondary,vai-112f326,2026-06,661.9,0.0,0,3309.03,Vertex AI,Training pipelines
Staging-Env,gcs-043e773,2026-06,0.0,11613.2,3871090,348.4,Cloud Storage,Data lake bucket
Shared-Services,clog-0ca9614,2026-06,0.0,278.1,0,69.53,Cloud Logging,Audit logs
Staging-Env,fs-0414599,2026-06,601.3,16.7,41759536,438.47,Firestore,Session store
Finance-Systems,cr-0f69206,2026-06,645.3,0.0,2688660,838.86,Cloud Run,ETL pipeline service
Finance-Systems,cr-0983776,2026-06,274.4,0.0,2286931,237.85,Cloud Run,Webhook handler
Analytics-Platform,clog-10d3731,2026-06,0.0,416.4,0,104.12,Cloud Logging,Application logs
Data-Science,gke-012d310,2026-06,600.4,0.0,0,1801.27,GKE,Batch processing cluster
Security-Ops,clog-06f4781,2026-06,0.0,538.1,0,134.52,Cloud Logging,Application logs
Analytics-Platform,mem-0be0769,2026-06,390.1,0.0,0,280.85,Memorystore,Redis staging cache
Analytics-Platform,ps-00b0784,2026-06,0.0,0.0,43955790,549.45,Pub/Sub,Log forwarding
Data-Science,cmon-0119114,2026-06,0.0,0.0,37604321,300.83,Cloud Monitoring,Metrics and alerting
Marketing-Platform,mem-0bec716,2026-06,641.6,0.0,0,461.96,Memorystore,Redis production cache
Analytics-Platform,clog-00b2916,2026-06,0.0,424.2,0,106.06,Cloud Logging,Application logs
IoT-Platform,cr-07ba478,2026-06,614.4,0.0,12800667,921.65,Cloud Run,API gateway service
Staging-Env,gcf-07b5689,2026-06,0.0,0.0,6878291,103.18,Cloud Functions,Auth handlers
Marketing-Platform,csp-059d134,2026-06,1066.4,148.2,74055728,6487.28,Cloud Spanner,Global transaction DB
Marketing-Platform,gcf-0b09565,2026-06,0.0,0.0,2070736,31.07,Cloud Functions,Scheduled tasks
Edge-Network,vai-0cfa846,2026-06,675.7,0.0,7508463,1464.15,Vertex AI,Model serving endpoints
Marketing-Platform,gke-10ee847,2026-06,4305.7,0.0,0,8611.49,GKE,GPU node pool
Data-Science,bq-011d724,2026-06,0.0,1859.2,0,743.68,BigQuery,BI reporting views
Analytics-Platform,vai-108c424,2026-06,228.9,0.0,0,1144.68,Vertex AI,AutoML jobs
IoT-Platform,csp-0ba0507,2026-06,1014.0,140.8,70412716,6168.15,Cloud Spanner,Global transaction DB
Security-Ops,ca-0176613,2026-06,0.0,0.0,112350408,421.31,Cloud Armor,WAF policies
Staging-Env,gke-0c35243,2026-06,717.6,0.0,0,2152.68,GKE,Production API cluster
Marketing-Platform,mem-0fe3237,2026-06,559.7,0.0,0,402.98,Memorystore,Redis production cache
Data-Science,gcf-08ad127,2026-06,0.0,0.0,10410958,156.16,Cloud Functions,Auth handlers
Finance-Systems,gcf-08be587,2026-06,0.0,0.0,14947360,224.2,Cloud Functions,Data triggers
Marketing-Platform,cmon-01fe252,2026-06,0.0,0.0,31905986,255.25,Cloud Monitoring,Metrics and alerting
Edge-Network,csql-10c6860,2026-06,683.5,189.9,0,821.14,Cloud SQL,PostgreSQL replica
Edge-Network,gke-0737724,2026-06,654.2,0.0,0,1962.67,GKE,Production API cluster
Security-Ops,bq-0164326,2026-06,0.0,1833.1,0,733.24,BigQuery,Data export queries
Edge-Network,gke-0422340,2026-06,749.0,0.0,0,2246.98,GKE,Production API cluster
Edge-Network,gke-09da268,2026-06,961.1,0.0,0,2883.32,GKE,Production API cluster
Shared-Services,clog-10eb198,2026-06,0.0,252.7,0,63.17,Cloud Logging,Audit logs
Marketing-Platform,mem-0206894,2026-06,449.3,0.0,0,323.49,Memorystore,Redis staging cache
Shared-Services,gcs-0cc2493,2026-06,0.0,3123.4,3123365,226.44,Cloud Storage,Media assets bucket
Security-Ops,cdns-0449810,2026-06,0.0,0.0,24590930,36.88,Cloud DNS,DNS zones
Staging-Env,gke-0f11337,2026-06,3090.3,0.0,0,6180.61,GKE,ML training cluster
IoT-Platform,cr-0e01602,2026-06,414.4,0.0,1726498,538.67,Cloud Run,ETL pipeline service
Finance-Systems,cr-0232515,2026-06,329.3,0.0,2744293,285.41,Cloud Run,Webhook handler
Customer-Portal,gcs-0a82442,2026-06,0.0,21821.2,54551,218.21,Cloud Storage,Archive bucket
Finance-Systems,gcs-040c806,2026-06,0.0,456.5,7302978,84.44,Cloud Storage,Temp processing bucket
Production-Secondary,csql-10b0577,2026-06,539.0,149.7,0,865.92,Cloud SQL,PostgreSQL primary
Production-Main,mem-0046643,2026-06,483.7,0.0,0,348.25,Memorystore,Redis staging cache
